Locus tag, RefSeq protein ID, Gene, Length, Observed, Expected, Multiplicity, -log10(P)
DR_0753, NP_294477.1, , 597.0, 3, 0.75, 3.43, 3.19271
DR_0759, NP_294483.1, , 864.3, 3, 1.09, 2.37, 2.32336
DR_0835, NP_294559.1, , 730.7, 3, 0.92, 2.80, 2.70744
DR_0836, NP_294560.1, , 882.0, 3, 1.11, 2.32, 2.2783
DR_0851, NP_294575.1, , 785.0, 3, 0.99, 2.61, 2.54119
DR_1036, NP_294760.1, , 1048.7, 3, 1.32, 1.95, 1.90629
DR_1106, NP_294830.1, pyrC, 949.3, 3, 1.20, 2.16, 2.11742
DR_1219, NP_294943.1, , 1630.0, 3, 2.06, 1.26, 1.08082
DR_1229, NP_294953.1, , 741.7, 3, 0.94, 2.76, 2.67251
DR_1344, NP_295067.1, , 540.3, 3, 0.68, 3.79, 3.44041
DR_1410, NP_295133.1, , 1016.0, 3, 1.28, 2.01, 1.97258
DR_1451, NP_295174.1, , 525.0, 3, 0.66, 3.90, 3.51261
DR_1503, NP_295226.1, , 910.0, 3, 1.15, 2.25, 2.20943
DR_1521, NP_295244.1, prmA, 663.7, 3, 0.84, 3.08, 2.93548
DR_1550, NP_295273.1, , 1264.0, 3, 1.60, 1.62, 1.53339
DR_1563, NP_295286.1, upp, 524.0, 3, 0.66, 3.91, 3.51742
DR_1633, NP_295356.1, , 1075.3, 3, 1.36, 1.90, 1.85447
DR_1668, NP_295391.1, , 1127.7, 3, 1.42, 1.81, 1.75752
DR_1694, NP_295417.1, , 946.3, 3, 1.20, 2.16, 2.12426
DR_1704, NP_295427.1, argJ, 965.7, 3, 1.22, 2.12, 2.08054
DR_1717, NP_295440.1, , 643.0, 3, 0.81, 3.18, 3.01179
DR_1731, NP_295454.1, , 1163.3, 3, 1.47, 1.76, 1.69528
DR_1797, NP_295520.1, nusA, 963.0, 3, 1.22, 2.13, 2.08656
DR_1831, NP_295554.1, , 739.3, 3, 0.93, 2.77, 2.68008
DR_1857, NP_295580.1, , 413.7, 3, 0.52, 4.95, 4.12521
DR_1891, NP_295614.1, , 1101.7, 3, 1.39, 1.86, 1.8048
DR_2089, NP_295812.1, , 532.0, 3, 0.67, 3.85, 3.47927
DR_2169, NP_295892.1, , 1039.7, 3, 1.31, 1.97, 1.92424
DR_2232, NP_295954.1, , 667.0, 3, 0.84, 3.07, 2.92359
DR_2269, NP_295990.1, , 616.7, 3, 0.78, 3.32, 3.11322
DR_2412, NP_296133.1, , 1385.0, 3, 1.75, 1.48, 1.36287
DR_2472, NP_296192.1, , 431.0, 3, 0.54, 4.75, 4.01825
DR_2498, NP_296218.1, , 858.3, 3, 1.08, 2.38, 2.33891
DR_2555, NP_296275.1, gatB, 1250.0, 3, 1.58, 1.64, 1.55473
DR_2609, NP_296328.1, , 915.3, 3, 1.16, 2.24, 2.19671
DR_A0022, NP_285346.1, , 1469.7, 3, 1.86, 1.39, 1.25674
DR_A0147, NP_285471.1, hutH, 878.0, 3, 1.11, 2.33, 2.28838
DR_A0174, NP_285498.1, , 300.7, 3, 0.38, 6.81, 4.97774
DR_A0206, NP_285529.1, , 1430.3, 3, 1.81, 1.43, 1.30486
DR_A0255, NP_285578.1, , 1754.0, 3, 2.22, 1.17, 0.963628
DR_A0274, NP_285597.1, , 1226.3, 3, 1.55, 1.67, 1.59168
DR_A0276, NP_285599.1, , 961.0, 3, 1.21, 2.13, 2.09102
DR_A0284, NP_285607.1, , 469.3, 3, 0.59, 4.36, 3.79805
DR_B0119, NP_051650.1, , 913.0, 3, 1.15, 2.24, 2.20222
