Identifier, Size, 2F1, 2F2, 2F3, 2F4, 2F5
FFJ24_RS00340, 824.0, , , , , 
FFJ24_RS00345, 564.0, , , , , 
FFJ24_RS00350, 959.3, , , , , 
FFJ24_RS00355, 2710.0, , , , , 
FFJ24_RS00360, 1128.0, , , , , 
FFJ24_RS00365, 615.3, , , , , 
FFJ24_RS00370, 773.3, , , , , 
FFJ24_RS00375, 1780.7, , , , , 
FFJ24_RS00380, 1202.7, , , , , 
FFJ24_RS00385, 2149.3, , , , , 
FFJ24_RS00390, 1785.7, , , , , 
FFJ24_RS00395, 567.3, , , , , 
FFJ24_RS00400, 725.7, , , , , 
FFJ24_RS00405, 498.0, , , , , 
FFJ24_RS00410, 794.0, , , , , 
FFJ24_RS00415, 374.0, , , , , 
FFJ24_RS00420, 1066.0, , , , , 
FFJ24_RS00425, 567.0, , , , , 
FFJ24_RS00430, 569.0, , , , , 
FFJ24_RS00435, 487.0, , , , , 
FFJ24_RS00440, 858.7, , , , , 
FFJ24_RS00445, 629.7, , , , , 
FFJ24_RS00450, 95.7, , , , , 
FFJ24_RS00455, 252.0, , , , , 
FFJ24_RS00460, 216.7, , , , , 
FFJ24_RS00465, 1409.3, , , , , 
FFJ24_RS00470, 1348.0, , , , , 
FFJ24_RS00475, 1662.3, , , , , 
FFJ24_RS00480, 1577.7, , , , , 
FFJ24_RS00485, 750.3, , , , , 
FFJ24_RS00490, 1024.0, , , , , 
FFJ24_RS00495, 2037.3, , , , , 
FFJ24_RS00500, 1115.7, , , , , 
FFJ24_RS00510, 374.0, , , , , 
FFJ24_RS00515, 688.0, , , , , 
FFJ24_RS00520, 399.7, , , , , 
FFJ24_RS00525, 290.3, , , , , 
FFJ24_RS00530, 871.0, , , , , 
FFJ24_RS00535, 893.0, , , , , 
FFJ24_RS00540, 178.0, , , , , 
FFJ24_RS00545, 407.7, , , , , 
FFJ24_RS00550, 1139.7, , , , , 
FFJ24_RS00555, 1051.0, , , , , 
FFJ24_RS00560, 907.3, , , , , 
FFJ24_RS00565, 3535.3, , , , , 
FFJ24_RS00570, 781.0, , , , , 
FFJ24_RS00575, 255.0, , , , , 
FFJ24_RS00580, 1909.0, , , , , 
FFJ24_RS00585, 914.3, , , , , 
FFJ24_RS00590, 628.7, , , , , 
FFJ24_RS00595, 481.0, , , , , 
FFJ24_RS00600, 1842.0, , , , , 
FFJ24_RS00605, 856.7, , , , , 
FFJ24_RS00610, 971.7, , , , , 
FFJ24_RS00615, 837.7, , , , , 
FFJ24_RS00620, 1059.3, , , , , 
FFJ24_RS00625, 242.7, , , , , 
FFJ24_RS00630, 571.0, , , , , 
FFJ24_RS00635, 2300.0, , , , , 
FFJ24_RS00640, 517.3, , , , , 
FFJ24_RS00645, 1059.7, , , , , 
FFJ24_RS00650, 455.3, , , , , 
FFJ24_RS00655, 764.0, , , , , 
FFJ24_RS00660, 659.7, , , , , 
FFJ24_RS00665, 1928.0, , , , , 
FFJ24_RS00670, 485.7, , , , , 
FFJ24_RS00675, 1085.3, , , , , 
FFJ24_RS00680, 2651.3, , , , , 
FFJ24_RS00685, 1210.0, , , , , 
FFJ24_RS00690, 613.0, , , , , 
FFJ24_RS00695, 943.0, , , , , 
FFJ24_RS00700, 654.3, , , , , 
FFJ24_RS00705, 267.3, , , , , 
FFJ24_RS00710, 849.3, , , , , 
FFJ24_RS00715, 599.7, , , , , 
FFJ24_RS00720, 432.3, , , , , 
FFJ24_RS00725, 510.0, , , , , 
FFJ24_RS00730, 370.3, , , , , 
FFJ24_RS00735, 770.0, , , , , 
FFJ24_RS00740, 671.3, , , , , 
FFJ24_RS00745, 599.7, , , , , 
FFJ24_RS00750, 593.3, , , , , 
FFJ24_RS00755, 550.7, , , , , 
FFJ24_RS00760, 509.3, , , , , 
FFJ24_RS00765, 234.0, , , , , 
FFJ24_RS00770, 178.0, , , , , 
FFJ24_RS00775, 723.7, , , , , 
FFJ24_RS00780, 568.7, , , , , 
FFJ24_RS00785, 2028.0, , , , , 
FFJ24_RS00790, 319.3, , , , , 
FFJ24_RS00795, 516.7, , , , , 
FFJ24_RS00800, 621.7, , , , , 
FFJ24_RS00805, 979.0, , , , , 
FFJ24_RS00810, 1572.3, , , , , 
FFJ24_RS00815, 2519.7, , , , , 
FFJ24_RS00820, 3281.0, , , , , 
FFJ24_RS00825, 937.0, , , , , 
FFJ24_RS00830, 1633.7, , , , , 
FFJ24_RS00835, 1545.7, , , , , 
FFJ24_RS00840, 1520.7, , , , , 
FFJ24_RS00845, 309.7, , , , , 
FFJ24_RS00850, 1512.0, , , , , 
FFJ24_RS00855, 1929.3, , , , , 
FFJ24_RS00860, 1290.7, , , , , 
FFJ24_RS00865, 2596.7, , , , , 
FFJ24_RS00870, 987.3, , , , 400:3:0.176471:0.176471, 
FFJ24_RS00875, 571.3, , , , , 
FFJ24_RS00880, 2536.7, , , , , 
FFJ24_RS00885, 2877.0, , , , , 
FFJ24_RS00890, 272.3, , , , , 
FFJ24_RS00895, 776.0, , , , , 
FFJ24_RS00900, 536.7, , , , , 
FFJ24_RS00905, 1171.3, , , , , 
FFJ24_RS00910, 2599.7, , , , , 
FFJ24_RS00915, 2013.3, , , , , 
FFJ24_RS00920, 1668.0, , , , , 
FFJ24_RS00925, 1167.7, , , , , 
FFJ24_RS00930, 1097.7, , , , , 
FFJ24_RS00935, 807.7, , , , , 
FFJ24_RS00940, 974.7, , , , , 
FFJ24_RS00945, 1413.3, , , , , 
FFJ24_RS00950, 1041.7, , , , , 
FFJ24_RS00955, 779.7, , , , , 
FFJ24_RS00960, 1942.3, , , , 400:3:0.137931:0.137931, 
FFJ24_RS00965, 1949.3, , , , , 
FFJ24_RS00970, 1550.7, , , , , 
FFJ24_RS00975, 1720.7, , , , , 
FFJ24_RS00980, 1136.3, , , , , 
FFJ24_RS00985, 2168.0, , , , , 
FFJ24_RS00990, 960.7, , , , , 
FFJ24_RS00995, 972.7, , , , , 
FFJ24_RS01000, 3353.7, , , , , 
FFJ24_RS01005, 1644.7, , , , , 
FFJ24_RS01010, 2434.0, , , , , 
FFJ24_RS01015, 1501.3, , , , , 
FFJ24_RS01020, 2385.3, , , , , 
FFJ24_RS01025, 2392.0, , , , , 
FFJ24_RS01030, 1019.0, , , , , 
FFJ24_RS01035, 970.0, , , , , 
FFJ24_RS01040, 480.3, , , , , 
FFJ24_RS01045, 577.7, , , , , 
FFJ24_RS01050, 468.0, , , , , 
FFJ24_RS01055, 668.3, , , , , 
FFJ24_RS01060, 261.0, , , , , 
FFJ24_RS01065, 1868.0, , , , , 
FFJ24_RS01070, 680.3, , , , , 
FFJ24_RS01075, 2579.3, , , , , 
FFJ24_RS01080, 1237.7, , , , , 
FFJ24_RS01085, 496.3, , , , , 
FFJ24_RS01090, 697.3, , , , , 
FFJ24_RS01095, 370.0, , , , , 
FFJ24_RS01100, 720.0, , , , , 
FFJ24_RS01105, 936.0, , , , , 
FFJ24_RS01110, 1107.0, , , , , 
FFJ24_RS01115, 756.7, , , , , 
FFJ24_RS01120, 987.7, , , , , 
FFJ24_RS01125, 2019.0, , , , , 
FFJ24_RS01130, 2486.3, , , , , 
FFJ24_RS01135, 1125.7, , , , , 
FFJ24_RS01140, 1699.7, , , , , 
FFJ24_RS01145, 1336.0, , , , , 
FFJ24_RS01150, 360.0, , , , , 
FFJ24_RS01155, 1170.0, , , , , 
FFJ24_RS01160, 2022.7, , , , , 
FFJ24_RS01165, 1415.7, , , , , 
FFJ24_RS01170, 587.7, , , , , 
FFJ24_RS01175, 506.0, , , , , 
FFJ24_RS01180, 1755.0, , , , , 
FFJ24_RS01185, 216.0, , , , , 
FFJ24_RS01190, 466.0, , , , , 
FFJ24_RS01195, 974.3, , , , , 
FFJ24_RS01200, 699.3, , , , , 
FFJ24_RS01205, 342.3, , , , , 
FFJ24_RS01210, 685.0, , , , , 
FFJ24_RS01215, 617.7, , , , , 
FFJ24_RS01220, 414.0, , , , , 
FFJ24_RS01225, 1521.7, , , , , 
FFJ24_RS01230, 1947.3, , , , , 
FFJ24_RS01235, 1145.3, , , , , 
FFJ24_RS01240, 245.7, , , , , 
FFJ24_RS01245, 2010.3, , , , , 
FFJ24_RS01250, 642.3, , , , , 
FFJ24_RS01255, 533.3, , , , , 
FFJ24_RS01260, 707.3, , , , , 
FFJ24_RS01265, 888.7, , , , , 
FFJ24_RS01270, 414.0, , , , , 
FFJ24_RS01275, 432.0, , , , , 
FFJ24_RS01280, 502.7, , , , , 
FFJ24_RS01285, 438.0, , , , , 
FFJ24_RS01290, 367.3, , , , , 
FFJ24_RS01295, 1580.0, , , , , 
FFJ24_RS01300, 488.3, , , , , 
FFJ24_RS01305, 617.3, , , , , 
FFJ24_RS01310, 367.7, , , , , 
FFJ24_RS01315, 1579.0, , , , , 
FFJ24_RS01320, 528.7, , , , , 
FFJ24_RS01325, 483.0, , , , , 
FFJ24_RS01330, 495.7, , , , , 
FFJ24_RS01335, 793.3, , , , , 
FFJ24_RS01340, 863.3, , , , , 
FFJ24_RS01345, 394.7, , , , , 
FFJ24_RS01350, 189.0, , , , , 
FFJ24_RS01355, 459.7, , , , , 
FFJ24_RS01360, 658.3, , , , , 
FFJ24_RS01365, 2581.7, , , , , 
FFJ24_RS01370, 1318.0, , , , , 
FFJ24_RS01375, 2617.7, , , , , 
FFJ24_RS01380, 1496.7, , , , 400:3:0.135135:0.135135, 
FFJ24_RS01385, 566.3, , , , , 
FFJ24_RS01390, 867.7, , , , , 
FFJ24_RS01395, 923.3, , , , , 
FFJ24_RS01400, 882.3, , , , , 
FFJ24_RS01405, 1563.7, , , , , 
FFJ24_RS01410, 1301.0, , , , 400:3:0.130435:0.130435, 
FFJ24_RS01415, 840.7, , , , , 
FFJ24_RS01420, 355.0, , , , , 
FFJ24_RS01425, 813.3, , , , , 
FFJ24_RS01430, 582.7, , , , , 
FFJ24_RS01435, 669.0, , , , , 
FFJ24_RS01440, 1921.0, , , , , 
FFJ24_RS01445, 460.3, , , , , 
FFJ24_RS01450, 567.7, , , , , 
FFJ24_RS01455, 421.0, , , , , 
FFJ24_RS01460, 594.3, , , , , 
FFJ24_RS01465, 503.3, , , , , 
FFJ24_RS01470, 334.7, , , , , 
FFJ24_RS01475, 1883.0, , , , , 
FFJ24_RS01480, 698.0, , , , , 
FFJ24_RS01485, 1065.0, , , , , 
FFJ24_RS01490, 658.0, , , , , 
FFJ24_RS01495, 865.0, , , , , 
FFJ24_RS01500, 413.7, , , , , 
FFJ24_RS01505, 445.7, , , , , 
FFJ24_RS01510, 938.7, , , , , 
FFJ24_RS01515, 1361.7, , , , , 
FFJ24_RS01520, 467.0, , , , , 
FFJ24_RS01525, 705.0, , , , , 
FFJ24_RS01530, 334.7, , , , , 
FFJ24_RS01535, 1632.7, , , , , 
FFJ24_RS01540, 1240.7, , , , , 
FFJ24_RS01545, 969.7, , , , , 
FFJ24_RS01550, 1159.0, , , , , 
FFJ24_RS01555, 925.7, , , , , 
FFJ24_RS01565, 966.7, , , , , 
FFJ24_RS01570, 1126.0, , , , , 
FFJ24_RS01575, 956.0, , , , , 
FFJ24_RS01580, 1069.0, , , , , 
FFJ24_RS01585, 1377.0, , , , , 
FFJ24_RS01590, 1078.7, , , , , 
FFJ24_RS01595, 243.0, , , , , 
FFJ24_RS01600, 882.3, , , , , 
FFJ24_RS01605, 483.3, , , , , 
FFJ24_RS01610, 1090.0, , , , , 
FFJ24_RS01615, 800.3, , , , , 
FFJ24_RS01620, 1697.0, , , , , 
FFJ24_RS01625, 311.7, , , , , 
FFJ24_RS01630, 501.3, , , , , 
FFJ24_RS01635, 645.7, , , , , 
FFJ24_RS01640, 1057.3, , , , , 
FFJ24_RS01645, 374.7, , , , , 
FFJ24_RS01650, 2544.7, , , , , 
FFJ24_RS01655, 1491.0, , , , , 
FFJ24_RS01660, 2394.3, , , , , 
FFJ24_RS01665, 1393.3, , , , , 
FFJ24_RS01670, 785.0, , , , , 
FFJ24_RS01675, 1334.3, , , , , 
FFJ24_RS01680, 3349.7, , , , , 
FFJ24_RS01685, 1302.7, , , , , 
FFJ24_RS01690, 407.0, , , , , 
FFJ24_RS01695, 584.7, , , , , 
FFJ24_RS01700, 942.7, , , , , 
FFJ24_RS01705, 358.7, , , , , 
FFJ24_RS01710, 350.0, , , , , 
FFJ24_RS01715, 351.7, , , , , 
FFJ24_RS01720, 369.7, , , , , 
FFJ24_RS01725, 799.0, , , , , 
FFJ24_RS01730, 295.0, , , , , 
FFJ24_RS01735, 2020.7, , , , , 
FFJ24_RS01740, 2360.0, , , , , 
FFJ24_RS01750, 619.3, , , , , 
FFJ24_RS01755, 2081.3, , , , , 
FFJ24_RS01760, 1624.3, , , , , 
FFJ24_RS01765, 1773.7, , , , , 
FFJ24_RS01770, 573.0, , , , , 
FFJ24_RS01775, 754.7, , , , , 
FFJ24_RS01780, 786.7, , , , , 
FFJ24_RS01785, 379.3, , , , , 
FFJ24_RS01790, 1075.7, , , , , 
FFJ24_RS01795, 826.3, , , , , 
FFJ24_RS01800, 684.3, , , , , 
FFJ24_RS01805, 882.7, , , , , 
FFJ24_RS01810, 554.7, , , , , 
FFJ24_RS01815, 787.7, , , , , 
FFJ24_RS01820, 903.0, , , , , 
FFJ24_RS01825, 1279.7, , , , , 
FFJ24_RS01830, 559.7, , , , , 
FFJ24_RS01835, 2179.3, , , , , 
FFJ24_RS01840, 474.0, , , , , 
FFJ24_RS01845, 814.7, , , , , 
FFJ24_RS01850, 281.3, , , , , 
FFJ24_RS01855, 464.7, , , , , 
FFJ24_RS01860, 428.0, , , , , 
FFJ24_RS01865, 436.3, , , , , 
FFJ24_RS01870, 815.7, , , , , 
FFJ24_RS01875, 403.7, , , , , 
FFJ24_RS01880, 520.7, , , , , 
FFJ24_RS01885, 544.0, , , , , 
FFJ24_RS01890, 486.7, , , , , 
FFJ24_RS01895, 722.7, , , , , 
FFJ24_RS01900, 492.0, , , , , 
FFJ24_RS01905, 183.3, , , , , 
FFJ24_RS01910, 760.0, , , , , 
FFJ24_RS01915, 510.0, , , , , 
FFJ24_RS01920, 335.0, , , , , 
FFJ24_RS01925, 380.0, , , , , 
FFJ24_RS01930, 375.0, , , , , 
FFJ24_RS01935, 1694.3, , , , , 
FFJ24_RS01940, 1152.7, , , , , 
FFJ24_RS01945, 556.3, , , , , 
FFJ24_RS01950, 1091.0, , , , , 
FFJ24_RS01955, 1064.0, , , , , 
FFJ24_RS01960, 1822.0, , , , 400:3:0.137931:0.137931, 
FFJ24_RS01965, 431.0, , , , , 
FFJ24_RS01970, 1535.0, , , , , 
FFJ24_RS01975, 639.3, , , , , 
FFJ24_RS01980, 626.7, , , , , 
FFJ24_RS01985, 1919.0, , , , , 
FFJ24_RS01990, 807.3, , , , , 
FFJ24_RS01995, 522.7, , , , , 
FFJ24_RS02000, 382.3, , , , , 
FFJ24_RS02005, 209.3, , , , , 
FFJ24_RS02010, 358.0, , , , , 
FFJ24_RS02015, 592.0, , , , , 
FFJ24_RS02020, 735.0, , , , , 
FFJ24_RS02025, 666.0, , , , , 
FFJ24_RS02030, 1997.0, , , , , 
FFJ24_RS02035, 237.0, , , , , 
FFJ24_RS02040, 440.3, , , , , 
FFJ24_RS02045, 390.7, , , , , 
FFJ24_RS02050, 1386.7, , , , , 
FFJ24_RS02055, 1040.7, , , , , 
FFJ24_RS02060, 725.3, , , , , 
FFJ24_RS02065, 1138.3, , , , , 
FFJ24_RS02070, 174.0, , , , , 
FFJ24_RS02075, 1270.0, , , , , 
FFJ24_RS02080, 174.0, , , , , 
FFJ24_RS02085, 440.3, , , , , 
FFJ24_RS02090, 1336.3, , , , , 
FFJ24_RS02095, 544.7, , , , , 
FFJ24_RS02100, 328.3, , , , , 
FFJ24_RS02105, 377.7, , , , , 
FFJ24_RS02110, 1985.3, , , , , 
FFJ24_RS02115, 902.0, , , , , 
FFJ24_RS02120, 655.3, , , , , 
FFJ24_RS02125, 472.0, , , , , 
FFJ24_RS02130, 681.7, , , , , 
FFJ24_RS02135, 953.7, , , , , 
FFJ24_RS02140, 1684.0, , , , , 
FFJ24_RS02145, 1110.3, , , , , 
FFJ24_RS02150, 1105.7, , , , , 
FFJ24_RS02155, 851.0, , , , , 
FFJ24_RS02160, 293.3, , , , , 
FFJ24_RS02165, 227.0, , , , , 
FFJ24_RS02170, 2712.0, , , , , 
FFJ24_RS02175, 705.0, , , , , 
FFJ24_RS02180, 849.3, , , , , 
FFJ24_RS02185, 306.7, , , , , 
FFJ24_RS02190, 222.0, , , , , 
FFJ24_RS02195, 558.7, , , , , 
FFJ24_RS02200, 1064.7, , , , , 
FFJ24_RS02205, 1007.3, , , , , 
FFJ24_RS02210, 1584.3, , , , , 
FFJ24_RS02215, 421.0, , , , , 
FFJ24_RS02220, 745.7, , , , , 
FFJ24_RS02225, 919.0, , , , , 
FFJ24_RS02230, 1336.0, , , , , 
FFJ24_RS02235, 565.3, , , , , 
FFJ24_RS02240, 302.0, , , , , 
FFJ24_RS02245, 612.0, , , , , 
FFJ24_RS02250, 762.3, , , , , 
FFJ24_RS02255, 595.7, , , , , 
FFJ24_RS02260, 1126.3, , , , , 
FFJ24_RS02265, 149.7, , , , , 
FFJ24_RS02270, 162.3, , , , , 
FFJ24_RS02275, 1978.7, , , , , 
FFJ24_RS02280, 264.3, , , , , 
FFJ24_RS02285, 264.3, , , , , 
FFJ24_RS02290, 1333.7, , , , , 
FFJ24_RS02295, 497.0, , , , , 
FFJ24_RS02300, 2296.3, , , , , 
FFJ24_RS02305, 1113.7, , , , , 
FFJ24_RS02310, 1364.0, , , , , 
FFJ24_RS02315, 1023.7, , , , , 
FFJ24_RS02320, 352.0, , , , , 
FFJ24_RS02325, 324.3, , , , , 
FFJ24_RS02330, 1014.0, , , , , 
FFJ24_RS02335, 750.3, , , , , 
FFJ24_RS02340, 1500.0, , , , , 
FFJ24_RS02345, 715.0, , , , , 
FFJ24_RS02350, 1003.0, , , , , 
FFJ24_RS02355, 413.3, , , , , 
FFJ24_RS02360, 220.3, , , , , 
FFJ24_RS02365, 790.3, , , , , 
FFJ24_RS02370, 296.3, , , , , 
FFJ24_RS02375, 174.0, , , , , 
FFJ24_RS02380, 122.0, , , , , 
FFJ24_RS02385, 157.0, , , , , 
FFJ24_RS02390, 151.0, , , , , 
FFJ24_RS02395, 1016.0, , , , , 
FFJ24_RS02400, 155.0, , , , , 
FFJ24_RS02405, 255.7, , , , , 
FFJ24_RS02410, 440.3, , , , , 
FFJ24_RS02415, 483.0, , , , , 
FFJ24_RS02425, 1319.0, , , , , 
FFJ24_RS02430, 515.7, , , , , 
FFJ24_RS02435, 286.3, , , , , 
FFJ24_RS02440, 604.3, , , , , 
FFJ24_RS02445, 447.0, , , , , 
FFJ24_RS02450, 555.3, , , , , 
FFJ24_RS02455, 409.0, , , , , 
FFJ24_RS02460, 356.3, , , , , 
FFJ24_RS02465, 3074.3, , , , , 
FFJ24_RS02470, 3436.3, , , , , 
FFJ24_RS02475, 303.3, , , , , 
FFJ24_RS02480, 346.0, , , , , 
FFJ24_RS02485, 1016.3, , , , , 
FFJ24_RS02490, 1001.3, , , , , 
FFJ24_RS02495, 814.0, , , , , 
FFJ24_RS02500, 621.3, , , , , 
FFJ24_RS02505, 1228.7, , , , , 
FFJ24_RS02510, 549.0, , , , , 
FFJ24_RS02515, 618.0, , , , , 
FFJ24_RS02520, 541.0, , , , , 
FFJ24_RS02525, 537.0, , , , , 
FFJ24_RS02530, 980.7, , , , , 
FFJ24_RS02535, 756.0, , , , , 
FFJ24_RS02540, 413.3, , , , , 
FFJ24_RS02545, 716.0, , , , , 
FFJ24_RS02550, 1517.0, , , , , 
FFJ24_RS02555, 479.7, , , , , 
FFJ24_RS02560, 585.0, , , , , 
FFJ24_RS02565, 1635.7, , , , , 
FFJ24_RS02570, 763.0, , , , , 
FFJ24_RS02575, 504.7, , , , , 
FFJ24_RS02580, 1072.0, , , , , 
FFJ24_RS02585, 643.7, , , , , 
FFJ24_RS02590, 496.0, , , , , 
FFJ24_RS02595, 324.0, , , , , 
FFJ24_RS02600, 411.3, , , , , 
FFJ24_RS02605, 395.7, , , , , 
FFJ24_RS02610, 1507.3, , , , , 
FFJ24_RS02615, 731.7, , , , , 
FFJ24_RS02620, 850.0, , , , , 
FFJ24_RS02625, 419.0, , , , , 
FFJ24_RS02630, 669.3, , , , , 
FFJ24_RS02635, 3597.0, , , , , 
FFJ24_RS02640, 355.0, , , , , 
FFJ24_RS02645, 1979.3, , , , , 
FFJ24_RS02650, 1048.0, , , , , 
FFJ24_RS02655, 672.7, , , , , 
FFJ24_RS02660, 417.7, , , , , 
FFJ24_RS02665, 833.7, , , , , 
FFJ24_RS02670, 442.7, , , , , 
FFJ24_RS02675, 422.7, , , , , 
FFJ24_RS02680, 1465.0, , , , , 
FFJ24_RS02685, 1004.3, , , , , 
FFJ24_RS02690, 1032.7, , , , , 
FFJ24_RS02695, 895.0, , , , , 
FFJ24_RS02700, 794.7, , , , , 
FFJ24_RS02705, 511.0, , , , , 
FFJ24_RS02710, 536.0, , , , , 
FFJ24_RS02715, 341.3, , , , , 
FFJ24_RS02720, 627.0, , , , , 
FFJ24_RS02725, 315.7, , , , , 
FFJ24_RS02730, 215.0, , , , , 
FFJ24_RS02735, 1522.0, , , , , 
FFJ24_RS02740, 490.7, , , , , 
FFJ24_RS02745, 643.3, , , , , 
FFJ24_RS02750, 701.3, , , , , 
FFJ24_RS02755, 427.7, , , , , 
FFJ24_RS02760, 685.7, , , , , 
FFJ24_RS02765, 647.7, , , , , 
FFJ24_RS02770, 1390.3, , , , , 
FFJ24_RS02775, 832.0, , , , , 
FFJ24_RS02780, 639.3, , , , , 
FFJ24_RS02785, 421.7, , , , , 
FFJ24_RS02790, 612.7, , , , , 
FFJ24_RS02795, 664.0, , , , , 
FFJ24_RS02800, 1324.3, , , , , 
FFJ24_RS02805, 914.7, , , , , 
FFJ24_RS02810, 599.3, , , , , 
FFJ24_RS02815, 602.0, , , , , 
FFJ24_RS02820, 598.3, , , , , 
FFJ24_RS02825, 815.0, , , , , 
FFJ24_RS02830, 447.3, , , , , 
FFJ24_RS02835, 886.3, , , , , 
FFJ24_RS02840, 990.7, , , , , 
FFJ24_RS02845, 2013.3, , , , , 
FFJ24_RS02850, 898.7, , , , , 
FFJ24_RS02855, 458.7, , , , , 
FFJ24_RS02860, 1578.3, , , , , 
FFJ24_RS02865, 2222.0, , , , , 
FFJ24_RS02870, 509.7, , , , , 
FFJ24_RS02875, 461.0, , , , , 
FFJ24_RS02880, 2036.0, , , , , 
FFJ24_RS02885, 1095.3, , , , , 
FFJ24_RS02890, 517.7, , , , , 
FFJ24_RS02895, 977.7, , , , , 
FFJ24_RS02905, 1177.3, , , , , 
FFJ24_RS02910, 1156.7, , , , , 
FFJ24_RS02915, 309.0, , , , , 
FFJ24_RS02920, 375.0, , , , , 
FFJ24_RS02925, 418.3, , , , , 
FFJ24_RS02930, 821.7, , , , , 
FFJ24_RS02935, 433.7, , , , , 
FFJ24_RS02940, 534.0, , , , , 
FFJ24_RS02945, 1651.0, , , , , 
FFJ24_RS02950, 633.7, , , , , 
FFJ24_RS02955, 461.7, , , , , 
FFJ24_RS02960, 332.7, , , , , 
FFJ24_RS02965, 487.0, , , , , 
FFJ24_RS02970, 617.7, , , , , 
FFJ24_RS02980, 275.7, , , , , 
FFJ24_RS02985, 1216.3, , , , , 
FFJ24_RS02990, 1226.3, , , , , 
FFJ24_RS02995, 1689.0, , , , , 
FFJ24_RS03000, 645.3, , , , , 
FFJ24_RS03005, 453.3, , , , , 
FFJ24_RS03010, 1937.7, , , , , 
FFJ24_RS03015, 605.3, , , , , 
FFJ24_RS03020, 306.7, , , , , 
FFJ24_RS03025, 269.7, , , , , 
FFJ24_RS03030, 485.0, , , , , 
FFJ24_RS03035, 758.3, , , , , 
FFJ24_RS03040, 418.7, , , , , 
FFJ24_RS03045, 511.3, , , , , 
FFJ24_RS03050, 1269.3, , , , , 
FFJ24_RS03055, 599.0, , , , , 
FFJ24_RS03060, 836.3, , , , 400:3:0.136364:0.136364, 
FFJ24_RS03065, 609.0, , , , , 
FFJ24_RS03070, 339.7, , , , , 
FFJ24_RS03075, 1000.3, , , , , 
FFJ24_RS03080, 577.3, , , , , 
FFJ24_RS03085, 554.3, , , , , 
FFJ24_RS03090, 231.0, , , , , 
FFJ24_RS03095, 895.3, , , , , 
FFJ24_RS03100, 285.3, , , , , 
FFJ24_RS03105, 434.7, , , , , 
FFJ24_RS03110, 467.0, , , , , 
FFJ24_RS03115, 638.0, , , , , 
FFJ24_RS03120, 618.0, , , , , 
FFJ24_RS03125, 814.7, , , , , 
FFJ24_RS03130, 489.7, , , , , 
