Locus tag, RefSeq protein ID, Gene, Length, Observed, Expected, Multiplicity, -log10(P)
B4U62_RS10785, WP_003230828.1, , 1077.7, 6, 1.01, 4.00, 7.36419
B4U62_RS11410, WP_004399486.1, , 510.3, 6, 0.48, 8.44, 11.3993
B4U62_RS11925, WP_004398863.1, , 265.3, 6, 0.25, 16.24, 15.1281
B4U62_RS14390, WP_003229873.1, , 834.0, 6, 0.78, 5.17, 8.70943
B4U62_RS18080, WP_003228417.1, , 330.0, 6, 0.31, 13.05, 13.8706
B4U62_RS20015, WP_003243661.1, , 527.0, 6, 0.50, 8.17, 11.2194
B4U62_RS22425, WP_020846146.1, , 1377.0, 6, 1.29, 3.13, 6.1293
B4U62_RS03595, WP_003243172.1, , 898.3, 5, 0.84, 4.00, 6.33159
B4U62_RS06210, WP_003245768.1, , 904.0, 5, 0.85, 3.97, 6.30433
B4U62_RS13260, WP_003236923.1, mntR, 442.7, 5, 0.42, 8.11, 9.51859
B4U62_RS14285, WP_003229890.1, , 657.7, 5, 0.62, 5.46, 7.70548
B4U62_RS15020, WP_003245996.1, , 569.0, 5, 0.53, 6.31, 8.36137
B4U62_RS17510, WP_003244570.1, , 970.0, 5, 0.91, 3.70, 6.0025
B4U62_RS21195, WP_003227124.1, , 832.0, 5, 0.78, 4.32, 6.66411
B4U62_RS22165, WP_020846129.1, , 917.0, 5, 0.86, 3.92, 6.24289
B4U62_RS00835, WP_004399686.1, , 564.0, 4, 0.53, 5.09, 6.13846
B4U62_RS14225, WP_004399117.1, , 528.7, 4, 0.50, 5.43, 6.37094
B4U62_RS18130, WP_003243874.1, , 273.0, 4, 0.26, 10.52, 8.82504
B4U62_RS19115, WP_003219701.1, , 619.0, 4, 0.58, 4.64, 5.80679
B4U62_RS00375, WP_003218379.1, , 265.3, 3, 0.25, 8.12, 6.14536
B4U62_RS00860, WP_003235095.1, , 298.0, 3, 0.28, 7.23, 5.8194
B4U62_RS09750, WP_010886518.1, , 237.3, 3, 0.22, 9.08, 6.46048
B4U62_RS16525, WP_075058866.1, , 180.7, 3, 0.17, 11.92, 7.23846
B4U62_RS19790, WP_003227706.1, , 216.7, 3, 0.20, 9.94, 6.71856
B4U62_RS22430, WP_020846147.1, , 268.3, 3, 0.25, 8.03, 6.11372
B4U62_RS22805, WP_003230835.1, , 107.3, 3, 0.10, 20.08, 8.75072
riboswitch_15, , , 201.0, 3, 0.19, 10.72, 6.93323
riboswitch_16, , , 236.0, 3, 0.22, 9.13, 6.47605
