Identifier, Size, 1P1, 1P2, 1P3, 1P4, 1P5
FFI16_RS00555, 414.7, , , , , 
FFI16_RS00560, 1282.0, , , 500:1:0.0545455:0.130435;500:1:0.0363636:0.130435;500:1:0.0588235:0.157895, 800:3:0.172414:0.172414;600:3:0.166667:0.166667;800:3:0.166667:0.166667;600:3:0.166667:0.166667;800:3:0.157895:0.157895, 
FFI16_RS00565, 467.3, , , , , 
FFI16_RS00570, 1060.0, , , , , 
FFI16_RS00575, 387.3, , , , , 
FFI16_RS00580, 1615.0, , , , , 
FFI16_RS00585, 174.7, , , , , 
FFI16_RS00590, 823.0, , , , , 
FFI16_RS00595, 1052.3, , , , , 
FFI16_RS00600, 3063.7, , , , , 
FFI16_RS00605, 1368.7, 700:3:0.0930233:0.142857;700:3:0.177778:0.177778;600:3:0.136364:0.185185, 700:3:0.0833333:0.172414;700:1:0.0416667:0.137931, 800:3:0.2:0.2, 500:1:0.0588235:0.181818;500:1:0:0.2;500:1:0:0.2;500:1:0:0.190476;500:1:0:0.2, 
FFI16_RS00610, 1124.7, , 500:1:0.0571429:0.166667, , 300:1:0.0645161:0.214286, 
FFI16_RS00615, 444.3, , , , , 
FFI16_RS00620, 386.3, , , , , 
FFI16_RS00625, 323.3, , , , , 
FFI16_RS00630, 1533.3, , , , , 
FFI16_RS00635, 474.7, , , , , 
FFI16_RS00640, 1957.0, , 500:1:0.0638298:0.130435, , , 
FFI16_RS00645, 351.0, , , , , 
FFI16_RS00650, 1506.7, , , , , 
FFI16_RS00655, 437.3, , , , , 
FFI16_RS00660, 1178.0, , , , , 
FFI16_RS00665, 888.3, , , , , 
FFI16_RS00670, 547.7, , , , , 
FFI16_RS00675, 523.0, , , , , 
FFI16_RS00680, 233.0, , , , , 
FFI16_RS00685, 664.7, , , , , 
FFI16_RS00690, 1306.0, , , , , 
FFI16_RS00695, 895.3, , , , , 
FFI16_RS00700, 678.0, , , , , 
FFI16_RS00705, 1376.7, , , 300:1:0.03:0.142857, , 
FFI16_RS00710, 848.3, , , , , 
FFI16_RS00715, 885.0, , , , , 
FFI16_RS00720, 1024.3, , , , , 
FFI16_RS00725, 681.7, , , , , 
FFI16_RS00730, 348.0, , , , , 
FFI16_RS00735, 660.7, , , , , 
FFI16_RS00740, 1074.0, , , , 800:3:0.144928:0.144928, 
FFI16_RS00745, 871.7, , 800:3:0.131579:0.166667;700:3:0.105263:0.25;300:1:0.0714286:0.178571, , 300:1:0.0454545:0.176471;300:1:0.047619:0.277778, 
FFI16_RS00750, 296.0, , 500:1:0.103448:0.159091, 500:1:0.0782609:0.162791, , 
FFI16_RS00755, 1344.7, , , , , 
FFI16_RS00760, 831.0, , , , , 
FFI16_RS00765, 317.3, , , , , 
FFI16_RS00775, 296.7, , , , , 
FFI16_RS00780, 498.0, , , , , 
FFI16_RS00785, 315.3, , , , , 
FFI16_RS00790, 2209.3, , , , , 
FFI16_RS00795, 1351.0, , , , , 
FFI16_RS00800, 682.7, , , , , 
FFI16_RS00805, 474.7, , , , , 
FFI16_RS00810, 400.7, , , , , 
FFI16_RS00815, 216.3, , , , , 
FFI16_RS00820, 501.7, , , , , 
FFI16_RS00825, 314.0, , , , , 
FFI16_RS00830, 1357.7, , , , , 
FFI16_RS00835, 537.3, , , , , 
FFI16_RS00840, 1564.3, , , , , 
FFI16_RS00845, 963.0, , , , , 
FFI16_RS00850, 609.7, , , , , 
FFI16_RS00855, 965.0, , , , , 
FFI16_RS00860, 2557.3, , 600:3:0.12:0.166667;600:3:0.144737:0.166667, 500:3:0.0805369:0.175676;500:1:0.0680272:0.18;500:3:0.0816327:0.2;700:3:0.0816327:0.173333;500:3:0.084507:0.166667;500:3:0.0921986:0.232877;500:3:0.10687:0.220588;500:3:0.1:0.220588, 700:3:0.0943396:0.148148, 
FFI16_RS00865, 361.7, , , , , 
FFI16_RS00870, 329.7, , , , , 
FFI16_RS00875, 339.0, , , , , 
FFI16_RS00880, 507.3, , , , , 
FFI16_RS00885, 1563.3, , , , , 
FFI16_RS00890, 641.3, , , , , 
FFI16_RS00895, 1029.7, , , , , 
FFI16_RS00900, 636.0, , , , , 
FFI16_RS00905, 289.7, , , , , 
FFI16_RS00910, 108.0, , , , , 
FFI16_RS00915, 173.0, , , , , 
FFI16_RS00920, 481.3, , , , , 
FFI16_RS00925, 1171.7, , , , , 
FFI16_RS00930, 1925.3, , , 700:1:0.0291262:0.130435;700:1:0.0458716:0.185185, 500:1:0.0416667:0.131579, 
FFI16_RS00935, 407.3, , , , , 
FFI16_RS00940, 692.0, , , , , 
FFI16_RS00945, 304.3, , , , , 
FFI16_RS00950, 1682.0, , , , , 
FFI16_RS00955, 547.3, , , , 500:1:0.0652174:0.151515, 
FFI16_RS00960, 2318.3, , , , , 
FFI16_RS00965, 828.7, , , , , 
FFI16_RS00970, 679.3, , , , , 
FFI16_RS00975, 1588.7, , 200:1:0.111111:0.22, , , 
FFI16_RS00980, 1372.0, , , , , 
FFI16_RS00985, 643.7, , , , , 
FFI16_RS00990, 703.0, , , , , 
FFI16_RS00995, 362.0, , , , , 
FFI16_RS01000, 1175.7, , , , , 
FFI16_RS01005, 1105.3, , , , , 
FFI16_RS01010, 2210.7, , , , , 
FFI16_RS01015, 187.3, , , , , 
FFI16_RS01020, 762.3, , , , , 
FFI16_RS01025, 453.0, , , , , 
FFI16_RS01030, 985.0, , , , , 
FFI16_RS01035, 535.7, , , , , 
FFI16_RS01040, 345.3, , , , , 
FFI16_RS01045, 705.3, , , , , 
FFI16_RS01050, 745.7, , , , , 
FFI16_RS01055, 569.7, , , , , 
FFI16_RS01060, 308.0, , , , , 
FFI16_RS01065, 353.7, , , , , 
FFI16_RS01070, 1286.0, , , , , 
FFI16_RS01075, 1775.3, , , , , 
FFI16_RS01080, 558.7, , , , , 
FFI16_RS01085, 255.3, , , , , 
FFI16_RS01090, 1429.0, , , , , 
FFI16_RS01095, 369.3, , , , , 
FFI16_RS01100, 825.0, , , , , 
FFI16_RS01105, 746.7, , , , , 
FFI16_RS01110, 846.7, , , , , 
FFI16_RS01115, 462.7, , , , , 
FFI16_RS01125, 1639.0, , , , , 
FFI16_RS01130, 178.0, , , , , 
FFI16_RS01135, 86.0, , , , , 
FFI16_RS01140, 3017.0, , , , , 
FFI16_RS01145, 217.0, , , , , 
FFI16_RS01150, 2737.0, , , , , 
FFI16_RS01155, 2785.0, , , , , 
FFI16_RS01160, 1547.3, , , , , 
FFI16_RS01165, 523.7, , , , , 
FFI16_RS01170, 941.7, , , , , 
FFI16_RS01175, 369.3, , , , , 
FFI16_RS01185, 353.7, , , , , 
FFI16_RS01190, 727.7, , , , , 
FFI16_RS01195, 717.0, , , , , 
FFI16_RS01200, 324.7, , , , , 
FFI16_RS01205, 827.0, , , , , 
FFI16_RS01210, 1178.3, , , , 600:1:0.0416667:0.2;300:1:0.0769231:0.178571;600:1:0.0869565:0.230769;600:3:0.136364:0.24;600:1:0.0909091:0.230769, 
FFI16_RS01215, 681.7, , , , , 
FFI16_RS01220, 373.7, , , , , 
FFI16_RS01225, 591.7, , , , , 
FFI16_RS01230, 656.7, , , , , 
FFI16_RS01235, 1137.3, , , , , 
FFI16_RS01240, 790.3, , , , , 
FFI16_RS01245, 382.7, , , , , 
FFI16_RS01250, 1189.0, , , , , 
FFI16_RS01255, 862.0, , 700:1:0:0.117647, , , 
FFI16_RS01260, 747.7, , , , , 
FFI16_RS01265, 864.7, , , , , 
FFI16_RS01270, 239.3, , , , , 
FFI16_RS01275, 750.3, , , , , 
FFI16_RS01280, 463.3, , , , , 
FFI16_RS01285, 996.7, , , , , 
FFI16_RS01295, 1165.7, , , , , 
FFI16_RS01300, 724.3, , , , , 
FFI16_RS01305, 644.3, , 300:1:0.0340909:0.153846, , , 
FFI16_RS01310, 562.0, , , , , 
FFI16_RS01315, 710.0, , , , , 
FFI16_RS01320, 771.7, , , , , 
FFI16_RS01325, 1166.3, , 500:1:0.0857143:0.142857, , , 
FFI16_RS01330, 403.0, , , , , 
FFI16_RS01335, 1126.7, , , , , 
FFI16_RS01340, 681.0, , , , , 
FFI16_RS01345, 1104.7, , , , , 
FFI16_RS01350, 314.7, , , , , 
FFI16_RS01355, 1562.7, , , , , 
FFI16_RS01360, 1426.3, , , , , 
FFI16_RS01365, 1156.7, , , , , 
FFI16_RS01370, 771.0, , , , , 
FFI16_RS01375, 1016.3, , , , , 
FFI16_RS01380, 565.3, , , , , 
FFI16_RS01385, 297.7, , , , , 
FFI16_RS01390, 368.3, , , , , 
FFI16_RS01395, 826.0, , , , , 
FFI16_RS01400, 341.0, , , , , 
FFI16_RS01405, 232.7, , , , , 
FFI16_RS01410, 1034.3, , , , , 
FFI16_RS01415, 930.3, , 800:3:0.15873:0.15873, 500:3:0.219178:0.230769;700:1:0.0410959:0.153846;500:1:0.0875:0.169231, 500:3:0.225:0.269231, 
FFI16_RS01420, 366.3, , , , , 
FFI16_RS01425, 471.3, , , , , 
FFI16_RS01430, 939.7, , , , , 
FFI16_RS01435, 939.0, , , , , 
FFI16_RS01440, 677.7, , , , , 
FFI16_RS01450, 827.0, , , , , 
FFI16_RS01455, 342.7, , , , , 
FFI16_RS01460, 158.7, , , , , 
FFI16_RS01465, 285.7, , , , , 
FFI16_RS01470, 452.7, , , , , 
FFI16_RS01475, 592.0, , , , , 
FFI16_RS01480, 522.0, , , , , 
FFI16_RS01485, 829.7, , , , , 
FFI16_RS01490, 518.7, , , , , 
FFI16_RS01495, 462.7, , , , , 
FFI16_RS01500, 366.3, , , , , 
FFI16_RS01505, 758.3, , , , , 
FFI16_RS01510, 287.0, , , , , 
FFI16_RS01515, 491.0, , , , , 
FFI16_RS01520, 700.0, , , , , 
FFI16_RS01525, 693.0, , , , , 
FFI16_RS01530, 794.3, , , , , 
FFI16_RS01535, 1467.7, , , , , 
FFI16_RS01540, 1066.7, , , , , 
FFI16_RS01545, 1979.3, , , , , 
FFI16_RS01550, 766.0, , , , , 
FFI16_RS01555, 712.3, , , , , 
FFI16_RS01560, 1256.0, , , , , 
FFI16_RS01565, 940.3, , , , , 
FFI16_RS01570, 476.3, , , , , 
FFI16_RS01580, 824.3, , , , , 
FFI16_RS01585, 1546.3, , , , , 
FFI16_RS01590, 483.7, , , , , 
FFI16_RS01595, 259.7, , , , , 
FFI16_RS01600, 679.7, , , , , 
FFI16_RS01605, 641.7, , , , , 
FFI16_RS01610, 682.0, , , , , 
FFI16_RS01615, 554.0, , , , , 
FFI16_RS01620, 1117.3, , , , , 
FFI16_RS01625, 911.0, , , , , 
FFI16_RS01630, 632.3, , , , , 
FFI16_RS01635, 440.7, , , , , 
FFI16_RS01640, 204.3, , , , , 
FFI16_RS01645, 290.3, , , , , 
FFI16_RS01650, 1636.7, , , , , 
FFI16_RS01655, 1035.3, , , , , 
FFI16_RS01660, 879.3, , , , , 
FFI16_RS01665, 883.3, , , , , 
FFI16_RS01670, 247.0, , , , , 
FFI16_RS01675, 305.7, , , , , 
FFI16_RS01680, 1541.7, , , , , 
FFI16_RS01685, 240.7, , , , , 
FFI16_RS01690, 1700.3, , , , , 
FFI16_RS01695, 557.7, , 500:1:0.0363636:0.137931, , , 
FFI16_RS01700, 391.3, , , , , 
FFI16_RS01705, 366.3, , , , , 
FFI16_RS01710, 1592.7, , , , , 
FFI16_RS01715, 459.0, , , , , 
FFI16_RS01720, 1063.3, , , , , 
FFI16_RS01725, 594.7, , , , , 
FFI16_RS01730, 1032.7, , , , , 
FFI16_RS01735, 387.0, , , , , 
FFI16_RS01740, 175.7, 800:3:0.150685:0.150685, 700:1:0.040404:0.134615, 500:3:0.0967742:0.155172, 500:3:0.0869565:0.170213, 
FFI16_RS01745, 956.7, , , , , 
FFI16_RS01750, 447.0, , , , , 
FFI16_RS01760, 339.7, , , , , 
FFI16_RS01765, 578.7, , , , , 
FFI16_RS01770, 619.0, , , , , 
FFI16_RS01775, 519.0, , , , , 
FFI16_RS01780, 310.7, , , , , 
FFI16_RS01790, 1639.0, , , , , 
FFI16_RS01795, 3017.0, , , , , 
FFI16_RS01800, 217.0, , , , , 
FFI16_RS01805, 307.0, , , , , 
FFI16_RS01810, 481.0, 500:3:0.0684211:0.163043, , , , 
FFI16_RS01815, 274.0, , , , , 
FFI16_RS01820, 854.0, , , , , 
FFI16_RS01825, 993.7, , , , , 
FFI16_RS01830, 683.3, , , , , 
FFI16_RS01835, 811.3, , , , , 
FFI16_RS01840, 849.0, , , , , 
FFI16_RS01845, 807.0, , , , , 
FFI16_RS01850, 233.3, , , , , 
FFI16_RS01855, 751.7, , , , , 
FFI16_RS01865, 337.7, , , , , 
FFI16_RS01870, 186.0, , , , , 
FFI16_RS01875, 809.7, , , , , 
FFI16_RS01880, 860.7, , , , , 
FFI16_RS01885, 300.7, , , , , 
FFI16_RS01890, 1462.7, , , , , 
FFI16_RS01895, 693.3, , , , , 
FFI16_RS01900, 508.0, , , , , 
FFI16_RS01905, 717.0, , , , , 
FFI16_RS01910, 627.3, , , , , 
FFI16_RS01915, 600.7, , , , , 
FFI16_RS01920, 478.0, , , , , 
FFI16_RS01925, 973.0, , , , , 
FFI16_RS01930, 399.7, , , , , 
FFI16_RS01935, 280.3, , , , , 
FFI16_RS01940, 411.7, , , , , 
FFI16_RS01945, 1438.7, , , , , 
FFI16_RS01950, 271.3, , , , , 
FFI16_RS01955, 173.0, , , , , 
FFI16_RS01960, 412.3, , , , , 
FFI16_RS01965, 916.7, , , , , 
FFI16_RS01970, 587.3, , , , , 
FFI16_RS01975, 743.0, , , , , 
FFI16_RS01980, 830.7, , , , , 
FFI16_RS01985, 1003.7, , , , , 
FFI16_RS01990, 528.3, , , , , 
FFI16_RS01995, 853.0, , , , , 
FFI16_RS02000, 1226.0, , , , , 
FFI16_RS02005, 1165.3, 500:1:0.0123457:0.166667, 500:1:0.0344828:0.125;700:1:0.0666667:0.144928, 500:3:0.113208:0.194444;500:1:0.0884956:0.157895, , 
FFI16_RS02010, 876.7, , , , , 
FFI16_RS02015, 598.0, , , , , 
FFI16_RS02020, 1392.3, , , , , 
FFI16_RS02030, 626.7, , , , , 
FFI16_RS02035, 1027.3, , , , , 
FFI16_RS02040, 768.3, , , , , 
FFI16_RS02045, 570.0, , , , , 
FFI16_RS02050, 531.7, , , , , 
FFI16_RS02055, 1203.0, , , , , 
FFI16_RS02060, 1290.3, , , , , 
FFI16_RS02065, 2699.7, , 500:1:0.020202:0.12069, , , 
FFI16_RS02070, 640.3, , , , , 
FFI16_RS02075, 1181.7, , , , , 
FFI16_RS02080, 1396.7, , , , , 
FFI16_RS02085, 1021.0, , , , , 
FFI16_RS02095, 1971.7, , , , , 
FFI16_RS02100, 205.7, , , , , 
FFI16_RS02105, 1222.0, , , , , 
FFI16_RS02110, 3080.0, , , , , 
FFI16_RS02115, 244.7, , , , , 
FFI16_RS02120, 308.7, , , , , 
FFI16_RS02125, 1306.0, , , , , 
FFI16_RS02130, 1900.0, 300:1:0.0223881:0.222222, , , , 
FFI16_RS02135, 772.7, , , , , 
FFI16_RS02140, 819.0, , , , , 
FFI16_RS02145, 668.3, , , , , 
FFI16_RS02150, 429.0, , , , , 
FFI16_RS02155, 521.3, 500:1:0.0588235:0.166667, 700:3:0.0689655:0.15625;500:1:0.0263158:0.133333, , 800:3:0.130435:0.130435, 
FFI16_RS02160, 499.7, , , , , 
FFI16_RS02165, 438.0, , , , , 
FFI16_RS02170, 165.7, , , , , 
FFI16_RS02175, 431.3, , , , , 
FFI16_RS02180, 953.0, , , , , 
FFI16_RS02185, 1067.7, , 600:1:0.0192308:0.148148, , , 
FFI16_RS02190, 945.3, , 500:1:0.0227273:0.142857, , , 
FFI16_RS02195, 696.7, , , , , 
FFI16_RS02200, 1155.7, , , , , 
FFI16_RS02205, 290.7, , , , , 
FFI16_RS02210, 419.0, , , , , 
FFI16_RS02215, 573.0, 500:3:0.0833333:0.163265;500:3:0.0824742:0.163265;500:3:0.123711:0.183673;500:3:0.0842105:0.173913;500:3:0.13253:0.232558, 600:3:0.101449:0.191011;500:3:0.0724638:0.147727;600:1:0.0422535:0.142857;500:3:0.1:0.168539;600:3:0.115942:0.179775;600:1:0.0615385:0.162791;500:3:0.147541:0.195402, 500:3:0.174312:0.217391;500:3:0.159292:0.191489;500:3:0.148515:0.232558, 300:3:0.162791:0.162791;800:3:0.139535:0.139535;800:3:0.139535:0.139535;500:3:0.113636:0.148936;500:3:0.146341:0.194444, 
FFI16_RS02220, 312.0, , , , , 
FFI16_RS02225, 394.0, , , , , 
FFI16_RS02230, 1432.7, , , , , 
FFI16_RS02235, 687.3, , , , , 
FFI16_RS02240, 656.7, , , , , 
FFI16_RS02245, 1076.7, , , 500:1:0.027027:0.137255, , 
FFI16_RS02250, 1143.0, , , , , 
FFI16_RS02255, 312.7, , , , , 
FFI16_RS02260, 662.0, , , , , 
FFI16_RS02265, 1014.0, , 500:1:0.0322581:0.137931, , , 
FFI16_RS02270, 463.7, , , , , 
FFI16_RS02275, 1357.0, , , , , 
FFI16_RS02280, 981.0, , , , , 
FFI16_RS02285, 2043.0, , , , , 
FFI16_RS02290, 178.0, , , , , 
FFI16_RS02295, 178.0, , , , , 
FFI16_RS02300, 910.3, , , , , 
FFI16_RS02305, 748.0, , 700:1:0.0566038:0.166667, , , 
FFI16_RS02310, 1408.7, , , , , 
FFI16_RS02315, 1181.7, , , , , 
FFI16_RS02320, 373.3, , , , , 
FFI16_RS02325, 828.3, , , , , 
FFI16_RS02330, 664.0, , , , , 
FFI16_RS02335, 417.7, , , , , 
FFI16_RS02340, 324.0, , , , , 
FFI16_RS02345, 1283.0, , , , , 
FFI16_RS02350, 358.3, , , , , 
FFI16_RS02355, 981.3, , , , , 
FFI16_RS02360, 594.7, , , , , 
FFI16_RS02365, 1585.3, , 500:1:0.0350877:0.166667;800:3:0.16:0.16, , 500:1:0:0.15, 
FFI16_RS02370, 611.0, , , , , 
FFI16_RS02375, 961.7, , , , , 
FFI16_RS02380, 626.7, , , , , 
FFI16_RS02385, 561.3, , , , , 
FFI16_RS02390, 169.0, , , , , 
FFI16_RS02395, 1252.7, , , , , 
FFI16_RS02400, 1199.7, , , , , 
FFI16_RS02405, 831.0, , 500:3:0.0714286:0.16;500:1:0.0693069:0.16;500:3:0.08:0.173077;500:3:0.0990099:0.153846, 700:3:0.0710059:0.162162, , 
FFI16_RS02410, 841.0, , , , , 
FFI16_RS02415, 1177.3, , , , , 
FFI16_RS02420, 457.3, , , , , 
FFI16_RS02425, 1721.7, , , , , 
FFI16_RS02430, 401.3, 500:3:0.185185:0.238095, , , 800:3:0.4:0.4, 
FFI16_RS02435, 554.3, , , , , 
FFI16_RS02440, 2057.3, , 700:1:0.0416667:0.131148, , , 
FFI16_RS02445, 808.3, , , , , 
FFI16_RS02450, 495.3, , , , , 
FFI16_RS02455, 860.7, , , , , 
FFI16_RS02460, 1484.7, , , , , 
FFI16_RS02465, 718.7, , , , , 
FFI16_RS02470, 660.0, , , 700:1:0.0617284:0.230769, , 
FFI16_RS02475, 1091.3, , , , , 
FFI16_RS02480, 802.3, 500:3:0.178571:0.25;500:3:0.157895:0.205128;500:3:0.160714:0.170213;500:3:0.181818:0.184211, 500:1:0.0576923:0.166667;500:3:0.113208:0.3125;500:3:0.132075:0.233333;500:3:0.169811:0.3125;500:3:0.137255:0.1875;500:3:0.117647:0.181818;500:3:0.0384615:0.181818;500:3:0.0576923:0.15625;700:3:0.0769231:0.15625;700:1:0.0576923:0.16129, 500:1:0:0.181818;500:3:0.132353:0.219512;500:3:0.0632911:0.148936;800:3:0.1875:0.1875;500:3:0.1625:0.1625, 500:1:0.0789474:0.1875;500:3:0.125:0.1875, 
FFI16_RS02485, 368.7, , , , , 
FFI16_RS02490, 229.7, , , , , 
FFI16_RS02495, 584.7, , , , , 
FFI16_RS02500, 651.7, , , , , 
FFI16_RS02505, 1090.3, , , , , 
FFI16_RS02510, 1001.7, , , , , 
FFI16_RS02515, 1413.0, , , , , 
FFI16_RS02520, 1263.0, , , 100:1:0.034965:0.285714, 300:1:0.0212766:0.136364, 
FFI16_RS02525, 798.0, , , , 800:3:0.176471:0.176471, 
FFI16_RS02530, 593.7, , , , , 
FFI16_RS02535, 1197.7, , 500:1:0.0352941:0.121951, , , 
FFI16_RS02540, 359.3, , , , , 
FFI16_RS02545, 385.0, , , , , 
FFI16_RS02550, 1002.3, , , , , 
FFI16_RS02555, 746.7, , , , , 
FFI16_RS02560, 871.3, , , , , 
FFI16_RS02565, 1146.3, , , , , 
FFI16_RS02570, 730.3, , , , , 
FFI16_RS02575, 607.0, , , , , 
FFI16_RS02580, 1161.3, , , , , 
FFI16_RS02585, 388.0, , , , , 
FFI16_RS02590, 141.7, , , , , 
FFI16_RS02595, 653.0, , , , , 
FFI16_RS02600, 1541.3, , , , , 
FFI16_RS02605, 1204.0, , , 700:1:0.0242424:0.128205, , 
FFI16_RS02610, 447.0, , , , , 
FFI16_RS02615, 2212.3, , , , , 
FFI16_RS02620, 1014.3, , , , , 
FFI16_RS02625, 727.3, , , , , 
FFI16_RS02630, 115.3, 500:1:0.0384615:0.16, 700:3:0.21875:0.21875;800:3:0.153846:0.153846, , 500:1:0.12:0.166667, 
FFI16_RS02635, 418.7, , , , , 
FFI16_RS02640, 1588.3, , , , , 
FFI16_RS02645, 795.7, , , , , 
FFI16_RS02650, 403.7, , , 700:1:0.04:0.16, , 
FFI16_RS02655, 731.7, , , , , 
FFI16_RS02660, 1070.0, , 600:3:0.291667:0.865979;600:3:0.277778:0.865979, , , 
FFI16_RS02665, 426.0, , , , , 
FFI16_RS02670, 164.0, , , , , 
FFI16_RS02675, 548.7, , , , , 
FFI16_RS02680, 463.7, , , , , 
FFI16_RS02685, 361.0, , , , , 
FFI16_RS02690, 277.3, , , , , 
FFI16_RS02695, 1458.3, , , , , 
FFI16_RS02700, 672.3, , , , , 
FFI16_RS02710, 496.0, , , , , 
FFI16_RS02715, 526.3, , , , , 
FFI16_RS02720, 790.7, , , , , 
FFI16_RS02725, 446.7, , , , , 
FFI16_RS02730, 524.7, , , , , 
FFI16_RS02735, 369.0, , , , , 
FFI16_RS02740, 839.7, , , , , 
FFI16_RS02745, 983.3, , , , , 
FFI16_RS02750, 428.3, , , , , 
FFI16_RS02755, 640.0, , , , , 
FFI16_RS02760, 595.0, , , , , 
FFI16_RS02765, 514.3, , , , , 
FFI16_RS02770, 139.0, , , , , 
FFI16_RS02775, 1021.3, , , , , 
FFI16_RS02780, 1009.0, , , , , 
FFI16_RS02785, 1080.3, , , , , 
FFI16_RS02790, 734.0, , , , , 
FFI16_RS02795, 1035.7, , , , , 
FFI16_RS02800, 780.3, , , , , 
FFI16_RS02805, 689.7, , , , , 
FFI16_RS02810, 680.3, , , , , 
FFI16_RS02815, 1211.7, , , , , 
FFI16_RS02820, 913.7, , , , , 
