Locus tag, RefSeq protein ID, Gene, Length, Observed, Expected, Multiplicity, -log10(P)
FFI39_RS04075, WP_046682157.1, , 793.3, 3, 0.66, 3.12, 3.53801
FFI39_RS04150, WP_046682251.1, , 927.3, 3, 0.77, 2.67, 3.14982
FFI39_RS04975, WP_046683466.1, , 822.7, 3, 0.68, 3.01, 3.44645
FFI39_RS05245, WP_046683432.1, , 757.3, 3, 0.63, 3.27, 3.65575
FFI39_RS05365, WP_046683411.1, , 1675.7, 3, 1.39, 1.48, 1.81193
FFI39_RS05400, WP_046683406.1, , 509.7, 3, 0.42, 4.85, 4.69407
FFI39_RS05445, WP_138828923.1, , 1214.7, 3, 1.01, 2.04, 2.5098
FFI39_RS05870, WP_046683342.1, , 949.3, 3, 0.79, 2.61, 3.09257
FFI39_RS06570, WP_029496182.1, glnA, 1193.3, 3, 0.99, 2.07, 2.55056
FFI39_RS06840, WP_046685388.1, , 1266.3, 3, 1.05, 1.95, 2.41524
FFI39_RS07970, WP_138828898.1, , 696.7, 3, 0.58, 3.55, 3.86953
FFI39_RS07985, WP_046682662.1, , 680.3, 3, 0.56, 3.64, 3.93112
FFI39_RS08410, WP_052755546.1, , 2339.7, 3, 1.94, 1.06, 1.18378
FFI39_RS09405, WP_046682355.1, , 449.3, 3, 0.37, 5.50, 5.03574
FFI39_RS09485, WP_046682369.1, , 470.0, 3, 0.39, 5.26, 4.91322
FFI39_RS09495, WP_046682371.1, , 826.7, 3, 0.68, 2.99, 3.43429
FFI39_RS09585, WP_046682386.1, , 591.3, 3, 0.49, 4.18, 4.29802
FFI39_RS09665, WP_046682399.1, , 1039.3, 3, 0.86, 2.38, 2.87425
FFI39_RS10120, WP_046682471.1, , 1222.3, 3, 1.01, 2.02, 2.49555
FFI39_RS10620, WP_058048476.1, , 755.7, 3, 0.63, 3.27, 3.66113
FFI39_RS10625, WP_138829032.1, , 1097.7, 3, 0.91, 2.25, 2.74477
FFI39_RS10645, WP_046684794.1, , 459.7, 3, 0.38, 5.38, 4.97342
FFI39_RS10895, WP_052755821.1, , 948.7, 3, 0.79, 2.61, 3.09411
FFI39_RS11070, WP_046684749.1, , 2510.7, 3, 2.08, 0.99, 1.06592
FFI39_RS11075, WP_046684822.1, , 1035.0, 3, 0.86, 2.39, 2.88414
FFI39_RS11305, WP_138829030.1, , 1361.3, 3, 1.13, 1.82, 2.25369
FFI39_RS11310, WP_082127787.1, , 1061.0, 3, 0.88, 2.33, 2.8251
FFI39_RS11320, WP_046683594.1, , 739.3, 3, 0.61, 3.35, 3.7171
FFI39_RS11340, WP_046683598.1, , 660.0, 3, 0.55, 3.75, 4.00977
FFI39_RS11540, WP_046683627.1, , 853.7, 3, 0.71, 2.90, 3.35402
FFI39_RS11960, WP_046683686.1, , 693.7, 3, 0.57, 3.57, 3.88067
FFI39_RS12105, WP_046683708.1, , 681.0, 3, 0.56, 3.63, 3.92846
FFI39_RS12175, WP_046683716.1, , 948.3, 3, 0.78, 2.61, 3.09514
FFI39_RS12235, WP_035817778.1, , 1541.3, 3, 1.28, 1.60, 1.98549
FFI39_RS12275, WP_138828851.1, cydD, 1261.3, 3, 1.04, 1.96, 2.42418
FFI39_RS12410, WP_046683745.1, , 1127.3, 3, 0.93, 2.19, 2.68241
FFI39_RS12555, WP_052755829.1, , 875.0, 3, 0.72, 2.83, 3.29281
FFI39_RS12690, WP_046684875.1, recC, 2637.3, 3, 2.18, 0.94, 0.987114
FFI39_RS13080, WP_046684931.1, , 815.0, 3, 0.67, 3.03, 3.47005
FFI39_RS13340, WP_046684966.1, bamA, 1864.7, 3, 1.54, 1.33, 1.59901
FFI39_RS13490, WP_046684987.1, , 837.3, 3, 0.69, 2.95, 3.40241
FFI39_RS13580, WP_046685001.1, , 940.3, 3, 0.78, 2.63, 3.1158
FFI39_RS14005, WP_046685065.1, , 1097.7, 3, 0.91, 2.25, 2.74477
FFI39_RS14445, WP_046685130.1, , 2704.0, 3, 2.24, 0.91, 0.9482
FFI39_RS14655, WP_046685164.1, , 1156.0, 3, 0.96, 2.14, 2.62389
FFI39_RS14850, WP_082127829.1, , 1792.3, 3, 1.48, 1.38, 1.67669
FFI39_RS15515, WP_138829091.1, , 1159.7, 3, 0.96, 2.13, 2.61648
FFI39_RS15780, WP_046682730.1, , 2489.3, 3, 2.06, 0.99, 1.07992
FFI39_RS15960, WP_046682762.1, , 987.3, 3, 0.82, 2.50, 2.9974
FFI39_RS17295, WP_052755620.1, , 1670.0, 3, 1.38, 1.48, 1.81889
FFI39_RS17975, WP_046683058.1, , 875.7, 3, 0.72, 2.82, 3.29082
FFI39_RS18095, WP_046684167.1, , 1124.3, 3, 0.93, 2.20, 2.68863
FFI39_RS18100, WP_046684627.1, , 1633.0, 3, 1.35, 1.51, 1.86488
FFI39_RS18295, WP_046684133.1, , 1207.7, 3, 1.00, 2.05, 2.52303
FFI39_RS18395, WP_046684116.1, , 1173.7, 3, 0.97, 2.11, 2.58872
FFI39_RS18680, WP_138829142.1, , 2394.0, 3, 1.98, 1.03, 1.14483
FFI39_RS19020, WP_052755766.1, , 724.7, 3, 0.60, 3.41, 3.76817
FFI39_RS19060, WP_034754965.1, , 666.0, 3, 0.55, 3.71, 3.98623
FFI39_RS19190, WP_046684596.1, , 2191.3, 3, 1.81, 1.13, 1.2982
FFI39_RS20215, WP_046683870.1, , 1798.0, 3, 1.49, 1.38, 1.67041
FFI39_RS20285, WP_046683861.1, , 480.3, 3, 0.40, 5.15, 4.85444
FFI39_RS20315, WP_034779507.1, , 533.7, 3, 0.44, 4.63, 4.5706
FFI39_RS20955, WP_046685709.1, bamB, 934.3, 3, 0.77, 2.65, 3.13143
FFI39_RS21065, WP_046686209.1, , 556.7, 3, 0.46, 4.44, 4.45797
FFI39_RS21075, WP_046685722.1, lpdA, 1078.3, 3, 0.89, 2.29, 2.7868
FFI39_RS21615, WP_010400015.1, , 578.7, 3, 0.48, 4.27, 4.35502
FFI39_RS21840, WP_046685816.1, , 1353.3, 3, 1.12, 1.83, 2.26671
FFI39_RS21955, WP_046685833.1, cphA, 1998.3, 3, 1.65, 1.24, 1.46685
FFI39_RS22020, WP_046685841.1, bamC, 983.3, 3, 0.81, 2.52, 3.00721
FFI39_RS22225, WP_082127902.1, , 1095.3, 3, 0.91, 2.26, 2.74992
FFI39_RS22605, WP_046686260.1, , 574.0, 3, 0.48, 4.31, 4.37664
FFI39_RS23555, WP_046686047.1, , 1071.3, 3, 0.89, 2.31, 2.8022
FFI39_RS23830, WP_046686089.1, , 713.7, 3, 0.59, 3.47, 3.80744
FFI39_RS23875, WP_046686094.1, , 1961.3, 3, 1.62, 1.26, 1.50209
FFI39_RS23910, WP_046686101.1, hemF, 803.0, 3, 0.66, 3.08, 3.50736
FFI39_RS24295, WP_046686161.1, plsY, 557.7, 3, 0.46, 4.43, 4.45319
FFI39_RS24335, WP_046686167.1, , 1006.3, 3, 0.83, 2.46, 2.95149
FFI39_RS24405, WP_052755957.1, , 602.3, 3, 0.50, 4.11, 4.24938
FFI39_RS24435, WP_082127935.1, , 802.7, 3, 0.66, 3.08, 3.5083
FFI39_RS24455, WP_046686187.1, miaA, 801.0, 3, 0.66, 3.09, 3.51365
FFI39_RS24550, WP_046684860.1, , 1682.3, 3, 1.39, 1.47, 1.80392
FFI39_RS24560, WP_046684859.1, , 1043.3, 3, 0.86, 2.37, 2.86509
FFI39_RS25410, WP_046684298.1, , 1236.3, 3, 1.02, 2.00, 2.46959
FFI39_RS25580, WP_046684327.1, , 1326.7, 3, 1.10, 1.86, 2.31076
FFI39_RS25695, WP_046684348.1, , 2631.7, 3, 2.18, 0.94, 0.990461
FFI39_RS26305, WP_046684433.1, , 1118.3, 3, 0.93, 2.21, 2.70115
FFI39_RS26525, WP_046684470.1, , 445.0, 3, 0.37, 5.56, 5.06198
FFI39_RS26700, WP_046684493.1, , 605.7, 3, 0.50, 4.08, 4.23455
FFI39_RS26835, WP_046684508.1, , 563.0, 3, 0.47, 4.39, 4.42802
