Locus tag, RefSeq protein ID, Gene, Length, Observed, Expected, Multiplicity, -log10(P)
DR_1162, NP_294886.1, , 422.0, 11, 0.38, 17.78, 28.6176
DR_1437, NP_295160.1, , 837.0, 11, 0.74, 8.97, 21.4219
DR_2545, NP_296265.1, , 1179.0, 11, 1.05, 6.37, 17.9307
DR_2588, NP_296307.1, , 851.0, 11, 0.76, 8.82, 21.2508
DR_r09, , , 2982.0, 11, 2.65, 2.52, 9.17481
DR_0258, NP_293981.1, , 532.0, 10, 0.47, 12.82, 23.0099
DR_1093, NP_294817.2, , 856.3, 10, 0.76, 7.97, 18.5113
DR_1099, NP_294823.1, , 440.3, 10, 0.39, 15.50, 24.8278
DR_1172, NP_294896.1, , 753.3, 10, 0.67, 9.06, 19.71
DR_1246, NP_294970.1, , 875.7, 10, 0.78, 7.79, 18.3028
DR_1459, NP_295182.1, , 1507.3, 10, 1.34, 4.53, 13.379
DR_1461, NP_295184.1, , 4059.7, 10, 3.61, 1.68, 5.49009
DR_2155, NP_295878.1, , 732.3, 10, 0.65, 9.32, 19.9758
DR_B0076, NP_051611.1, , 652.3, 10, 0.58, 10.46, 21.0682
DR_C0020_2, NP_277101.1, , 166.3, 10, 0.15, 41.03, 34.3432
DR_0573, NP_294296.1, , 2147.0, 9, 1.91, 2.86, 8.67697
DR_1304, NP_295028.1, , 694.3, 9, 0.62, 8.84, 17.6883
DR_1361, NP_295084.1, , 654.7, 9, 0.58, 9.38, 18.1853
DR_2290, NP_296011.1, , 689.0, 9, 0.61, 8.91, 17.753
DR_A0147, NP_285471.1, hutH, 878.0, 9, 0.78, 6.99, 15.7218
DR_C0036, NP_051704.1, , 180.3, 9, 0.16, 34.06, 29.4126
DR_0002, NP_293728.1, dnaA, 722.3, 8, 0.64, 7.56, 14.7082
DR_0373, NP_294096.1, , 860.7, 8, 0.77, 6.34, 13.4144
DR_0560, NP_294283.1, , 938.7, 8, 0.84, 5.81, 12.7815
DR_0816, NP_294540.1, , 367.0, 8, 0.33, 14.87, 19.8453
DR_0937, NP_294661.1, , 1409.0, 8, 1.25, 3.87, 9.89982
DR_0945, NP_294669.1, , 443.0, 8, 0.39, 12.32, 18.3996
DR_1143, NP_294867.1, , 571.3, 8, 0.51, 9.55, 16.4658
DR_1260, NP_294984.1, , 636.7, 8, 0.57, 8.57, 15.6501
DR_1616, NP_295339.1, , 779.3, 8, 0.69, 7.00, 14.1453
DR_2378, NP_296099.1, , 224.3, 8, 0.20, 24.33, 23.6718
DR_A0108, NP_285431.1, , 2488.3, 8, 2.21, 2.19, 6.18523
DR_0533, NP_294256.1, , 708.7, 7, 0.63, 6.74, 12.3002
DR_0725, NP_294448.1, , 243.0, 7, 0.22, 19.65, 19.4323
DR_1075, NP_294799.1, , 962.3, 7, 0.86, 4.96, 10.3542
DR_2594, NP_296313.1, , 1147.7, 7, 1.02, 4.16, 9.26329
DR_C0015, NP_051687.1, , 735.3, 7, 0.65, 6.50, 12.0628
DR_0329, NP_294052.1, , 653.0, 6, 0.58, 6.27, 10.3307
DR_0516, NP_294239.1, , 422.3, 6, 0.38, 9.69, 12.7714
DR_1197, NP_294921.1, , 208.0, 6, 0.19, 19.68, 16.8578
DR_1633, NP_295356.1, , 1075.3, 6, 0.96, 3.81, 7.65545
DR_2032, NP_295755.1, , 423.3, 6, 0.38, 9.67, 12.7579
DR_2169, NP_295892.1, , 1039.7, 6, 0.93, 3.94, 7.83079
DR_2344, NP_296065.1, , 490.7, 6, 0.44, 8.34, 11.9225
DR_2411, NP_296132.1, , 393.3, 6, 0.35, 10.41, 13.1763
DR_A0192, NP_285515.1, , 257.7, 6, 0.23, 15.88, 15.61
DR_A0205, NP_285528.1, , 451.3, 6, 0.40, 9.07, 12.3948
DR_0066, NP_293792.1, , 478.3, 5, 0.43, 7.13, 9.41035
DR_0186, NP_293910.1, xseA, 594.7, 5, 0.53, 5.74, 8.40657
DR_0962, NP_294686.1, , 616.0, 5, 0.55, 5.54, 8.24621
DR_1086, NP_294810.1, , 804.3, 5, 0.72, 4.24, 7.05003
DR_1188, NP_294912.1, , 1081.7, 5, 0.96, 3.15, 5.76978
DR_1229, NP_294953.1, , 741.7, 5, 0.66, 4.60, 7.40954
DR_1836, NP_295559.1, , 1124.0, 5, 1.00, 3.03, 5.60856
DR_2230, NP_295952.1, , 198.7, 5, 0.18, 17.17, 13.5967
DR_2359, NP_296080.1, , 836.0, 5, 0.74, 4.08, 6.87982
DR_2533, NP_296253.1, , 807.3, 5, 0.72, 4.23, 7.0336
DR_B0003, NP_051546.1, , 479.0, 5, 0.43, 7.12, 9.40355
DR_B0069, NP_051605.1, , 945.7, 5, 0.84, 3.61, 6.34307
DR_0145, NP_293869.1, , 691.7, 4, 0.62, 3.95, 5.60563
DR_0300, NP_294023.1, , 595.7, 4, 0.53, 4.58, 6.13631
DR_0531, NP_294254.1, , 456.7, 4, 0.41, 5.98, 7.10179
DR_1408, NP_295131.1, , 321.3, 4, 0.29, 8.49, 8.41313
DR_1831, NP_295554.1, , 739.3, 4, 0.66, 3.69, 5.37256
DR_2137, NP_295860.1, , 564.3, 4, 0.50, 4.84, 6.33096
DR_2342, NP_296063.1, , 478.0, 4, 0.43, 5.71, 6.9344
DR_0259, NP_293982.1, , 363.0, 3, 0.32, 5.64, 5.42155
DR_0847, NP_294571.1, , 366.7, 3, 0.33, 5.58, 5.39356
DR_1317, NP_295041.1, , 196.7, 3, 0.18, 10.41, 7.15012
DR_1396, NP_295119.1, , 368.7, 3, 0.33, 5.55, 5.37855
DR_2006, NP_295729.1, , 356.3, 3, 0.32, 5.74, 5.47304
DR_2043, NP_295766.1, rplL, 346.0, 3, 0.31, 5.92, 5.55428
DR_A0154, NP_285478.1, , 244.7, 3, 0.22, 8.36, 6.52679
