Position, Gene, Allele, Annotation, Test statistic, P-value, Deletion index, Fold reduction, Deletion P-value, Duplication index, Fold increase, Duplication pvalue, Passed?, AC:100, DP:100, AC:200, DP:200, AC:300, DP:300, AC:400, DP:400, AC:500, DP:500, AC:600, DP:600, AC:700, DP:700, AC:800, DP:800, AC:900, DP:900
4963, FFI16_RS00015, G->C, synonymous, 0.525421819756, 0.0472, 9, 1, 1, 1, 1, 1, PASS, 2.0, 106.0, 8.0, 267.0, 2.0, 156.0, 4.0, 12.0, 4.0, 30.0, 5.0, 64.0, 8.0, 52.0, 4.0, 28.0, 4.0, 49.0
5369, FFI16_RS00015, T->G, missense, -0.648281223711, 0.3685, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 130.0, 4.0, 389.0, 3.0, 198.0, 0.0, 29.0, 2.0, 47.0, 5.0, 47.0, 0.0, 52.0, 5.0, 32.0, 1.0, 55.0
6087, FFI16_RS29855, A->C, synonymous, 1.28233472282, 0.1278, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 97.0, 4.0, 314.0, 1.0, 163.0, 2.0, 29.0, 4.0, 33.0, 1.0, 61.0, 1.0, 63.0, 1.0, 48.0, 2.0, 50.0
6664, FFI16_RS00020, G->T, synonymous, 1.56131912469, 0.1262, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 117.0, 3.0, 320.0, 0.0, 143.0, 0.0, 17.0, 3.0, 19.0, 5.0, 40.0, 5.0, 60.0, 1.0, 23.0, 3.0, 29.0
6668, FFI16_RS00020, G->T, missense, 1.64286515723, 0.1301, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 119.0, 2.0, 331.0, 0.0, 148.0, 0.0, 17.0, 3.0, 19.0, 3.0, 38.0, 7.0, 62.0, 1.0, 20.0, 4.0, 30.0
6671, FFI16_RS00020, G->T, nonsense, 2.68928052747, 0.1423, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 118.0, 0.0, 335.0, 2.0, 148.0, 0.0, 17.0, 2.0, 19.0, 5.0, 38.0, 7.0, 63.0, 0.0, 19.0, 3.0, 34.0
6679, FFI16_RS00020, G->T, synonymous, 1.69107346208, 0.166, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 124.0, 3.0, 352.0, 0.0, 147.0, 0.0, 18.0, 3.0, 20.0, 4.0, 44.0, 8.0, 67.0, 0.0, 21.0, 4.0, 37.0
6796, FFI16_RS00020, T->G, synonymous, 0.435235171816, 0.2771, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 108.0, 4.0, 368.0, 1.0, 204.0, 4.0, 30.0, 0.0, 19.0, 2.0, 44.0, 1.0, 62.0, 1.0, 24.0, 2.0, 43.0
7068, FFI16_RS00020, T->G, missense, -0.605476529122, 0.3957, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 130.0, 3.0, 350.0, 2.0, 203.0, 0.0, 16.0, 3.0, 25.0, 1.0, 72.0, 1.0, 66.0, 1.0, 50.0, 1.0, 48.0
8000, FFI16_RS00025, T->G, missense, -1.1861890515, 0.372, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 162.0, 6.0, 541.0, 2.0, 258.0, 1.0, 29.0, 5.0, 32.0, 1.0, 75.0, 0.0, 71.0, 2.0, 52.0, 2.0, 55.0
8165, FFI16_RS00025, T->G, missense, 0.0931132603003, 0.3617, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 158.0, 2.0, 412.0, 3.0, 175.0, 0.0, 32.0, 4.0, 33.0, 1.0, 75.0, 2.0, 91.0, 0.0, 57.0, 2.0, 72.0
8803, FFI16_RS29875, T->G, synonymous, 3.93987754515, 0.1936, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 90.0, 1.0, 311.0, 1.0, 166.0, 0.0, 21.0, 0.0, 10.0, 3.0, 40.0, 4.0, 33.0, 0.0, 35.0, 4.0, 34.0
8821, FFI16_RS29875, T->G, synonymous, 1.76896272351, 0.078, 9, 1, 1, 1, 1, 1, PASS, 1.0, 76.0, 2.0, 286.0, 1.0, 163.0, 1.0, 19.0, 1.0, 6.0, 3.0, 38.0, 3.0, 28.0, 5.0, 32.0, 4.0, 29.0
8849, FFI16_RS29875, T->G, missense, 1.7076516099, 0.2168, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 67.0, 2.0, 271.0, 1.0, 164.0, 2.0, 24.0, 1.0, 6.0, 2.0, 32.0, 0.0, 28.0, 4.0, 24.0, 0.0, 29.0
8866, FFI16_RS29875, A->C, synonymous, 1.73578710803, 0.1075, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 63.0, 5.0, 269.0, 3.0, 159.0, 4.0, 23.0, 0.0, 3.0, 2.0, 27.0, 5.0, 25.0, 6.0, 21.0, 8.0, 27.0
8870, FFI16_RS29875, T->G, missense, 2.90851319987, 0.1204, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 61.0, 1.0, 271.0, 2.0, 161.0, 1.0, 24.0, 0.0, 2.0, 3.0, 27.0, 4.0, 25.0, 4.0, 21.0, 2.0, 26.0
8872, FFI16_RS29875, A->C, synonymous, 1.04289420245, 0.1435, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 62.0, 4.0, 273.0, 3.0, 162.0, 3.0, 24.0, 0.0, 2.0, 3.0, 27.0, 3.0, 25.0, 2.0, 22.0, 6.0, 24.0
8878, FFI16_RS29875, G->C, synonymous, 1.99253193728, 0.1223, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 68.0, 1.0, 294.0, 3.0, 163.0, 5.0, 22.0, 0.0, 2.0, 3.0, 26.0, 4.0, 26.0, 2.0, 20.0, 2.0, 25.0
8879, FFI16_RS29875, T->G, synonymous, 2.48122385407, 0.1149, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 68.0, 0.0, 295.0, 3.0, 163.0, 2.0, 21.0, 0.0, 3.0, 6.0, 26.0, 3.0, 26.0, 4.0, 20.0, 2.0, 25.0
8881, FFI16_RS29875, A->C, missense, 2.81787621888, 0.124, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 67.0, 3.0, 296.0, 0.0, 162.0, 2.0, 21.0, 0.0, 3.0, 3.0, 25.0, 4.0, 26.0, 3.0, 20.0, 2.0, 27.0
8887, FFI16_RS29875, G->C, missense, 1.41279164999, 0.0328, 9, 1, 1, 1, 1, 1, PASS, 0.0, 69.0, 6.0, 307.0, 2.0, 162.0, 5.0, 22.0, 1.0, 4.0, 5.0, 24.0, 4.0, 22.0, 2.0, 20.0, 5.0, 26.0
8890, FFI16_RS29875, A->C, synonymous, 1.64038698189, 0.0218, 9, 1, 1, 1, 1, 1, PASS, 0.0, 72.0, 5.0, 314.0, 7.0, 166.0, 7.0, 23.0, 1.0, 5.0, 5.0, 23.0, 5.0, 22.0, 5.0, 19.0, 3.0, 25.0
8893, FFI16_RS29875, A->C, synonymous, 3.22724763616, 0.0282, 9, 1, 1, 1, 1, 1, PASS, 1.0, 76.0, 2.0, 319.0, 5.0, 164.0, 6.0, 22.0, 1.0, 6.0, 8.0, 21.0, 5.0, 19.0, 2.0, 17.0, 1.0, 25.0
8896, FFI16_RS29875, A->C, synonymous, 2.31122307181, 0.1308, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 78.0, 1.0, 318.0, 2.0, 162.0, 2.0, 21.0, 0.0, 7.0, 2.0, 18.0, 3.0, 20.0, 2.0, 17.0, 6.0, 25.0
8899, FFI16_RS29875, G->C, synonymous, 2.23717455755, 0.1358, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 74.0, 0.0, 314.0, 5.0, 160.0, 3.0, 21.0, 0.0, 6.0, 1.0, 15.0, 3.0, 20.0, 1.0, 15.0, 2.0, 25.0
8902, FFI16_RS29875, G->C, synonymous, 4.80444694134, 0.1798, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 73.0, 0.0, 291.0, 2.0, 154.0, 3.0, 19.0, 0.0, 6.0, 2.0, 15.0, 3.0, 20.0, 0.0, 12.0, 1.0, 21.0
8905, FFI16_RS29875, A->C, synonymous, 2.87901744836, 0.1939, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 67.0, 3.0, 274.0, 1.0, 154.0, 3.0, 19.0, 0.0, 6.0, 1.0, 15.0, 5.0, 22.0, 0.0, 13.0, 2.0, 22.0
8917, FFI16_RS29875, G->C, synonymous, 4.44048773537, 0.2034, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 74.0, 2.0, 282.0, 2.0, 151.0, 2.0, 20.0, 0.0, 7.0, 0.0, 14.0, 3.0, 20.0, 0.0, 14.0, 2.0, 21.0
8992, FFI16_RS29875, T->G, synonymous, 1.57578222186, 0.2681, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 80.0, 1.0, 312.0, 2.0, 158.0, 0.0, 25.0, 1.0, 17.0, 4.0, 33.0, 0.0, 32.0, 2.0, 24.0, 1.0, 46.0
9183, FFI16_RS29875, G->T, missense, 8.83291462556, 0.1511, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 132.0, 0.0, 454.0, 0.0, 210.0, 0.0, 16.0, 3.0, 26.0, 2.0, 42.0, 0.0, 61.0, 2.0, 28.0, 0.0, 32.0
9414, FFI16_RS29875, G->T, missense, 3.70365654573, 0.349, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 149.0, 3.0, 490.0, 3.0, 226.0, 3.0, 24.0, 0.0, 20.0, 4.0, 47.0, 0.0, 44.0, 0.0, 34.0, 0.0, 41.0
11056, FFI16_RS00035, C->A, missense, -0.0310080122089, 0.3579, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 174.0, 11.0, 511.0, 2.0, 233.0, 2.0, 49.0, 1.0, 44.0, 9.0, 67.0, 2.0, 62.0, 3.0, 60.0, 3.0, 63.0
11070, FFI16_RS00035, G->T, missense, 0.516342424371, 0.0864, 9, 1, 1, 1, 1, 1, PASS, 2.0, 173.0, 17.0, 520.0, 4.0, 245.0, 2.0, 55.0, 3.0, 45.0, 11.0, 71.0, 6.0, 63.0, 5.0, 54.0, 6.0, 60.0
12191, FFI16_RS29895, G->T, synonymous, -0.491940637606, 0.3879, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 63.0, 9.0, 221.0, 1.0, 96.0, 5.0, 32.0, 2.0, 46.0, 1.0, 67.0, 5.0, 90.0, 3.0, 63.0, 4.0, 65.0
12211, FFI16_RS29895, A->C, missense, -0.452608514611, 0.3818, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 85.0, 3.0, 241.0, 1.0, 87.0, 5.0, 31.0, 0.0, 47.0, 2.0, 69.0, 7.0, 93.0, 3.0, 68.0, 1.0, 71.0
12223, FFI16_RS29895, T->G, missense, 0.457364372938, 0.0732, 9, 1, 1, 1, 1, 1, PASS, 3.0, 82.0, 11.0, 245.0, 0.0, 84.0, 6.0, 33.0, 5.0, 47.0, 6.0, 65.0, 16.0, 81.0, 11.0, 69.0, 12.0, 64.0
12775, FFI16_RS00050, C->A, missense, 0.472998532243, 0.2093, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 61.0, 2.0, 128.0, 0.0, 63.0, 1.0, 5.0, 0.0, 17.0, 2.0, 47.0, 3.0, 43.0, 2.0, 31.0, 5.0, 37.0
12788, FFI16_RS00050, G->C, missense, 0.499305709363, 0.2139, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 72.0, 5.0, 116.0, 1.0, 67.0, 0.0, 9.0, 0.0, 20.0, 1.0, 55.0, 5.0, 53.0, 6.0, 38.0, 3.0, 52.0
12794, FFI16_RS00050, A->C, missense, -0.0737903919166, 0.3932, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 74.0, 13.0, 172.0, 2.0, 70.0, 0.0, 11.0, 4.0, 21.0, 3.0, 58.0, 6.0, 55.0, 3.0, 38.0, 3.0, 52.0
12828, FFI16_RS00050, T->G, missense, 0.595765934812, 0.0886, 9, 1, 1, 1, 1, 1, PASS, 2.0, 73.0, 3.0, 202.0, 1.0, 80.0, 3.0, 17.0, 1.0, 32.0, 9.0, 83.0, 8.0, 76.0, 2.0, 44.0, 5.0, 66.0
17571, FFI16_RS00080, A->C, missense, 1.01101623907, 0.1344, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 41.0, 0.0, 142.0, 0.0, 73.0, 3.0, 15.0, 1.0, 34.0, 3.0, 34.0, 5.0, 61.0, 0.0, 36.0, 1.0, 41.0
17573, FFI16_RS00080, C->G, missense, 0.575437858127, 0.2598, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 37.0, 0.0, 143.0, 0.0, 74.0, 0.0, 15.0, 5.0, 34.0, 2.0, 33.0, 4.0, 59.0, 1.0, 36.0, 2.0, 41.0
17580, FFI16_RS00080, G->T, missense, 1.06699438705, 0.1059, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 38.0, 1.0, 135.0, 0.0, 70.0, 1.0, 17.0, 4.0, 34.0, 5.0, 32.0, 1.0, 51.0, 2.0, 31.0, 2.0, 31.0
17582, FFI16_RS00080, T->G, missense, 1.03017805975, 0.0567, 9, 1, 1, 1, 1, 1, PASS, 0.0, 39.0, 0.0, 135.0, 1.0, 71.0, 2.0, 17.0, 4.0, 33.0, 2.0, 32.0, 4.0, 48.0, 5.0, 31.0, 3.0, 29.0
17586, FFI16_RS00080, G->T, missense, 1.57804115137, 0.0253, 9, 1, 1, 1, 1, 1, PASS, 0.0, 39.0, 0.0, 140.0, 1.0, 71.0, 3.0, 17.0, 8.0, 31.0, 6.0, 31.0, 6.0, 49.0, 2.0, 28.0, 2.0, 26.0
17594, FFI16_RS00080, T->G, synonymous, 1.10492167619, 0.0712, 9, 1, 1, 1, 1, 1, PASS, 0.0, 32.0, 0.0, 109.0, 0.0, 57.0, 1.0, 14.0, 4.0, 29.0, 5.0, 23.0, 4.0, 39.0, 5.0, 24.0, 4.0, 23.0
17598, FFI16_RS00080, T->G, missense, 0.168428412177, 0.3513, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 32.0, 0.0, 103.0, 0.0, 56.0, 1.0, 14.0, 6.0, 31.0, 4.0, 22.0, 1.0, 38.0, 5.0, 26.0, 2.0, 21.0
17599, FFI16_RS00080, C->G, missense, 2.02986652732, 0.0943, 9, 1, 1, 1, 1, 1, PASS, 0.0, 30.0, 0.0, 101.0, 0.0, 55.0, 0.0, 12.0, 1.0, 31.0, 2.0, 22.0, 2.0, 38.0, 6.0, 26.0, 2.0, 19.0
17602, FFI16_RS00080, T->G, synonymous, 2.23323474997, 0.0944, 9, 1, 1, 1, 1, 1, PASS, 0.0, 33.0, 0.0, 116.0, 0.0, 57.0, 2.0, 12.0, 1.0, 32.0, 2.0, 23.0, 2.0, 40.0, 0.0, 28.0, 3.0, 21.0
17603, FFI16_RS00080, C->A, synonymous, 1.29448095745, 0.0971, 9, 1, 1, 1, 1, 1, PASS, 0.0, 33.0, 0.0, 117.0, 0.0, 56.0, 1.0, 13.0, 2.0, 32.0, 7.0, 26.0, 6.0, 40.0, 1.0, 31.0, 1.0, 23.0
17608, FFI16_RS00080, T->A, missense, 1.53416143989, 0.1094, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 33.0, 0.0, 121.0, 0.0, 52.0, 0.0, 13.0, 5.0, 33.0, 4.0, 26.0, 2.0, 39.0, 4.0, 33.0, 1.0, 25.0
17611, FFI16_RS00080, A->C, synonymous, 0.99367292078, 0.308, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 33.0, 0.0, 117.0, 0.0, 45.0, 0.0, 11.0, 4.0, 27.0, 1.0, 25.0, 0.0, 31.0, 2.0, 28.0, 2.0, 24.0
17611, FFI16_RS00080, A->T, missense, 0.893136954436, 0.1696, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 33.0, 1.0, 117.0, 0.0, 45.0, 2.0, 11.0, 1.0, 27.0, 2.0, 25.0, 2.0, 31.0, 1.0, 28.0, 3.0, 24.0
17616, FFI16_RS00080, T->G, missense, 1.24115441591, 0.1046, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 31.0, 0.0, 116.0, 0.0, 47.0, 4.0, 12.0, 7.0, 26.0, 2.0, 26.0, 4.0, 33.0, 0.0, 32.0, 4.0, 26.0
17619, FFI16_RS00080, C->G, missense, 0.884345792111, 0.1117, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 31.0, 0.0, 119.0, 0.0, 47.0, 4.0, 12.0, 1.0, 26.0, 3.0, 25.0, 5.0, 33.0, 3.0, 31.0, 4.0, 26.0
17624, FFI16_RS00080, T->G, synonymous, 0.223198680391, 0.3989, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 33.0, 2.0, 126.0, 0.0, 48.0, 0.0, 13.0, 6.0, 27.0, 5.0, 27.0, 0.0, 37.0, 5.0, 32.0, 1.0, 28.0
17625, FFI16_RS00080, G->C, missense, 1.38080323341, 0.0927, 9, 1, 1, 1, 1, 1, PASS, 0.0, 32.0, 1.0, 132.0, 0.0, 47.0, 2.0, 12.0, 2.0, 27.0, 1.0, 26.0, 4.0, 34.0, 1.0, 34.0, 3.0, 28.0
17626, FFI16_RS00080, A->C, missense, 1.01552375248, 0.1077, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 32.0, 2.0, 130.0, 0.0, 48.0, 5.0, 10.0, 7.0, 25.0, 2.0, 28.0, 5.0, 34.0, 8.0, 34.0, 1.0, 31.0
17632, FFI16_RS00080, T->G, synonymous, 1.10456127644, 0.0598, 9, 1, 1, 1, 1, 1, PASS, 0.0, 33.0, 2.0, 107.0, 0.0, 51.0, 2.0, 11.0, 4.0, 23.0, 2.0, 26.0, 8.0, 36.0, 4.0, 34.0, 2.0, 34.0
17636, FFI16_RS00080, G->T, synonymous, 0.757480804932, 0.1577, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 34.0, 2.0, 111.0, 0.0, 55.0, 4.0, 11.0, 3.0, 24.0, 7.0, 27.0, 4.0, 38.0, 1.0, 34.0, 1.0, 35.0
17637, FFI16_RS00080, A->C, missense, 1.16581235759, 0.065, 9, 1, 1, 1, 1, 1, PASS, 0.0, 34.0, 0.0, 114.0, 0.0, 55.0, 2.0, 11.0, 3.0, 24.0, 4.0, 27.0, 4.0, 39.0, 6.0, 34.0, 1.0, 35.0
