Position, Gene, Allele, Annotation, Test statistic, P-value, Deletion index, Fold reduction, Deletion P-value, Duplication index, Fold increase, Duplication pvalue, Passed?, AC:100, DP:100, AC:200, DP:200, AC:300, DP:300, AC:400, DP:400, AC:500, DP:500, AC:600, DP:600, AC:700, DP:700, AC:800, DP:800, AC:900, DP:900
12825, FFI16_RS00050, T->G, synonymous, 0.326026600353, 0.2222, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 174.0, 2.0, 70.0, 0.0, 52.0, 1.0, 28.0, 1.0, 23.0, 3.0, 53.0, 6.0, 82.0, 5.0, 65.0, 4.0, 27.0
12828, FFI16_RS00050, T->G, missense, 0.170897208855, 0.3803, 9, 1, 1, 1, 1, 1, FAIL, 4.0, 171.0, 1.0, 70.0, 1.0, 51.0, 3.0, 28.0, 0.0, 24.0, 3.0, 53.0, 6.0, 82.0, 4.0, 65.0, 5.0, 26.0
12829, FFI16_RS00050, C->A, synonymous, 0.487086311474, 0.1841, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 172.0, 1.0, 70.0, 0.0, 51.0, 1.0, 28.0, 1.0, 25.0, 2.0, 53.0, 5.0, 82.0, 3.0, 65.0, 4.0, 26.0
14368, FFI16_RS00055, T->G, missense, -1.2952755818, 0.3972, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 142.0, 0.0, 94.0, 1.0, 96.0, 0.0, 62.0, 1.0, 71.0, 3.0, 135.0, 0.0, 127.0, 2.0, 85.0, 4.0, 35.0
15974, FFI16_RS00070, T->G, missense, -2.12277720999, 0.4004, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 177.0, 3.0, 95.0, 1.0, 112.0, 0.0, 63.0, 0.0, 70.0, 0.0, 103.0, 0.0, 146.0, 2.0, 84.0, 5.0, 42.0
17582, FFI16_RS00080, T->G, missense, -0.2635399631, 0.395, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 45.0, 1.0, 22.0, 2.0, 47.0, 0.0, 16.0, 1.0, 19.0, 1.0, 23.0, 2.0, 36.0, 6.0, 38.0, 2.0, 15.0
17586, FFI16_RS00080, G->T, missense, -0.790028616507, 0.394, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 45.0, 1.0, 18.0, 2.0, 45.0, 1.0, 21.0, 2.0, 17.0, 0.0, 21.0, 3.0, 35.0, 10.0, 36.0, 0.0, 15.0
17591, FFI16_RS00080, C->G, missense, -0.188221943576, 0.4101, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 34.0, 1.0, 17.0, 2.0, 45.0, 1.0, 20.0, 2.0, 14.0, 0.0, 17.0, 3.0, 31.0, 6.0, 33.0, 0.0, 12.0
17611, FFI16_RS00080, A->T, missense, -1.20699890046, 0.3975, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 49.0, 1.0, 16.0, 2.0, 48.0, 1.0, 19.0, 3.0, 19.0, 0.0, 18.0, 2.0, 23.0, 3.0, 38.0, 0.0, 13.0
17616, FFI16_RS00080, T->G, missense, 0.729818928495, 0.2049, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 51.0, 1.0, 20.0, 1.0, 47.0, 0.0, 18.0, 3.0, 18.0, 0.0, 18.0, 2.0, 24.0, 4.0, 36.0, 2.0, 15.0
17626, FFI16_RS00080, A->C, missense, -0.781991003661, 0.398, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 58.0, 1.0, 22.0, 0.0, 48.0, 1.0, 19.0, 4.0, 19.0, 1.0, 20.0, 0.0, 27.0, 4.0, 37.0, 2.0, 18.0
17632, FFI16_RS00080, T->G, synonymous, -0.0690838043272, 0.3825, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 62.0, 2.0, 23.0, 0.0, 47.0, 2.0, 22.0, 2.0, 21.0, 1.0, 20.0, 2.0, 31.0, 0.0, 41.0, 4.0, 20.0
17636, FFI16_RS00080, G->T, synonymous, 0.279019164351, 0.2979, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 64.0, 2.0, 23.0, 2.0, 46.0, 0.0, 22.0, 4.0, 21.0, 1.0, 20.0, 2.0, 33.0, 5.0, 44.0, 3.0, 21.0
17638, FFI16_RS00080, G->C, synonymous, -3.06363636364, 0.3984, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 64.0, 1.0, 24.0, 0.0, 49.0, 3.0, 22.0, 0.0, 21.0, 0.0, 19.0, 2.0, 33.0, 1.0, 45.0, 1.0, 21.0
17639, FFI16_RS00080, C->A, missense, -0.793928929642, 0.401, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 64.0, 2.0, 24.0, 1.0, 49.0, 2.0, 22.0, 4.0, 21.0, 0.0, 19.0, 4.0, 33.0, 3.0, 45.0, 0.0, 21.0
17891, FFI16_RS00080, T->G, synonymous, -1.72773800734, 0.4017, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 142.0, 0.0, 83.0, 0.0, 73.0, 2.0, 65.0, 1.0, 62.0, 0.0, 85.0, 1.0, 103.0, 2.0, 99.0, 4.0, 30.0
19081, FFI16_RS00085, T->G, missense, 1.04730996768, 0.1174, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 127.0, 0.0, 61.0, 0.0, 68.0, 1.0, 30.0, 1.0, 28.0, 0.0, 36.0, 2.0, 67.0, 3.0, 61.0, 5.0, 25.0
19648, FFI16_RS00090, G->T, synonymous, -0.224970830797, 0.3915, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 115.0, 4.0, 54.0, 0.0, 68.0, 4.0, 24.0, 3.0, 55.0, 3.0, 26.0, 8.0, 95.0, 0.0, 72.0, 1.0, 29.0
20118, FFI16_RS00090, A->C, synonymous, 1.05273715111, 0.0847, 9, 1, 1, 1, 1, 1, PASS, 2.0, 134.0, 2.0, 58.0, 1.0, 82.0, 0.0, 47.0, 0.0, 48.0, 2.0, 64.0, 2.0, 79.0, 5.0, 50.0, 5.0, 36.0
21510, FFI16_RS29940, A->C, synonymous, 0.00134594394948, 0.3688, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 186.0, 2.0, 91.0, 0.0, 83.0, 2.0, 84.0, 2.0, 90.0, 1.0, 145.0, 3.0, 169.0, 13.0, 99.0, 1.0, 50.0
22753, FFI16_RS29940, G->C, missense, 0.9923450973, 0.1094, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 152.0, 1.0, 83.0, 1.0, 85.0, 0.0, 65.0, 2.0, 67.0, 1.0, 77.0, 5.0, 132.0, 5.0, 37.0, 0.0, 27.0
22765, FFI16_RS29940, G->T, missense, 1.87485430083, 0.0249, 9, 1, 1, 1, 1, 1, PASS, 1.0, 161.0, 1.0, 93.0, 1.0, 86.0, 1.0, 67.0, 1.0, 76.0, 2.0, 87.0, 2.0, 146.0, 3.0, 57.0, 3.0, 25.0
24076, FFI16_RS00110, T->G, missense, 1.33223025693, 0.026, 9, 1, 1, 1, 1, 1, PASS, 2.0, 175.0, 2.0, 83.0, 1.0, 76.0, 2.0, 86.0, 1.0, 70.0, 2.0, 102.0, 3.0, 103.0, 5.0, 72.0, 4.0, 22.0
31335, FFI16_RS00150, A->C, synonymous, 3.00229474336, 0.0203, 9, 1, 1, 1, 1, 1, PASS, 0.0, 158.0, 1.0, 97.0, 0.0, 80.0, 0.0, 78.0, 0.0, 68.0, 1.0, 89.0, 2.0, 117.0, 7.0, 87.0, 4.0, 25.0
31803, FFI16_RS29995, C->A, nonsense, -0.166021325102, 0.3732, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 53.0, 0.0, 20.0, 0.0, 16.0, 0.0, 13.0, 1.0, 12.0, 4.0, 26.0, 2.0, 44.0, 4.0, 48.0, 1.0, 44.0
31805, FFI16_RS29995, T->A, missense, -0.657756213206, 0.3734, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 56.0, 1.0, 20.0, 0.0, 16.0, 0.0, 14.0, 0.0, 12.0, 4.0, 27.0, 3.0, 49.0, 2.0, 47.0, 1.0, 45.0
31807, FFI16_RS29995, C->A, missense, -0.0328764198772, 0.3799, 9, 1, 1, 1, 1, 1, FAIL, 8.0, 56.0, 2.0, 21.0, 0.0, 15.0, 2.0, 13.0, 2.0, 11.0, 6.0, 25.0, 9.0, 47.0, 5.0, 45.0, 4.0, 45.0
31814, FFI16_RS29995, T->G, missense, -0.234462732319, 0.3747, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 56.0, 1.0, 23.0, 0.0, 15.0, 1.0, 14.0, 0.0, 9.0, 1.0, 25.0, 2.0, 47.0, 8.0, 41.0, 3.0, 46.0
31821, FFI16_RS29995, T->A, nonsense, -0.649528706169, 0.3786, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 59.0, 1.0, 24.0, 0.0, 20.0, 0.0, 14.0, 0.0, 12.0, 4.0, 24.0, 3.0, 48.0, 0.0, 41.0, 2.0, 46.0
31827, FFI16_RS29995, G->T, missense, -0.377260793923, 0.4011, 9, 1, 1, 1, 1, 1, FAIL, 5.0, 60.0, 1.0, 26.0, 0.0, 20.0, 1.0, 18.0, 0.0, 13.0, 5.0, 26.0, 5.0, 52.0, 0.0, 44.0, 5.0, 45.0
31836, FFI16_RS29995, G->T, synonymous, -3.22207012276, 0.3765, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 67.0, 1.0, 28.0, 0.0, 19.0, 0.0, 21.0, 0.0, 15.0, 6.0, 24.0, 2.0, 51.0, 2.0, 45.0, 1.0, 44.0
31876, FFI16_RS29995, A->C, synonymous, 0.572294435607, 0.1188, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 98.0, 3.0, 40.0, 0.0, 24.0, 1.0, 35.0, 3.0, 28.0, 1.0, 44.0, 11.0, 81.0, 12.0, 61.0, 9.0, 61.0
34651, FFI16_RS30010, A->C, missense, 1.0261111344, 0.1295, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 94.0, 1.0, 40.0, 0.0, 39.0, 0.0, 17.0, 1.0, 29.0, 2.0, 33.0, 2.0, 71.0, 4.0, 55.0, 4.0, 27.0
34663, FFI16_RS30010, C->G, missense, 0.906833846267, 0.1943, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 92.0, 0.0, 32.0, 1.0, 35.0, 0.0, 16.0, 1.0, 25.0, 1.0, 26.0, 2.0, 68.0, 8.0, 55.0, 4.0, 26.0
34669, FFI16_RS30010, G->C, missense, 0.432854572745, 0.3296, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 103.0, 1.0, 34.0, 0.0, 35.0, 3.0, 16.0, 1.0, 29.0, 4.0, 27.0, 4.0, 71.0, 1.0, 58.0, 0.0, 27.0
34672, FFI16_RS30010, A->C, missense, 0.0516062473244, 0.3845, 9, 1, 1, 1, 1, 1, FAIL, 4.0, 103.0, 2.0, 34.0, 2.0, 37.0, 2.0, 16.0, 0.0, 29.0, 5.0, 28.0, 5.0, 72.0, 4.0, 58.0, 3.0, 27.0
35361, FFI16_RS30020, C->G, missense, -0.0326422517077, 0.3898, 9, 1, 1, 1, 1, 1, FAIL, 10.0, 110.0, 2.0, 63.0, 4.0, 69.0, 6.0, 33.0, 4.0, 35.0, 5.0, 62.0, 4.0, 76.0, 6.0, 82.0, 5.0, 42.0
35370, FFI16_RS30020, T->A, missense, 0.115715489797, 0.2899, 9, 1, 1, 1, 1, 1, FAIL, 8.0, 105.0, 5.0, 58.0, 2.0, 60.0, 5.0, 29.0, 5.0, 27.0, 4.0, 52.0, 9.0, 70.0, 4.0, 80.0, 2.0, 39.0
41253, FFI16_RS30055, C->G, synonymous, -0.965071914003, 0.3932, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 71.0, 0.0, 19.0, 2.0, 29.0, 1.0, 11.0, 1.0, 10.0, 3.0, 10.0, 2.0, 25.0, 1.0, 31.0, 2.0, 17.0
41255, FFI16_RS30055, A->C, missense, 0.63333871671, 0.058, 9, 1, 1, 1, 1, 1, PASS, 3.0, 74.0, 3.0, 19.0, 3.0, 28.0, 1.0, 12.0, 3.0, 12.0, 6.0, 10.0, 7.0, 27.0, 5.0, 33.0, 4.0, 17.0
41256, FFI16_RS30055, T->A, missense, 0.515734295124, 0.1116, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 75.0, 1.0, 19.0, 2.0, 28.0, 1.0, 14.0, 2.0, 12.0, 3.0, 12.0, 5.0, 26.0, 6.0, 33.0, 4.0, 17.0
41258, FFI16_RS30055, C->G, synonymous, 0.452753779389, 0.2548, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 75.0, 1.0, 19.0, 0.0, 31.0, 2.0, 14.0, 2.0, 12.0, 2.0, 12.0, 3.0, 26.0, 1.0, 33.0, 1.0, 18.0
41259, FFI16_RS30055, T->A, missense, -0.340395547475, 0.3799, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 75.0, 0.0, 19.0, 2.0, 31.0, 0.0, 14.0, 2.0, 12.0, 1.0, 12.0, 4.0, 26.0, 0.0, 33.0, 1.0, 18.0
41259, FFI16_RS30055, T->G, missense, -0.0794081974758, 0.3909, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 75.0, 1.0, 19.0, 2.0, 31.0, 0.0, 14.0, 0.0, 12.0, 3.0, 12.0, 3.0, 26.0, 4.0, 33.0, 2.0, 18.0
41261, FFI16_RS30055, C->G, missense, 1.06016661009, 0.1909, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 77.0, 0.0, 19.0, 2.0, 32.0, 0.0, 14.0, 0.0, 13.0, 2.0, 12.0, 5.0, 26.0, 5.0, 34.0, 1.0, 19.0
41265, FFI16_RS30055, G->T, noncoding, 0.613514094774, 0.1048, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 77.0, 2.0, 22.0, 3.0, 33.0, 0.0, 14.0, 3.0, 13.0, 3.0, 11.0, 5.0, 27.0, 5.0, 36.0, 3.0, 19.0
41266, FFI16_RS30055, C->G, noncoding, 0.459498150971, 0.1081, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 77.0, 2.0, 22.0, 2.0, 33.0, 3.0, 14.0, 2.0, 13.0, 3.0, 11.0, 4.0, 27.0, 3.0, 35.0, 2.0, 18.0
41270, FFI16_RS30055, C->G, noncoding, -0.024796737099, 0.3827, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 79.0, 1.0, 23.0, 1.0, 34.0, 2.0, 14.0, 1.0, 13.0, 4.0, 15.0, 0.0, 27.0, 4.0, 37.0, 3.0, 17.0
41272, FFI16_RS30055, T->G, noncoding, 0.495560555245, 0.127, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 81.0, 1.0, 24.0, 1.0, 34.0, 3.0, 14.0, 1.0, 12.0, 3.0, 15.0, 5.0, 31.0, 12.0, 36.0, 4.0, 18.0
41274, FFI16_RS30055, G->T, noncoding, 0.229705433076, 0.3869, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 84.0, 1.0, 25.0, 2.0, 34.0, 3.0, 14.0, 0.0, 13.0, 3.0, 15.0, 2.0, 31.0, 0.0, 36.0, 0.0, 18.0
41282, FFI16_RS30055, A->G, noncoding, 0.823768615884, 0.2914, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 85.0, 1.0, 26.0, 0.0, 35.0, 0.0, 16.0, 1.0, 15.0, 0.0, 15.0, 2.0, 34.0, 6.0, 38.0, 3.0, 18.0
41289, FFI16_RS30055, T->A, noncoding, 0.816643553085, 0.168, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 91.0, 0.0, 26.0, 1.0, 37.0, 2.0, 19.0, 0.0, 19.0, 2.0, 18.0, 3.0, 34.0, 3.0, 40.0, 4.0, 17.0
41291, FFI16_RS30055, C->A, noncoding, 0.428895704148, 0.1674, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 90.0, 1.0, 26.0, 2.0, 37.0, 2.0, 19.0, 1.0, 22.0, 1.0, 20.0, 4.0, 35.0, 7.0, 42.0, 3.0, 16.0
41294, FFI16_RS30055, T->A, noncoding, 0.55047972576, 0.1535, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 89.0, 0.0, 28.0, 2.0, 38.0, 2.0, 20.0, 2.0, 22.0, 1.0, 19.0, 3.0, 35.0, 5.0, 39.0, 3.0, 16.0
42521, FFI16_RS30065, A->C, missense, 2.2738419113, 0.0514, 9, 1, 1, 1, 1, 1, PASS, 0.0, 176.0, 1.0, 117.0, 0.0, 89.0, 0.0, 93.0, 0.0, 102.0, 2.0, 147.0, 0.0, 125.0, 3.0, 101.0, 5.0, 45.0
43879, FFI16_RS30070, A->C, missense, 1.72626666587, 0.1215, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 55.0, 0.0, 22.0, 1.0, 37.0, 0.0, 15.0, 0.0, 23.0, 2.0, 20.0, 0.0, 20.0, 5.0, 30.0, 5.0, 13.0
48105, FFI16_RS30090, A->C, synonymous, -0.66714881549, 0.3982, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 139.0, 1.0, 87.0, 1.0, 69.0, 4.0, 65.0, 1.0, 63.0, 2.0, 117.0, 5.0, 125.0, 0.0, 70.0, 4.0, 25.0
50840, FFI16_RS00245, C->A, synonymous, -0.0295612211238, 0.3905, 9, 1, 1, 1, 1, 1, FAIL, 13.0, 163.0, 10.0, 74.0, 9.0, 83.0, 6.0, 63.0, 8.0, 74.0, 19.0, 89.0, 15.0, 119.0, 8.0, 119.0, 9.0, 73.0
56218, FFI16_RS00275, A->C, missense, 0.853626324475, 0.3301, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 111.0, 0.0, 54.0, 0.0, 42.0, 0.0, 18.0, 0.0, 27.0, 1.0, 16.0, 2.0, 46.0, 8.0, 52.0, 2.0, 21.0
56223, FFI16_RS00275, G->C, synonymous, 1.22668570323, 0.1556, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 100.0, 0.0, 47.0, 0.0, 41.0, 0.0, 16.0, 1.0, 28.0, 1.0, 16.0, 2.0, 48.0, 4.0, 53.0, 3.0, 21.0
56249, FFI16_RS00275, C->A, missense, -0.812592473363, 0.386, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 99.0, 2.0, 33.0, 0.0, 38.0, 0.0, 12.0, 2.0, 23.0, 0.0, 10.0, 0.0, 41.0, 8.0, 57.0, 1.0, 20.0
56251, FFI16_RS00275, A->T, nonsense, 0.523052726164, 0.2989, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 87.0, 1.0, 29.0, 0.0, 38.0, 0.0, 12.0, 0.0, 25.0, 1.0, 11.0, 2.0, 44.0, 3.0, 56.0, 3.0, 22.0
56253, FFI16_RS00275, G->T, missense, 0.579556650531, 0.1879, 9, 1, 1, 1, 1, 1, FAIL, 2.0, 93.0, 2.0, 30.0, 0.0, 39.0, 1.0, 12.0, 2.0, 31.0, 0.0, 16.0, 3.0, 48.0, 12.0, 56.0, 4.0, 26.0
56264, FFI16_RS00275, T->G, missense, 0.667268977257, 0.2214, 9, 1, 1, 1, 1, 1, FAIL, 1.0, 91.0, 2.0, 25.0, 0.0, 37.0, 0.0, 9.0, 3.0, 27.0, 0.0, 16.0, 2.0, 43.0, 9.0, 52.0, 2.0, 25.0
56266, FFI16_RS00275, G->T, synonymous, 0.314279254871, 0.3161, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 86.0, 1.0, 26.0, 0.0, 37.0, 2.0, 9.0, 3.0, 27.0, 0.0, 18.0, 6.0, 46.0, 9.0, 53.0, 2.0, 27.0
56271, FFI16_RS00275, T->G, synonymous, 0.556696707429, 0.2038, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 70.0, 1.0, 24.0, 0.0, 39.0, 1.0, 11.0, 1.0, 26.0, 1.0, 18.0, 2.0, 50.0, 9.0, 55.0, 4.0, 26.0
56275, FFI16_RS00275, A->C, missense, 0.513417882105, 0.2814, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 65.0, 1.0, 20.0, 0.0, 41.0, 0.0, 13.0, 0.0, 25.0, 1.0, 18.0, 4.0, 55.0, 15.0, 57.0, 4.0, 27.0
56277, FFI16_RS00275, C->G, synonymous, 0.449274602195, 0.1805, 9, 1, 1, 1, 1, 1, FAIL, 3.0, 65.0, 2.0, 19.0, 0.0, 42.0, 1.0, 13.0, 2.0, 26.0, 0.0, 18.0, 7.0, 55.0, 13.0, 56.0, 4.0, 27.0
57069, FFI16_RS00275, A->G, missense, 0.84534973551, 0.1195, 9, 1, 1, 1, 1, 1, FAIL, 0.0, 222.0, 0.0, 118.0, 0.0, 126.0, 0.0, 106.0, 0.0, 109.0, 7.0, 150.0, 81.0, 184.0, 29.0, 134.0, 9.0, 48.0
