Locus tag, RefSeq protein ID, Gene, Length, Observed, Expected, Multiplicity, -log10(P)
CCNA_00882, YP_002516255.1, , 852.0, 18, 1.48, 15.47, 30.7909
CCNA_01527, YP_002516900.1, fljL, 713.7, 18, 1.24, 18.47, 33.7531
CCNA_02454, YP_002517827.2, , 2731.3, 18, 4.73, 4.83, 12.8753
CCNA_03119, YP_002518492.2, , 399.7, 18, 0.69, 32.98, 43.6749
CCNA_03460, YP_002518833.1, , 361.3, 18, 0.63, 36.49, 45.4301
CCNA_00398, YP_002515773.2, , 1142.0, 17, 1.98, 10.90, 23.7763
CCNA_01995, YP_002517368.1, , 608.3, 17, 1.05, 20.47, 33.6154
CCNA_03632, YP_002519005.1, , 325.7, 17, 0.56, 38.23, 43.7741
CCNA_00773, YP_002516146.4, , 1201.7, 16, 2.08, 9.75, 20.899
CCNA_01183, YP_002516556.1, , 788.0, 16, 1.36, 14.87, 26.9808
CCNA_01238, YP_002516611.2, , 634.3, 16, 1.10, 18.47, 30.203
CCNA_01966, YP_002517339.1, , 2099.0, 16, 3.63, 5.58, 13.422
CCNA_02923, YP_002518296.1, , 2414.7, 16, 4.18, 4.85, 11.6867
CCNA_03611, YP_002518984.1, , 1310.3, 16, 2.27, 8.94, 19.6903
CCNA_R0102, , , 96.0, 16, 0.17, 122.06, 59.5384
CCNA_R0166, , , 96.0, 16, 0.17, 122.06, 59.5384
CCNA_02384, YP_002517757.1, , 1470.7, 15, 2.55, 7.47, 16.2531
CCNA_02921, YP_002518294.1, , 1216.7, 15, 2.11, 9.03, 18.6887
CCNA_03685, YP_002519058.1, pbpZ, 1597.0, 15, 2.77, 6.88, 15.22
CCNA_R0107, , , 108.0, 15, 0.19, 101.72, 53.2236
CCNA_00855, YP_002516228.1, , 723.7, 14, 1.25, 14.17, 23.1986
CCNA_00886, YP_002516259.1, , 1033.3, 14, 1.79, 9.92, 18.7096
CCNA_01042, YP_002516415.1, , 1877.3, 14, 3.25, 5.46, 11.6981
CCNA_03507, YP_002518880.1, pdeA, 1248.7, 14, 2.16, 8.21, 16.4037
CCNA_03677, YP_002519050.2, , 998.7, 14, 1.73, 10.27, 19.131
CCNA_03773, YP_002519146.1, , 866.3, 14, 1.50, 11.84, 20.9097
CCNA_00937, YP_002516310.1, , 301.0, 13, 0.52, 31.63, 31.5066
CCNA_01028, YP_002516401.2, , 1175.3, 13, 2.04, 8.10, 15.1949
CCNA_01170, YP_002516543.1, , 2087.7, 13, 3.61, 4.56, 9.16968
CCNA_01952, YP_002517325.3, , 968.7, 13, 1.68, 9.83, 17.3792
CCNA_02307, YP_002517680.1, , 710.0, 13, 1.23, 13.41, 21.0053
CCNA_02514, YP_002517887.1, hfsD, 553.0, 13, 0.96, 17.22, 24.0031
CCNA_02743, YP_002518116.1, , 1891.7, 13, 3.28, 5.03, 10.1425
CCNA_03158, YP_002518531.2, , 797.0, 13, 1.38, 11.95, 19.6416
CCNA_03489, YP_002518862.1, , 782.3, 13, 1.35, 12.17, 19.8602
CCNA_03882, YP_008877619.1, , 296.0, 13, 0.51, 32.17, 31.7164
CCNA_00183, YP_002515558.1, pulO, 611.0, 12, 1.06, 14.38, 20.2845
CCNA_00252, YP_002515627.1, pbpX, 1572.0, 12, 2.72, 5.59, 10.4625
CCNA_00269, YP_002515644.1, , 353.3, 12, 0.61, 24.88, 26.4479
CCNA_00775, YP_002516148.1, , 942.7, 12, 1.63, 9.32, 15.6066
CCNA_00793, YP_002516166.1, , 1002.0, 12, 1.74, 8.77, 14.9684
CCNA_00920, YP_002516293.1, , 845.3, 12, 1.46, 10.40, 16.7611
CCNA_01783, YP_002517156.1, hdaA, 413.0, 12, 0.72, 21.28, 24.6694
CCNA_01923, YP_002517296.1, , 1173.7, 12, 2.03, 7.49, 13.3417
CCNA_01954, YP_002517327.1, , 1977.3, 12, 3.42, 4.44, 8.34453
CCNA_02017, YP_002517390.1, nuoL, 1568.3, 12, 2.72, 5.60, 10.4849
CCNA_02066, YP_002517439.1, , 592.0, 12, 1.03, 14.85, 20.6334
CCNA_02762, YP_002518135.1, , 589.7, 12, 1.02, 14.90, 20.6764
CCNA_03071, YP_002518444.1, , 1043.0, 12, 1.81, 8.43, 14.552
CCNA_03627, YP_002519000.3, , 836.3, 12, 1.45, 10.51, 16.8752
CCNA_00078, YP_002515453.1, , 1453.7, 11, 2.52, 5.54, 9.63457
CCNA_00127, YP_002515502.1, , 253.3, 11, 0.44, 31.80, 26.9695
CCNA_00232, YP_002515607.1, , 400.7, 11, 0.69, 20.11, 22.1576
CCNA_00854, YP_002516227.1, , 1199.3, 11, 2.08, 6.72, 11.3537
CCNA_01009, YP_002516382.1, , 711.3, 11, 1.23, 11.33, 16.3347
CCNA_01589, YP_002516962.1, , 930.3, 11, 1.61, 8.66, 13.7263
CCNA_02106, YP_002517479.1, , 2158.7, 11, 3.74, 3.73, 6.37685
CCNA_02823, YP_002518196.1, , 198.3, 11, 0.34, 40.63, 29.5752
CCNA_02865, YP_002518238.1, , 561.7, 11, 0.97, 14.34, 18.6964
CCNA_03150, YP_002518523.1, , 126.3, 11, 0.22, 63.79, 34.4234
CCNA_03338, YP_002518710.1, tolB, 994.3, 11, 1.72, 8.10, 13.0948
CCNA_03628, YP_002519001.1, , 1127.7, 11, 1.95, 7.14, 11.9189
CCNA_03634, YP_002519007.1, , 481.3, 11, 0.83, 16.74, 20.2688
CCNA_R0135, , , 168.0, 11, 0.29, 47.95, 31.3512
CCNA_00084, YP_002515459.1, purH, 1285.3, 10, 2.23, 5.70, 9.10872
CCNA_00683, YP_002516056.1, , 1180.7, 10, 2.04, 6.20, 9.79598
CCNA_00901, YP_002516274.1, , 707.0, 10, 1.22, 10.36, 14.1889
CCNA_01484, YP_002516857.1, , 336.0, 10, 0.58, 21.80, 21.0483
CCNA_01613, YP_002516986.1, mreC, 797.3, 10, 1.38, 9.19, 13.1275
CCNA_01924, YP_002517297.1, , 876.0, 10, 1.52, 8.36, 12.3086
CCNA_02022, YP_002517395.1, nuoH, 806.3, 10, 1.40, 9.08, 13.0293
CCNA_02155, YP_002517528.1, , 1019.7, 10, 1.77, 7.18, 11.0127
CCNA_02282, YP_002517655.1, , 480.3, 10, 0.83, 15.25, 17.7012
CCNA_02620, YP_002517993.1, , 293.0, 10, 0.51, 25.00, 22.3503
CCNA_02693, YP_002518066.2, , 1573.3, 10, 2.72, 4.66, 7.53023
CCNA_02879, YP_002518252.1, , 171.7, 10, 0.30, 42.65, 27.5042
CCNA_03075, YP_002518448.1, , 402.7, 10, 0.70, 18.19, 19.342
CCNA_03141, YP_002518514.1, , 421.7, 10, 0.73, 17.37, 18.9107
CCNA_03204, YP_002518577.1, , 992.3, 10, 1.72, 7.38, 11.2426
CCNA_03326, YP_002518698.1, , 1466.0, 10, 2.54, 5.00, 8.07171
CCNA_03354, YP_002518726.1, , 580.3, 10, 1.00, 12.62, 15.9661
CCNA_03405, YP_002518778.1, , 601.3, 10, 1.04, 12.18, 15.6434
CCNA_03691, YP_002519064.1, kidO, 635.3, 10, 1.10, 11.53, 15.1465
CCNA_03721, YP_002519094.1, gltD, 1182.7, 10, 2.05, 6.19, 9.78215
CCNA_03725, YP_002519098.1, , 1298.0, 10, 2.25, 5.64, 9.03
CCNA_R0034, , , 176.0, 10, 0.30, 41.61, 27.2636
CCNA_00406, YP_002515781.2, tfoX, 271.3, 9, 0.47, 24.30, 20.0233
CCNA_00453, YP_002515828.1, , 824.7, 9, 1.43, 7.99, 10.8716
CCNA_00735, YP_002516108.1, bamF, 524.7, 9, 0.91, 12.56, 14.4792
CCNA_01197, YP_002516570.1, , 232.3, 9, 0.40, 28.37, 21.3595
CCNA_01679, YP_002517052.1, , 1073.0, 9, 1.86, 6.14, 8.88329
CCNA_01788, YP_002517161.1, , 366.7, 9, 0.63, 17.97, 17.4593
CCNA_02010, YP_002517383.1, , 200.3, 9, 0.35, 32.91, 22.6437
CCNA_02333, YP_002517706.1, , 813.3, 9, 1.41, 8.10, 10.9793
CCNA_02366, YP_002517739.2, malY, 1221.0, 9, 2.11, 5.40, 7.94625
CCNA_02749, YP_002518122.1, , 388.0, 9, 0.67, 16.99, 16.9841
CCNA_02853, YP_002518226.1, , 1128.7, 9, 1.95, 5.84, 8.51291
CCNA_03010, YP_002518383.1, , 401.3, 9, 0.69, 16.43, 16.7014
CCNA_03867, YP_002519240.1, , 779.0, 9, 1.35, 8.46, 11.3144
CCNA_R0012, , , 245.0, 9, 0.42, 26.90, 20.9002
CCNA_R0145, , , 422.0, 9, 0.73, 15.62, 16.2808
CCNA_00753, YP_002516126.2, , 856.3, 8, 1.48, 6.84, 8.75982
CCNA_00833, YP_002516206.1, , 488.3, 8, 0.85, 12.00, 12.6949
CCNA_00837, YP_002516210.1, , 1336.7, 8, 2.31, 4.38, 5.91857
CCNA_01082, YP_002516455.1, , 854.0, 8, 1.48, 6.86, 8.77787
CCNA_01576, YP_002516949.1, , 1001.7, 8, 1.73, 5.85, 7.72446
CCNA_01580, YP_002516953.2, , 559.3, 8, 0.97, 10.48, 11.717
CCNA_01629, YP_002517002.1, , 754.3, 8, 1.31, 7.77, 9.62017
CCNA_02804, YP_002518177.1, , 244.3, 8, 0.42, 23.98, 17.8624
CCNA_02930, YP_002518303.1, , 464.0, 8, 0.80, 12.63, 13.0663
CCNA_02977, YP_002518350.1, sigU, 535.7, 8, 0.93, 10.94, 12.026
CCNA_02999, YP_002518372.1, , 584.3, 8, 1.01, 10.03, 11.4052
CCNA_03183, YP_002518556.2, , 1301.0, 8, 2.25, 4.50, 6.08184
CCNA_03215, YP_002518588.1, , 1013.0, 8, 1.75, 5.78, 7.65173
CCNA_03247, YP_002518620.1, , 1476.7, 8, 2.56, 3.97, 5.33023
CCNA_03504, YP_002518877.1, , 1379.3, 8, 2.39, 4.25, 5.73113
CCNA_03700, YP_002519073.1, , 393.3, 8, 0.68, 14.90, 14.2809
CCNA_R0171, , , 243.0, 8, 0.42, 24.11, 17.9031
CCNA_00154, YP_002515529.1, , 245.0, 7, 0.42, 20.92, 14.8976
CCNA_00230, YP_002515605.2, , 958.7, 7, 1.66, 5.35, 6.41156
CCNA_00347, YP_002515722.1, , 225.3, 7, 0.39, 22.75, 15.4547
CCNA_00603, YP_002515976.1, , 723.0, 7, 1.25, 7.09, 8.03771
CCNA_00766, YP_002516139.1, , 463.7, 7, 0.80, 11.06, 10.7601
CCNA_00810, YP_002516183.1, , 879.3, 7, 1.52, 5.83, 6.89942
CCNA_00949, YP_002516322.1, , 184.7, 7, 0.32, 27.76, 16.7844
CCNA_01175, YP_002516548.1, , 705.7, 7, 1.22, 7.26, 8.18152
CCNA_01835, YP_002517208.1, , 546.7, 7, 0.95, 9.38, 9.73159
CCNA_01921, YP_002517294.1, , 246.7, 7, 0.43, 20.78, 14.8517
CCNA_02148, YP_002517521.1, , 245.3, 7, 0.42, 20.90, 14.8895
CCNA_02453, YP_002517826.1, , 375.0, 7, 0.65, 13.67, 12.1133
CCNA_02700, YP_002518073.1, , 834.3, 7, 1.44, 6.14, 7.20055
CCNA_02742, YP_002518115.1, , 917.0, 7, 1.59, 5.59, 6.66128
CCNA_03173, YP_002518546.1, , 448.7, 7, 0.78, 11.43, 10.9678
CCNA_03401, YP_002518774.1, , 644.3, 7, 1.12, 7.96, 8.72733
CCNA_03599, YP_002518972.1, , 865.0, 7, 1.50, 5.93, 6.99304
CCNA_03740, YP_002519113.1, , 794.7, 7, 1.38, 6.45, 7.48226
CCNA_R0011, , , 157.0, 7, 0.27, 32.65, 17.88
CCNA_R0013, , , 216.0, 7, 0.37, 23.73, 15.7357
CCNA_R0170, , , 186.0, 7, 0.32, 27.56, 16.7372
CCNA_00072, YP_002515447.2, , 687.0, 6, 1.19, 6.40, 6.54574
CCNA_00316, YP_002515691.1, , 827.7, 6, 1.43, 5.31, 5.63123
CCNA_00415, YP_002515790.2, , 799.7, 6, 1.38, 5.49, 5.79733
CCNA_00725, YP_002516098.1, , 530.3, 6, 0.92, 8.29, 7.87128
CCNA_00809, YP_002516182.1, , 826.7, 6, 1.43, 5.32, 5.63704
CCNA_00812, YP_002516185.2, , 294.3, 6, 0.51, 14.93, 11.0588
CCNA_01824, YP_002517197.1, , 345.0, 6, 0.60, 12.74, 10.1796
CCNA_02169, YP_002517542.1, , 347.0, 6, 0.60, 12.66, 10.1479
CCNA_02187, YP_002517560.1, sspB, 474.0, 6, 0.82, 9.27, 8.46253
CCNA_02367, YP_002517740.1, , 916.3, 6, 1.59, 4.80, 5.14857
CCNA_02713, YP_002518086.3, hfaD, 864.0, 6, 1.50, 5.09, 5.42599
CCNA_02845, YP_002518218.1, , 607.3, 6, 1.05, 7.24, 7.16991
CCNA_02908, YP_002518281.2, , 634.0, 6, 1.10, 6.93, 6.95055
CCNA_02917, YP_002518290.1, , 756.0, 6, 1.31, 5.81, 6.07138
CCNA_03214, YP_002518587.1, , 314.0, 6, 0.54, 13.99, 10.699
CCNA_03375, YP_002518748.1, , 629.0, 6, 1.09, 6.99, 6.9908
CCNA_03433, YP_002518806.1, , 922.0, 6, 1.60, 4.77, 5.11955
CCNA_03454, YP_002518827.1, , 753.0, 6, 1.30, 5.84, 6.0909
CCNA_03523, YP_002518896.1, , 467.3, 6, 0.81, 9.40, 8.53815
CCNA_03661, YP_002519034.1, , 192.3, 6, 0.33, 22.85, 13.4619
CCNA_03703, YP_002519076.1, , 571.7, 6, 0.99, 7.69, 7.48057
CCNA_R0027, , , 125.0, 6, 0.22, 35.15, 15.9469
CCNA_R0030, , , 159.0, 6, 0.28, 27.64, 14.5536
CCNA_R0092, , , 219.0, 6, 0.38, 20.07, 12.7211
CCNA_R0147, , , 102.0, 6, 0.18, 43.08, 17.133
CCNA_R0182, , , 148.0, 6, 0.26, 29.69, 14.9675
CCNA_00194, YP_002515569.1, , 327.3, 5, 0.57, 11.19, 8.09576
CCNA_00627, YP_002516000.1, , 346.7, 5, 0.60, 10.56, 7.83544
CCNA_00769, YP_002516142.1, , 479.3, 5, 0.83, 7.64, 6.40398
CCNA_00825, YP_002516198.1, , 438.7, 5, 0.76, 8.35, 6.78913
CCNA_00981, YP_002516354.1, lolD, 512.3, 5, 0.89, 7.15, 6.11763
CCNA_02285, YP_002517658.1, greB, 457.7, 5, 0.79, 8.00, 6.60402
CCNA_02816, YP_002518189.1, , 354.0, 5, 0.61, 10.34, 7.74163
CCNA_02863, YP_002518236.3, , 462.0, 5, 0.80, 7.93, 6.56334
CCNA_03123, YP_002518496.2, , 318.3, 5, 0.55, 11.50, 8.22237
CCNA_03223, YP_002518596.1, , 542.3, 5, 0.94, 6.75, 5.87536
CCNA_03339, YP_002518711.1, tolA, 597.3, 5, 1.03, 6.13, 5.4697
CCNA_03662, YP_002519035.1, , 339.3, 5, 0.59, 10.79, 7.93279
CCNA_R0051, , , 234.0, 5, 0.41, 15.65, 9.64054
CCNA_R0123, , , 119.0, 5, 0.21, 30.77, 12.8568
CCNA_R0177, , , 232.0, 5, 0.40, 15.78, 9.6806
CCNA_R0196, , , 111.0, 5, 0.19, 32.99, 13.1933
CCNA_00429, YP_002515804.1, , 173.0, 4, 0.30, 16.93, 8.23825
CCNA_00663, YP_002516036.1, bapE, 355.0, 4, 0.61, 8.25, 5.61106
CCNA_01716, YP_002517089.1, , 177.3, 4, 0.31, 16.52, 8.14594
CCNA_01792, YP_002517165.1, , 240.7, 4, 0.42, 12.17, 7.00984
CCNA_02096, YP_002517469.1, , 376.0, 4, 0.65, 7.79, 5.40962
CCNA_02177, YP_002517550.1, , 266.3, 4, 0.46, 11.00, 6.64047
CCNA_02286, YP_002517659.1, , 184.0, 4, 0.32, 15.92, 8.00675
CCNA_02532, YP_002517905.1, , 163.0, 4, 0.28, 17.97, 8.4627
CCNA_03464, YP_002518837.1, , 294.7, 4, 0.51, 9.94, 6.27381
CCNA_03669, YP_002519042.1, , 358.0, 4, 0.62, 8.18, 5.58146
CCNA_03932, YP_009020504.1, , 185.7, 4, 0.32, 15.78, 7.97229
CCNA_03975, YP_009020547.1, , 109.0, 4, 0.19, 26.88, 9.99811
CCNA_00184, YP_002515559.1, , 162.3, 3, 0.28, 13.54, 5.80889
CCNA_00964, YP_002516337.1, , 167.3, 3, 0.29, 13.13, 5.72426
CCNA_02952, YP_002518325.1, , 114.7, 3, 0.20, 19.16, 6.78921
CCNA_03996, YP_009020568.1, , 44.0, 3, 0.08, 49.93, 9.57242
CCNA_R0074, , , 124.0, 3, 0.21, 17.72, 6.56727
CCNA_R0129, , , 72.0, 3, 0.12, 30.52, 8.13117
CCNA_R0138, , , 157.0, 3, 0.27, 13.99, 5.90171
CCNA_R0193, , , 197.0, 3, 0.34, 11.15, 5.27196
CCNA_R0198, , , 182.0, 3, 0.32, 12.07, 5.4904
