Locus tag, RefSeq protein ID, Gene, Length, Observed, Expected, Multiplicity, -log10(P)
DR_0513, NP_294236.1, , 1068.3, 9, 1.35, 5.75, 11.3106
DR_0516, NP_294239.1, , 422.3, 9, 0.53, 14.54, 18.9359
DR_0647, NP_294370.1, , 993.3, 9, 1.25, 6.18, 11.8816
DR_0828, NP_294552.1, , 1177.7, 9, 1.49, 5.21, 10.5558
DR_1117, NP_294841.1, , 1773.3, 9, 2.24, 3.46, 7.53637
DR_2196, NP_295918.1, , 1129.7, 9, 1.43, 5.44, 10.8765
DR_2359, NP_296080.1, , 836.0, 9, 1.06, 7.34, 13.2564
DR_A0050, NP_285374.1, , 1293.0, 9, 1.63, 4.75, 9.8442
DR_A0329, NP_285652.1, , 918.0, 9, 1.16, 6.69, 12.5065
DR_B0076, NP_051611.1, , 652.3, 9, 0.82, 9.41, 15.2826
DR_0115, NP_293841.1, , 541.3, 8, 0.68, 10.08, 14.2508
DR_0429, NP_294152.1, , 614.3, 8, 0.78, 8.88, 13.3199
DR_0585, NP_294308.1, , 840.0, 8, 1.06, 6.50, 11.0673
DR_0738, NP_294461.1, , 870.3, 8, 1.10, 6.27, 10.8174
DR_1172, NP_294896.1, , 753.3, 8, 0.95, 7.25, 11.8426
DR_1459, NP_295182.1, , 1507.3, 8, 1.90, 3.62, 7.12541
DR_1562, NP_295285.1, , 911.7, 8, 1.15, 5.99, 10.4914
DR_1622, NP_295345.1, , 521.3, 8, 0.66, 10.47, 14.5297
DR_1793, NP_295516.1, , 514.0, 8, 0.65, 10.62, 14.6343
DR_1869, NP_295592.1, , 824.0, 8, 1.04, 6.62, 11.2034
DR_2511, NP_296231.1, , 709.7, 8, 0.90, 7.69, 12.2711
DR_2588, NP_296307.1, , 851.0, 8, 1.08, 6.41, 10.9754
DR_2611, NP_296330.1, , 1938.3, 8, 2.45, 2.82, 5.5837
DR_A0006, NP_285330.1, , 276.0, 8, 0.35, 19.78, 19.3432
DR_A0073, NP_285396.1, , 1466.3, 8, 1.85, 3.72, 7.30109
DR_A0136, NP_285460.1, , 919.0, 8, 1.16, 5.94, 10.4357
DR_A0154, NP_285478.1, , 244.7, 8, 0.31, 22.30, 20.2711
DR_A0205, NP_285528.1, , 451.3, 8, 0.57, 12.09, 15.6052
DR_0067, NP_293793.1, , 498.3, 7, 0.63, 9.58, 12.3135
DR_0467, NP_294190.1, , 1250.7, 7, 1.58, 3.82, 6.68941
DR_1667, NP_295390.1, , 1006.3, 7, 1.27, 4.75, 7.94719
DR_2516, NP_296236.1, , 909.3, 7, 1.15, 5.25, 8.55147
DR_A0231, NP_285554.1, , 908.3, 7, 1.15, 5.26, 8.55809
DR_A0280, NP_296365.1, , 436.3, 7, 0.55, 10.95, 13.1757
DR_0533, NP_294256.1, , 708.7, 6, 0.90, 5.78, 8.00398
DR_0706, NP_294429.1, , 549.7, 6, 0.69, 7.45, 9.35877
DR_0858, NP_294582.1, , 584.7, 6, 0.74, 7.00, 9.0258
DR_0938, NP_294662.1, , 840.7, 6, 1.06, 4.87, 7.11939
DR_0945, NP_294669.1, , 443.0, 6, 0.56, 9.24, 10.5394
DR_0962, NP_294686.1, , 616.0, 6, 0.78, 6.65, 8.74632
DR_0983, NP_294707.1, , 904.0, 6, 1.14, 4.53, 6.75089
DR_1227, NP_294951.1, , 1115.0, 6, 1.41, 3.67, 5.71491
DR_1729, NP_295452.1, , 627.0, 6, 0.79, 6.53, 8.65185
DR_1811, NP_295534.1, , 378.0, 6, 0.48, 10.83, 11.4218
DR_2065, NP_295788.1, , 852.0, 6, 1.08, 4.80, 7.05126
DR_2488, NP_296208.1, , 1165.0, 6, 1.47, 3.51, 5.50428
DR_B0016, NP_051559.1, hmuV, 366.3, 6, 0.46, 11.18, 11.5979
DR_B0122, NP_051652.1, , 498.0, 6, 0.63, 8.22, 9.89613
DR_0271, NP_293994.1, , 225.0, 5, 0.28, 15.16, 11.3134
DR_0528, NP_294251.1, , 835.7, 5, 1.06, 4.08, 5.38448
DR_0649, NP_294372.1, , 478.3, 5, 0.60, 7.13, 7.80638
DR_0728, NP_294451.1, , 757.3, 5, 0.96, 4.50, 5.79665
DR_0857, NP_294581.1, , 709.7, 5, 0.90, 4.81, 6.07232
DR_1162, NP_294886.1, , 422.0, 5, 0.53, 8.08, 8.37412
DR_1197, NP_294921.1, , 208.0, 5, 0.26, 16.40, 11.6884
DR_1566, NP_295289.1, , 680.3, 5, 0.86, 5.01, 6.25361
DR_1665, NP_295388.1, , 383.3, 5, 0.48, 8.90, 8.81483
DR_2006, NP_295729.1, , 356.3, 5, 0.45, 9.57, 9.15196
DR_2234, NP_295956.1, , 702.7, 5, 0.89, 4.85, 6.11468
DR_2347, NP_296068.1, , 729.0, 5, 0.92, 4.68, 5.95801
DR_2533, NP_296253.1, , 807.3, 5, 1.02, 4.23, 5.52826
DR_2569, NP_296289.1, , 692.7, 5, 0.88, 4.92, 6.17606
DR_A0236, NP_285559.1, , 340.0, 5, 0.43, 10.03, 9.36913
DR_B0003, NP_051546.1, , 479.0, 5, 0.61, 7.12, 7.7998
DR_0089, NP_293815.1, , 179.3, 4, 0.23, 15.22, 9.29857
DR_0214, NP_293938.1, , 43.7, 4, 0.06, 62.45, 14.809
DR_0226, NP_293950.1, , 541.3, 4, 0.68, 5.04, 5.23897
DR_0281, NP_294004.1, , 236.0, 4, 0.30, 11.56, 8.25628
DR_0340, NP_294063.1, , 229.0, 4, 0.29, 11.92, 8.36971
DR_0661, NP_294384.1, , 300.0, 4, 0.38, 9.10, 7.3604
DR_0725, NP_294448.1, , 243.0, 4, 0.31, 11.23, 8.14636
DR_1209, NP_294933.1, , 352.7, 4, 0.45, 7.74, 6.76556
DR_1892, NP_295615.1, coaE, 425.0, 4, 0.54, 6.42, 6.09149
DR_1901, NP_295624.1, , 452.3, 4, 0.57, 6.03, 5.86952
DR_A0011, NP_285335.1, , 300.0, 4, 0.38, 9.10, 7.3604
DR_A0094, NP_285417.1, , 496.0, 4, 0.63, 5.50, 5.54384
DR_B0118, NP_051649.1, , 299.7, 4, 0.38, 9.11, 7.3641
DR_0600, NP_294323.1, , 277.3, 3, 0.35, 7.38, 5.19903
DR_1317, NP_295041.1, , 196.7, 3, 0.25, 10.41, 6.1541
DR_A0192, NP_285515.1, , 257.7, 3, 0.33, 7.94, 5.40069
DR_C0019, NP_051690.1, , 77.0, 3, 0.10, 26.58, 8.85531
