Locus tag, RefSeq protein ID, Gene, Length, Observed, Expected, Multiplicity, -log10(P)
CCNA_02205, YP_002517578.1, , 823.0, 17, 1.59, 15.13, 27.0748
CCNA_02749, YP_002518122.1, , 388.0, 17, 0.75, 32.09, 39.0648
CCNA_02753, YP_002518126.1, , 1937.7, 17, 3.75, 6.43, 14.5392
CCNA_03204, YP_002518577.1, , 992.3, 17, 1.92, 12.55, 24.2027
CCNA_03317, YP_002518689.1, dnaE2, 2540.0, 17, 4.92, 4.90, 11.0229
CCNA_03677, YP_002519050.2, , 998.7, 17, 1.94, 12.47, 24.105
CCNA_00837, YP_002516210.1, , 1336.7, 16, 2.59, 8.77, 17.8722
CCNA_00839, YP_002516212.1, , 1955.0, 16, 3.79, 5.99, 12.9029
CCNA_02603, YP_002517976.1, , 1023.3, 16, 1.98, 11.45, 21.5802
CCNA_02700, YP_002518073.1, , 834.3, 16, 1.62, 14.05, 24.5048
CCNA_02924, YP_002518297.1, , 310.7, 16, 0.60, 37.71, 39.3579
CCNA_03326, YP_002518698.1, , 1466.0, 16, 2.84, 7.99, 16.6282
CCNA_03652, YP_002519025.1, , 2647.0, 16, 5.13, 4.43, 9.29319
CCNA_03773, YP_002519146.1, , 866.3, 16, 1.68, 13.53, 23.9606
CCNA_R0181, , , 98.0, 16, 0.19, 119.57, 57.4323
CCNA_00099, YP_002515474.1, fzlC, 1280.0, 15, 2.48, 8.58, 16.5885
CCNA_00159, YP_002515534.4, gyrB, 1852.7, 15, 3.59, 5.93, 12.0685
CCNA_01027, YP_002516400.1, , 285.3, 15, 0.55, 38.51, 37.3088
CCNA_01726, YP_002517099.1, , 1419.0, 15, 2.75, 7.74, 15.2919
CCNA_01843, YP_002517216.1, , 1276.7, 15, 2.47, 8.60, 16.6213
CCNA_02779, YP_002518152.2, , 1132.7, 15, 2.19, 9.70, 18.1574
CCNA_02823, YP_002518196.1, , 198.3, 15, 0.38, 55.40, 42.6074
CCNA_03507, YP_002518880.1, pdeA, 1248.7, 15, 2.42, 8.80, 16.9036
CCNA_03882, YP_008877619.1, , 296.0, 15, 0.57, 37.11, 36.7759
CCNA_R0147, , , 102.0, 15, 0.20, 107.70, 52.4048
CCNA_00316, YP_002515691.1, , 827.7, 14, 1.60, 12.39, 20.0702
CCNA_00415, YP_002515790.2, , 799.7, 14, 1.55, 12.82, 20.5018
CCNA_00840, YP_002516213.1, , 1520.3, 14, 2.95, 6.74, 12.7971
CCNA_00887, YP_002516260.1, , 455.0, 14, 0.88, 22.53, 27.7769
CCNA_01015, YP_002516388.3, , 1272.7, 14, 2.47, 8.06, 14.8439
CCNA_01238, YP_002516611.2, , 634.3, 14, 1.23, 16.16, 23.4485
CCNA_02620, YP_002517993.1, , 293.0, 14, 0.57, 34.99, 33.6466
CCNA_02921, YP_002518294.1, , 1216.7, 14, 2.36, 8.43, 15.3738
CCNA_03375, YP_002518748.1, , 629.0, 14, 1.22, 16.30, 23.5565
CCNA_03620, YP_002518993.1, , 636.7, 14, 1.23, 16.10, 23.4
CCNA_R0158, , , 49.0, 14, 0.09, 209.25, 58.2429
CCNA_00321, YP_002515696.1, , 481.7, 13, 0.93, 19.77, 24.3139
CCNA_00950, YP_002516323.1, fliF, 1265.7, 13, 2.45, 7.52, 13.1531
CCNA_02329, YP_002517702.1, , 1208.0, 13, 2.34, 7.88, 13.6572
CCNA_02689, YP_002518062.1, , 497.3, 13, 0.96, 19.15, 23.9275
CCNA_03463, YP_002518836.1, , 1097.7, 13, 2.13, 8.67, 14.7059
CCNA_03884, YP_008877624.1, , 170.3, 13, 0.33, 55.91, 37.2723
CCNA_R0102, , , 96.0, 13, 0.19, 99.18, 44.5906
CCNA_R0177, , , 232.0, 13, 0.45, 41.04, 33.3638
CCNA_00154, YP_002515529.1, , 245.0, 12, 0.47, 35.87, 29.3657
CCNA_01068, YP_002516441.4, , 1049.0, 12, 2.03, 8.38, 13.3409
CCNA_01995, YP_002517368.1, , 608.3, 12, 1.18, 14.45, 19.0994
CCNA_02862, YP_002518235.1, , 956.0, 12, 1.85, 9.19, 14.2905
CCNA_02863, YP_002518236.3, , 462.0, 12, 0.90, 19.02, 22.1406
CCNA_02929, YP_002518302.1, , 869.7, 12, 1.69, 10.11, 15.2732
CCNA_03265, YP_002518638.2, , 1232.7, 12, 2.39, 7.13, 11.7284
CCNA_03405, YP_002518778.1, , 601.3, 12, 1.17, 14.62, 19.2259
CCNA_03504, YP_002518877.1, , 1379.3, 12, 2.67, 6.37, 10.638
CCNA_R0081, , gsrN, 164.0, 12, 0.32, 53.59, 34.0378
CCNA_R0192, , , 88.0, 12, 0.17, 99.87, 41.3724
CCNA_00084, YP_002515459.1, purH, 1285.3, 11, 2.49, 6.27, 9.72832
CCNA_00475, YP_002515848.1, trwB, 1307.7, 11, 2.53, 6.16, 9.5773
CCNA_00669, YP_002516042.1, , 1825.0, 11, 3.54, 4.41, 6.80798
CCNA_00777, YP_002516150.2, , 1894.3, 11, 3.67, 4.25, 6.51752
CCNA_00866, YP_002516239.1, xylX, 963.7, 11, 1.87, 8.36, 12.3339
CCNA_01011, YP_002516384.1, , 949.7, 11, 1.84, 8.48, 12.4704
CCNA_01471, YP_002516844.1, fixG, 1129.3, 11, 2.19, 7.13, 10.8794
CCNA_01945, YP_002517318.2, , 845.0, 11, 1.64, 9.53, 13.5716
CCNA_02124, YP_002517497.1, , 439.7, 11, 0.85, 18.32, 20.0437
CCNA_02215, YP_002517588.1, , 936.7, 11, 1.81, 8.60, 12.5992
CCNA_02878, YP_002518251.1, , 192.0, 11, 0.37, 41.96, 28.7201
CCNA_02908, YP_002518281.2, , 634.0, 11, 1.23, 12.71, 16.3608
CCNA_03032, YP_002518405.1, , 1108.3, 11, 2.15, 7.27, 11.0492
CCNA_03685, YP_002519058.1, pbpZ, 1597.0, 11, 3.09, 5.04, 7.88163
CCNA_03871, YP_002519244.2, gidA, 1466.0, 11, 2.84, 5.50, 8.59578
CCNA_R0101, , , 179.0, 11, 0.35, 45.01, 29.4683
CCNA_R0154, , , 114.0, 11, 0.22, 70.67, 34.3161
CCNA_00194, YP_002515569.1, , 327.3, 10, 0.63, 22.38, 20.234
CCNA_00453, YP_002515828.1, , 824.7, 10, 1.60, 8.88, 11.8607
CCNA_00473, YP_002515846.1, , 372.0, 10, 0.72, 19.69, 19.0322
CCNA_00566, YP_002515939.1, , 1022.3, 10, 1.98, 7.16, 10.0556
CCNA_00608, YP_002515981.1, , 1298.7, 10, 2.52, 5.64, 8.13972
CCNA_00965, YP_002516338.1, , 603.3, 10, 1.17, 12.14, 14.6013
CCNA_01442, YP_002516815.1, , 798.7, 10, 1.55, 9.17, 12.1359
CCNA_01487, YP_002516860.1, , 633.7, 10, 1.23, 11.56, 14.1627
CCNA_01952, YP_002517325.3, , 968.7, 10, 1.88, 7.56, 10.5013
CCNA_01954, YP_002517327.1, , 1977.3, 10, 3.83, 3.70, 5.09569
CCNA_02179, YP_002517552.1, , 1064.7, 10, 2.06, 6.88, 9.72257
CCNA_02181, YP_002517554.1, , 506.0, 10, 0.98, 14.47, 16.1902
CCNA_02247, YP_002517620.1, , 731.3, 10, 1.42, 10.01, 12.9002
CCNA_02285, YP_002517658.1, greB, 457.7, 10, 0.89, 16.00, 17.109
CCNA_02523, YP_002517896.1, , 362.3, 10, 0.70, 20.21, 19.2794
CCNA_02578, YP_002517951.2, , 561.0, 10, 1.09, 13.05, 15.2544
CCNA_02646, YP_002518019.1, mraZ, 453.0, 10, 0.88, 16.17, 17.204
CCNA_02750, YP_002518123.1, , 482.7, 10, 0.94, 15.17, 16.6209
CCNA_02846, YP_002518219.1, , 1288.0, 10, 2.50, 5.69, 8.20403
CCNA_03010, YP_002518383.1, , 401.3, 10, 0.78, 18.25, 18.3253
CCNA_03071, YP_002518444.1, , 1043.0, 10, 2.02, 7.02, 9.89094
CCNA_03077, YP_002518450.2, , 240.0, 10, 0.47, 30.52, 23.1833
CCNA_03489, YP_002518862.1, , 782.3, 10, 1.52, 9.36, 12.3148
CCNA_03662, YP_002519035.1, , 339.3, 10, 0.66, 21.58, 19.895
CCNA_03695, YP_002519068.1, , 1265.3, 10, 2.45, 5.79, 8.34274
CCNA_R0182, , , 148.0, 10, 0.29, 49.48, 27.856
CCNA_00043, YP_002515418.1, nusA, 1260.0, 9, 2.44, 5.23, 6.93888
CCNA_00817, YP_002516190.1, , 1092.3, 9, 2.12, 6.03, 7.93898
CCNA_00944, YP_002516317.1, , 961.3, 9, 1.86, 6.86, 8.86507
CCNA_01081, YP_002516454.1, , 621.3, 9, 1.20, 10.61, 12.2096
CCNA_02062, YP_002517435.1, , 1327.0, 9, 2.57, 4.97, 6.58626
CCNA_02286, YP_002517659.1, , 184.0, 9, 0.36, 35.82, 22.4047
CCNA_02696, YP_002518069.1, , 1011.0, 9, 1.96, 6.52, 8.49634
CCNA_02768, YP_002518141.1, , 725.7, 9, 1.41, 9.08, 10.9914
CCNA_02841, YP_002518214.1, , 266.0, 9, 0.52, 24.78, 19.2301
CCNA_02961, YP_002518334.1, , 898.3, 9, 1.74, 7.34, 9.36729
CCNA_03023, YP_002518396.1, , 1630.7, 9, 3.16, 4.04, 5.24418
CCNA_03055, YP_002518427.2, , 592.0, 9, 1.15, 11.13, 12.5939
CCNA_03304, YP_002518676.1, , 1686.3, 9, 3.27, 3.91, 5.03584
CCNA_03615, YP_002518988.2, , 1648.3, 9, 3.19, 4.00, 5.17715
CCNA_03721, YP_002519094.1, gltD, 1182.7, 9, 2.29, 5.57, 7.37731
CCNA_R0030, , , 159.0, 9, 0.31, 41.46, 23.6755
CCNA_R0145, , , 422.0, 9, 0.82, 15.62, 15.3468
CCNA_00073, YP_002515448.1, , 1119.0, 8, 2.17, 5.24, 6.31513
CCNA_00101, YP_002515476.1, rsmB, 1036.0, 8, 2.01, 5.66, 6.79259
CCNA_00677, YP_002516050.1, , 519.3, 8, 1.01, 11.28, 11.4445
CCNA_00728, YP_002516101.1, , 939.0, 8, 1.82, 6.24, 7.41607
CCNA_00812, YP_002516185.2, , 294.3, 8, 0.57, 19.91, 15.6037
CCNA_00906, YP_002516279.1, , 681.0, 8, 1.32, 8.60, 9.55045
CCNA_00909, YP_002516282.2, , 621.0, 8, 1.20, 9.43, 10.1865
CCNA_01193, YP_002516566.2, , 1369.0, 8, 2.65, 4.28, 5.11876
CCNA_01824, YP_002517197.1, , 345.0, 8, 0.67, 16.98, 14.4188
CCNA_02282, YP_002517655.1, , 480.3, 8, 0.93, 12.20, 12.0027
CCNA_02453, YP_002517826.1, , 375.0, 8, 0.73, 15.62, 13.803
CCNA_02641, YP_002518014.1, , 1018.3, 8, 1.97, 5.75, 6.90075
CCNA_02722, YP_002518095.1, , 789.0, 8, 1.53, 7.43, 8.55555
CCNA_02893, YP_002518266.1, , 1374.0, 8, 2.66, 4.26, 5.0979
CCNA_02957, YP_002518330.2, , 315.3, 8, 0.61, 18.58, 15.0882
CCNA_03669, YP_002519042.1, , 358.0, 8, 0.69, 16.37, 14.1451
CCNA_03975, YP_009020547.1, , 109.0, 8, 0.21, 53.75, 23.232
CCNA_R0013, , , 216.0, 8, 0.42, 27.12, 17.9441
CCNA_R0166, , , 96.0, 8, 0.19, 61.03, 24.2256
CCNA_R0196, , , 111.0, 8, 0.22, 52.78, 23.0899
CCNA_00614, YP_002515987.2, , 1057.7, 7, 2.05, 4.85, 5.26733
CCNA_00725, YP_002516098.1, , 530.3, 7, 1.03, 9.67, 9.22766
CCNA_00740, YP_002516113.1, , 700.3, 7, 1.36, 7.32, 7.56418
CCNA_00775, YP_002516148.1, , 942.7, 7, 1.83, 5.44, 5.88418
CCNA_00793, YP_002516166.1, , 1002.0, 7, 1.94, 5.12, 5.55464
CCNA_00825, YP_002516198.1, , 438.7, 7, 0.85, 11.69, 10.4019
CCNA_00886, YP_002516259.1, , 1033.3, 7, 2.00, 4.96, 5.3907
CCNA_01175, YP_002516548.1, , 705.7, 7, 1.37, 7.26, 7.51937
CCNA_01297, YP_002516670.1, , 718.3, 7, 1.39, 7.14, 7.4164
CCNA_01368, YP_002516741.1, , 1031.0, 7, 2.00, 4.97, 5.40252
CCNA_01744, YP_002517117.1, , 885.3, 7, 1.72, 5.79, 6.22936
CCNA_02014, YP_002517387.1, , 540.3, 7, 1.05, 9.49, 9.11358
CCNA_02130, YP_002517503.1, , 1071.0, 7, 2.08, 4.79, 5.20165
CCNA_02165, YP_002517538.1, , 788.3, 7, 1.53, 6.50, 6.88144
CCNA_02177, YP_002517550.1, , 266.3, 7, 0.52, 19.25, 13.6069
CCNA_02272, YP_002517645.1, , 216.3, 7, 0.42, 23.70, 14.9784
CCNA_02273, YP_002517646.1, , 293.7, 7, 0.57, 17.46, 12.9675
CCNA_02601, YP_002517974.1, , 943.3, 7, 1.83, 5.43, 5.88072
CCNA_02615, YP_002517988.1, , 1068.3, 7, 2.07, 4.80, 5.21489
CCNA_03215, YP_002518588.1, , 1013.0, 7, 1.96, 5.06, 5.49627
CCNA_03387, YP_002518760.2, , 576.0, 7, 1.12, 8.90, 8.72523
CCNA_03576, YP_002518949.1, , 276.0, 7, 0.53, 18.57, 13.3728
CCNA_03691, YP_002519064.1, kidO, 635.3, 7, 1.23, 8.07, 8.13805
CCNA_03694, YP_002519067.1, , 789.0, 7, 1.53, 6.50, 6.87639
CCNA_03743, YP_002519116.3, , 1058.0, 7, 2.05, 4.85, 5.26583
CCNA_03892, YP_008877608.1, , 554.3, 7, 1.07, 9.25, 8.95786
CCNA_R0072, , , 157.0, 7, 0.30, 32.65, 17.1213
CCNA_R0135, , , 168.0, 7, 0.33, 30.52, 16.6659
CCNA_00269, YP_002515644.1, , 353.3, 6, 0.68, 12.44, 9.43635
CCNA_00920, YP_002516293.1, , 845.3, 6, 1.64, 5.20, 5.0005
CCNA_01566, YP_002516939.1, , 339.3, 6, 0.66, 12.95, 9.65599
CCNA_01764, YP_002517137.1, , 451.0, 6, 0.87, 9.74, 8.1313
CCNA_01835, YP_002517208.1, , 546.7, 6, 1.06, 8.04, 7.13268
CCNA_02288, YP_002517661.1, , 612.3, 6, 1.19, 7.18, 6.5593
CCNA_02557, YP_002517930.1, , 681.0, 6, 1.32, 6.45, 6.03253
CCNA_02645, YP_002518018.1, mraW, 685.0, 6, 1.33, 6.41, 6.00386
CCNA_02656, YP_002518029.1, , 601.7, 6, 1.17, 7.30, 6.64688
CCNA_02731, YP_002518104.2, , 609.0, 6, 1.18, 7.22, 6.58637
CCNA_02816, YP_002518189.1, , 354.0, 6, 0.69, 12.41, 9.42562
CCNA_02934, YP_002518307.1, , 620.0, 6, 1.20, 7.09, 6.4968
CCNA_03103, YP_002518476.1, , 439.7, 6, 0.85, 9.99, 8.2651
CCNA_03238, YP_002518611.2, , 781.3, 6, 1.51, 5.62, 5.37
CCNA_03416, YP_002518789.1, , 805.3, 6, 1.56, 5.46, 5.22708
CCNA_03454, YP_002518827.1, , 753.0, 6, 1.46, 5.84, 5.54577
CCNA_03523, YP_002518896.1, , 467.3, 6, 0.91, 9.40, 7.94489
CCNA_03661, YP_002519034.1, , 192.3, 6, 0.37, 22.85, 12.8212
CCNA_03672, YP_002519045.1, , 570.0, 6, 1.10, 7.71, 6.92014
CCNA_03968, YP_009020540.1, , 103.0, 6, 0.20, 42.66, 16.4196
CCNA_00067, YP_002515442.1, , 227.3, 5, 0.44, 16.11, 9.25282
CCNA_00184, YP_002515559.1, , 162.3, 5, 0.31, 22.56, 10.833
CCNA_01201, YP_002516574.1, , 389.0, 5, 0.75, 9.41, 6.82346
CCNA_01372, YP_002516745.1, , 530.0, 5, 1.03, 6.91, 5.49943
CCNA_01783, YP_002517156.1, hdaA, 413.0, 5, 0.80, 8.87, 6.5621
CCNA_01855, YP_002517228.1, , 568.3, 5, 1.10, 6.44, 5.21069
CCNA_02021, YP_002517394.1, , 173.7, 5, 0.34, 21.08, 10.5118
CCNA_02717, YP_002518090.1, malK, 527.0, 5, 1.02, 6.95, 5.52309
CCNA_02735, YP_002518108.1, , 539.3, 5, 1.04, 6.79, 5.42706
CCNA_03141, YP_002518514.1, , 421.7, 5, 0.82, 8.68, 6.47163
CCNA_03178, YP_002518551.1, , 348.7, 5, 0.68, 10.50, 7.3064
CCNA_03460, YP_002518833.1, , 361.3, 5, 0.70, 10.14, 7.14891
CCNA_03544, YP_002518917.1, , 454.0, 5, 0.88, 8.07, 6.15363
CCNA_03613, YP_002518986.1, , 433.0, 5, 0.84, 8.46, 6.35727
CCNA_03710, YP_002519083.3, , 396.7, 5, 0.77, 9.23, 6.73764
CCNA_03742, YP_002519115.1, , 323.0, 5, 0.63, 11.34, 7.64838
CCNA_03932, YP_009020504.1, , 185.7, 5, 0.36, 19.72, 10.197
CCNA_03934, YP_009020506.1, , 135.0, 5, 0.26, 27.12, 11.7101
CCNA_03963, YP_009020535.1, , 129.3, 5, 0.25, 28.32, 11.9166
CCNA_R0073, , , 157.0, 5, 0.30, 23.32, 10.9905
CCNA_R0138, , , 157.0, 5, 0.30, 23.32, 10.9905
CCNA_00014, YP_002515389.1, moaC, 351.7, 4, 0.68, 8.33, 5.25097
CCNA_00429, YP_002515804.1, , 173.0, 4, 0.34, 16.93, 7.81684
CCNA_00541, YP_002515914.1, , 226.3, 4, 0.44, 12.95, 6.82407
CCNA_00802, YP_002516175.1, ybgT, 112.0, 4, 0.22, 26.16, 9.46235
CCNA_01048, YP_002516421.1, , 293.7, 4, 0.57, 9.97, 5.88392
CCNA_01197, YP_002516570.1, , 232.3, 4, 0.45, 12.61, 6.72856
CCNA_01681, YP_002517054.1, , 365.3, 4, 0.71, 8.02, 5.11977
CCNA_02334, YP_002517707.1, staR, 310.7, 4, 0.60, 9.43, 5.68466
CCNA_R0123, , , 119.0, 4, 0.23, 24.62, 9.23062
CCNA_R0129, , , 72.0, 4, 0.14, 40.69, 11.168
CCNA_R0198, , , 182.0, 4, 0.35, 16.10, 7.62776
CCNA_R0119, , , 99.0, 3, 0.19, 22.19, 6.88855
CCNA_R0132, , , 133.0, 3, 0.26, 16.52, 6.05171
CCNA_R0160, , , 97.0, 3, 0.19, 22.65, 6.9469
