Locus tag, RefSeq protein ID, Gene, Length, Observed, Expected, Multiplicity, -log10(P)
FFI16_RS10260, WP_138815186.1, , 450.0, 6, 0.07, 10.79, 22.2844
FFI16_RS18115, WP_138816182.1, , 767.7, 6, 0.13, 6.33, 19.1241
FFI16_RS21860, WP_138816800.1, , 1226.3, 6, 0.20, 3.96, 16.3782
FFI16_RS21895, WP_138816806.1, , 1361.0, 6, 0.22, 3.57, 15.7717
FFI16_RS23065, WP_138817451.1, , 1115.7, 6, 0.18, 4.35, 16.9298
FFI16_RS23785, WP_138817072.1, , 3927.3, 6, 0.64, 1.24, 9.77095
FFI16_RS23845, WP_056860500.1, , 410.0, 6, 0.07, 11.85, 22.8374
FFI16_RS29155, WP_138813532.1, , 813.7, 6, 0.13, 5.97, 18.7814
FFI16_RS00010, WP_138813683.1, , 480.0, 5, 0.08, 8.43, 17.5653
FFI16_RS00560, WP_138813761.1, , 1282.0, 5, 0.21, 3.16, 12.7625
FFI16_RS06710, WP_138814622.1, gudD, 987.0, 5, 0.16, 4.10, 14.0299
FFI16_RS28605, WP_138813451.1, rsmD, 459.3, 5, 0.08, 8.81, 17.7829
FFI16_RS00020, WP_138813685.1, , 874.0, 4, 0.14, 3.70, 11.0651
FFI16_RS00165, WP_017136058.1, , 374.0, 4, 0.06, 8.66, 14.395
FFI16_RS03025, WP_138814086.1, , 1030.0, 4, 0.17, 3.14, 10.4285
FFI16_RS09990, WP_138815143.1, , 5887.3, 4, 0.96, 0.55, 4.07967
FFI16_RS12405, WP_138817591.1, , 4128.0, 4, 0.68, 0.78, 5.27578
FFI16_RS12760, WP_138817530.1, , 859.3, 4, 0.14, 3.77, 11.131
FFI16_RS14000, WP_138815794.1, macB, 1481.0, 4, 0.24, 2.19, 9.03455
FFI16_RS14545, WP_138815710.1, , 526.0, 4, 0.09, 6.16, 13.0507
FFI16_RS15260, WP_017137728.1, , 661.7, 4, 0.11, 4.89, 12.1504
FFI16_RS15825, WP_058420641.1, , 562.0, 4, 0.09, 5.76, 12.7906
FFI16_RS16775, WP_138815998.1, , 979.0, 4, 0.16, 3.31, 10.6249
FFI16_RS17100, WP_138816039.1, , 238.3, 4, 0.04, 13.59, 16.1802
FFI16_RS19545, WP_138816406.1, , 1797.0, 4, 0.29, 1.80, 8.302
FFI16_RS22365, WP_138816863.1, , 1313.0, 4, 0.22, 2.47, 9.49431
FFI16_RS24620, WP_138817198.1, gltB, 3401.3, 4, 0.56, 0.95, 5.9571
FFI16_RS25340, WP_138817297.1, , 1800.7, 4, 0.30, 1.80, 8.29425
FFI16_RS25910, WP_138817377.1, pgaA, 1937.7, 4, 0.32, 1.67, 8.01872
FFI16_RS27180, WP_138813261.1, , 483.7, 4, 0.08, 6.69, 13.3805
FFI16_RS01005, WP_138813823.1, , 1087.7, 3, 0.18, 2.23, 7.09815
FFI16_RS02405, WP_138815348.1, , 823.0, 3, 0.13, 2.95, 7.90246
FFI16_RS03145, WP_138814104.1, ugpC, 885.0, 3, 0.15, 2.74, 7.69213
FFI16_RS03480, WP_056859596.1, , 940.3, 3, 0.15, 2.58, 7.51705
FFI16_RS03620, WP_017134657.1, , 1040.0, 3, 0.17, 2.33, 7.22687
FFI16_RS06745, WP_138814629.1, , 700.7, 3, 0.11, 3.47, 8.37015
FFI16_RS07710, WP_138814776.1, , 1032.0, 3, 0.17, 2.35, 7.24906
FFI16_RS09910, WP_138815129.1, urtA, 1024.3, 3, 0.17, 2.37, 7.27059
FFI16_RS11760, WP_138817702.1, , 371.3, 3, 0.06, 6.54, 10.235
FFI16_RS12040, WP_138817653.1, , 2290.0, 3, 0.38, 1.06, 5.01039
FFI16_RS12140, WP_138817635.1, , 755.7, 3, 0.12, 3.21, 8.15018
FFI16_RS12185, WP_138817626.1, , 1691.0, 3, 0.28, 1.44, 5.84768
FFI16_RS12715, WP_138817538.1, , 2610.7, 3, 0.43, 0.93, 4.65579
FFI16_RS13025, WP_138817484.1, , 2337.7, 3, 0.38, 1.04, 4.95429
FFI16_RS15305, WP_138817406.1, , 484.0, 3, 0.08, 5.02, 9.45363
FFI16_RS15890, WP_138815496.1, mnmH, 825.0, 3, 0.14, 2.94, 7.89542
FFI16_RS17010, WP_138816030.1, , 456.3, 3, 0.07, 5.32, 9.62704
FFI16_RS17025, WP_138816032.1, brnQ, 1116.0, 3, 0.18, 2.18, 7.02454
FFI16_RS17875, WP_138816143.1, , 1701.0, 3, 0.28, 1.43, 5.83121
FFI16_RS18490, WP_056857285.1, topA, 2027.7, 3, 0.33, 1.20, 5.34368
FFI16_RS19055, WP_138816324.1, , 343.0, 3, 0.06, 7.08, 10.4694
FFI16_RS21045, WP_138816680.1, , 1925.3, 3, 0.32, 1.26, 5.48676
FFI16_RS21560, WP_138816757.1, , 104.7, 3, 0.02, 23.19, 14.0001
FFI16_RS24040, WP_138817106.1, , 879.7, 3, 0.14, 2.76, 7.70951
FFI16_RS24760, WP_138817217.1, ubiB, 1217.3, 3, 0.20, 1.99, 6.77622
FFI16_RS25465, WP_017135725.1, mgrA, 879.0, 3, 0.14, 2.76, 7.71181
FFI16_RS25720, WP_138817351.1, , 823.3, 3, 0.13, 2.95, 7.9014
FFI16_RS26625, WP_138813186.1, , 788.7, 3, 0.13, 3.08, 8.02598
FFI16_RS26660, WP_056860960.1, trkA, 1060.3, 3, 0.17, 2.29, 7.17135
FFI16_RS27875, WP_138813356.1, , 1512.3, 3, 0.25, 1.61, 6.16108
FFI16_RS29600, WP_138813595.1, , 2938.0, 3, 0.48, 0.83, 4.34074
