Locus tag, RefSeq protein ID, Gene, Length, Observed, Expected, Multiplicity, -log10(P)
FFI39_RS12845, WP_046684899.1, , 947.0, 4, 0.79, 3.48, 4.72846
FFI39_RS13110, WP_046685521.1, , 1022.7, 4, 0.86, 3.22, 4.4701
FFI39_RS13795, WP_046685034.1, , 1131.7, 4, 0.95, 2.91, 4.13571
FFI39_RS14675, WP_052755856.1, , 2342.3, 4, 1.96, 1.41, 1.99303
FFI39_RS14980, WP_046685211.1, , 1671.3, 4, 1.40, 1.97, 2.92232
FFI39_RS16490, WP_046682843.1, , 2132.7, 4, 1.79, 1.55, 2.23774
FFI39_RS18495, WP_046684614.1, , 1385.0, 4, 1.16, 2.38, 3.4911
FFI39_RS19395, WP_046683985.1, , 1030.7, 4, 0.86, 3.20, 4.44414
FFI39_RS19415, WP_138829150.1, fdnG, 2469.7, 4, 2.07, 1.34, 1.85981
FFI39_RS20430, WP_138829161.1, , 1630.7, 4, 1.37, 2.02, 2.99488
FFI39_RS21270, WP_144295917.1, , 6271.0, 4, 5.26, 0.53, 0.262581
FFI39_RS23075, WP_046685984.1, , 2622.7, 4, 2.20, 1.26, 1.71326
FFI39_RS23760, WP_138829069.1, , 1293.7, 4, 1.08, 2.55, 3.70518
FFI39_RS24090, WP_046686132.1, , 1582.3, 4, 1.33, 2.08, 3.08458
FFI39_RS24825, WP_046684218.1, , 3975.7, 4, 3.33, 0.83, 0.851583
FFI39_RS25225, WP_082127736.1, , 1562.3, 4, 1.31, 2.11, 3.12271
FFI39_RS26165, WP_035822563.1, , 1106.0, 4, 0.93, 2.98, 4.21095
FFI39_RS26175, WP_046684415.1, , 945.3, 4, 0.79, 3.49, 4.73454
FFI39_RS26470, WP_046684461.1, , 2299.0, 4, 1.93, 1.43, 2.04084
FFI39_RS27125, WP_046684553.1, , 1673.7, 4, 1.40, 1.97, 2.91811
FFI39_RS00010, WP_034754341.1, , 859.0, 3, 0.72, 2.88, 3.30737
FFI39_RS00495, WP_046683198.1, tatB, 452.3, 3, 0.38, 5.47, 4.98335
FFI39_RS00645, WP_138828958.1, , 520.0, 3, 0.44, 4.76, 4.60656
FFI39_RS02075, WP_046681910.1, , 623.7, 3, 0.52, 3.97, 4.1246
FFI39_RS03495, WP_046681671.1, , 2313.3, 3, 1.94, 1.07, 1.18167
FFI39_RS03795, WP_034753337.1, , 731.3, 3, 0.61, 3.38, 3.71276
FFI39_RS04245, WP_046682181.1, , 2391.3, 3, 2.00, 1.03, 1.12561
FFI39_RS05275, WP_046683427.1, polA, 2205.0, 3, 1.85, 1.12, 1.26488
FFI39_RS05365, WP_046683411.1, , 1675.7, 3, 1.40, 1.48, 1.78634
FFI39_RS05535, WP_046683383.1, , 672.7, 3, 0.56, 3.68, 3.92764
FFI39_RS05565, WP_046683380.1, , 827.7, 3, 0.69, 2.99, 3.39979
FFI39_RS05705, WP_046683357.1, , 1388.7, 3, 1.16, 1.78, 2.18234
FFI39_RS06380, WP_046685449.1, , 1123.7, 3, 0.94, 2.20, 2.66053
FFI39_RS06440, WP_046685443.1, rsxB, 654.7, 3, 0.55, 3.78, 3.99802
FFI39_RS06660, WP_082127857.1, glnE, 2249.7, 3, 1.89, 1.10, 1.22974
FFI39_RS06770, WP_034760139.1, typA, 1484.0, 3, 1.24, 1.67, 2.03916
FFI39_RS06850, WP_046685386.1, acs, 1641.0, 3, 1.38, 1.51, 1.82899
FFI39_RS07185, WP_046685625.1, , 993.0, 3, 0.83, 2.49, 2.95324
FFI39_RS07565, WP_052755879.1, , 765.7, 3, 0.64, 3.23, 3.59577
FFI39_RS08435, WP_046682596.1, , 2369.0, 3, 1.99, 1.04, 1.14132
FFI39_RS08885, WP_046682294.1, , 758.0, 3, 0.64, 3.26, 3.62142
FFI39_RS08900, WP_046682295.1, , 1934.7, 3, 1.62, 1.28, 1.50413
FFI39_RS08970, WP_046682308.1, , 2418.0, 3, 2.03, 1.02, 1.10711
FFI39_RS08985, WP_082127571.1, , 1920.7, 3, 1.61, 1.29, 1.51792
FFI39_RS09485, WP_046682369.1, , 470.0, 3, 0.39, 5.26, 4.8791
FFI39_RS09750, WP_138828869.1, , 689.0, 3, 0.58, 3.59, 3.86575
FFI39_RS09915, WP_082127561.1, , 1318.7, 3, 1.11, 1.88, 2.29624
FFI39_RS10315, WP_046682495.1, , 1870.7, 3, 1.57, 1.32, 1.56844
FFI39_RS10490, WP_082127653.1, , 1209.3, 3, 1.01, 2.05, 2.49125
FFI39_RS10790, WP_046684781.1, , 721.0, 3, 0.60, 3.43, 3.74905
FFI39_RS10955, WP_046684763.1, , 1363.3, 3, 1.14, 1.81, 2.22276
FFI39_RS11035, WP_138828858.1, , 2826.0, 3, 2.37, 0.88, 0.862651
FFI39_RS12535, WP_035817882.1, , 1065.0, 3, 0.89, 2.32, 2.78641
FFI39_RS12825, WP_046684896.1, , 832.3, 3, 0.70, 2.97, 3.38595
FFI39_RS12920, WP_046684907.1, , 1151.7, 3, 0.97, 2.15, 2.60339
FFI39_RS13195, WP_046684950.1, , 1316.0, 3, 1.10, 1.88, 2.30079
FFI39_RS13290, WP_046684960.1, , 2000.3, 3, 1.68, 1.24, 1.44147
FFI39_RS13670, WP_046685543.1, , 1126.0, 3, 0.94, 2.20, 2.65577
FFI39_RS13830, WP_138829175.1, , 2641.0, 3, 2.21, 0.94, 0.965239
FFI39_RS13935, WP_052755844.1, , 2577.3, 3, 2.16, 0.96, 1.00359
FFI39_RS14510, WP_046685139.1, purL, 3175.0, 3, 2.66, 0.78, 0.699616
FFI39_RS14635, WP_046685160.1, lpxO, 803.3, 3, 0.67, 3.08, 3.47477
FFI39_RS15615, WP_046683588.1, , 672.0, 3, 0.56, 3.68, 3.93033
FFI39_RS16705, WP_046682873.1, hmpA, 925.7, 3, 0.78, 2.67, 3.12329
FFI39_RS17115, WP_046682933.1, , 1803.3, 3, 1.51, 1.37, 1.63983
FFI39_RS17185, WP_046682943.1, , 810.3, 3, 0.68, 3.05, 3.45299
FFI39_RS17380, WP_046682971.1, , 1890.0, 3, 1.58, 1.31, 1.5487
FFI39_RS17455, WP_082127619.1, , 2789.0, 3, 2.34, 0.89, 0.882181
FFI39_RS17565, WP_046683134.1, , 720.7, 3, 0.60, 3.43, 3.75011
FFI39_RS17705, WP_046683018.1, , 639.3, 3, 0.54, 3.87, 4.06002
FFI39_RS18085, WP_046684169.1, , 613.3, 3, 0.51, 4.03, 4.16869
FFI39_RS18125, WP_082127726.1, , 1032.3, 3, 0.87, 2.40, 2.86038
FFI39_RS18150, WP_046684159.1, , 1835.3, 3, 1.54, 1.35, 1.60545
FFI39_RS18260, WP_138829130.1, , 988.7, 3, 0.83, 2.50, 2.96367
FFI39_RS18305, WP_082127721.1, , 3520.7, 3, 2.95, 0.70, 0.569719
FFI39_RS18395, WP_046684116.1, , 1173.7, 3, 0.98, 2.11, 2.55972
FFI39_RS18515, WP_034783185.1, , 587.7, 3, 0.49, 4.21, 4.28093
FFI39_RS19060, WP_034754965.1, , 666.0, 3, 0.56, 3.71, 3.95358
FFI39_RS19075, WP_046684032.1, , 1267.7, 3, 1.06, 1.95, 2.3844
FFI39_RS19095, WP_082127711.1, , 1506.7, 3, 1.26, 1.64, 2.0069
FFI39_RS19130, WP_046684024.1, , 1377.0, 3, 1.15, 1.80, 2.20084
FFI39_RS19475, WP_046683976.1, uvrC, 1451.0, 3, 1.22, 1.70, 2.08729
FFI39_RS19510, WP_034749621.1, lepA, 1471.0, 3, 1.23, 1.68, 2.05794
FFI39_RS20035, WP_046683899.1, tssI, 2231.0, 3, 1.87, 1.11, 1.2443
FFI39_RS20050, WP_046684573.1, , 2076.7, 3, 1.74, 1.19, 1.37237
FFI39_RS20080, WP_046683893.1, sppA, 1448.0, 3, 1.21, 1.71, 2.09174
FFI39_RS20230, WP_046683868.1, , 730.3, 3, 0.61, 3.39, 3.71626
FFI39_RS20305, WP_046683858.1, nuoL, 1638.7, 3, 1.37, 1.51, 1.83186
FFI39_RS20475, WP_082127698.1, , 1454.7, 3, 1.22, 1.70, 2.08182
FFI39_RS20880, WP_046685701.1, , 572.3, 3, 0.48, 4.32, 4.35115
FFI39_RS20930, WP_046685707.1, hflC, 682.7, 3, 0.57, 3.62, 3.88947
FFI39_RS21025, WP_046685717.1, rpoS, 796.3, 3, 0.67, 3.11, 3.49679
FFI39_RS21065, WP_046686209.1, , 556.7, 3, 0.47, 4.44, 4.4245
FFI39_RS21090, WP_046685725.1, , 2270.0, 3, 1.90, 1.09, 1.21416
FFI39_RS21155, WP_034752084.1, , 846.7, 3, 0.71, 2.92, 3.3432
FFI39_RS21825, WP_046685813.1, , 1828.0, 3, 1.53, 1.35, 1.61322
FFI39_RS22465, WP_046685903.1, , 960.3, 3, 0.80, 2.58, 3.03404
FFI39_RS22500, WP_046685908.1, , 1815.0, 3, 1.52, 1.36, 1.62716
FFI39_RS23520, WP_046686042.1, , 1316.3, 3, 1.10, 1.88, 2.30028
FFI39_RS23555, WP_046686047.1, , 1071.3, 3, 0.90, 2.31, 2.77248
FFI39_RS23810, WP_046686085.1, , 2270.0, 3, 1.90, 1.09, 1.21416
FFI39_RS23845, WP_034747152.1, , 870.0, 3, 0.73, 2.84, 3.27585
FFI39_RS23910, WP_046686101.1, hemF, 803.0, 3, 0.67, 3.08, 3.47571
FFI39_RS24295, WP_046686161.1, plsY, 557.7, 3, 0.47, 4.43, 4.41973
FFI39_RS24435, WP_082127935.1, , 802.7, 3, 0.67, 3.08, 3.47665
FFI39_RS24555, WP_138828990.1, , 886.7, 3, 0.74, 2.79, 3.2289
FFI39_RS24820, WP_046684217.1, , 1210.0, 3, 1.01, 2.04, 2.48993
FFI39_RS24905, WP_082127730.1, mpl, 1139.3, 3, 0.95, 2.17, 2.62847
FFI39_RS25425, WP_046684301.1, paaZ, 1596.3, 3, 1.34, 1.55, 1.88587
FFI39_RS26910, WP_046684520.1, , 1282.0, 3, 1.07, 1.93, 2.35921
