Locus tag, RefSeq protein ID, Gene, Length, Observed, Expected, Multiplicity, -log10(P)
FFI39_RS02505, WP_082127509.1, , 840.0, 10, 0.70, 9.81, 19.3701
FFI39_RS05705, WP_046683357.1, , 1388.7, 10, 1.15, 5.94, 14.7526
FFI39_RS10830, WP_046684775.1, lysA, 1039.3, 10, 0.86, 7.93, 17.3901
FFI39_RS12155, WP_046683714.1, , 4082.7, 10, 3.38, 2.02, 5.95477
FFI39_RS15955, WP_046682761.1, , 336.3, 10, 0.28, 24.51, 28.1465
FFI39_RS18150, WP_046684159.1, , 1835.3, 10, 1.52, 4.49, 12.2965
FFI39_RS18320, WP_046684129.1, , 1004.7, 10, 0.83, 8.21, 17.7028
FFI39_RS19445, , , 159.0, 10, 0.13, 51.85, 35.5043
FFI39_RS20850, WP_046685696.1, , 1103.3, 10, 0.91, 7.47, 16.8403
FFI39_RS22770, WP_046686263.1, motD, 589.7, 10, 0.49, 13.98, 22.7205
FFI39_RS00345, WP_046683217.1, , 787.7, 9, 0.65, 9.42, 17.2371
FFI39_RS01285, WP_046681798.1, , 376.3, 9, 0.31, 19.72, 23.5807
FFI39_RS04100, WP_046682249.1, mnmC, 1207.0, 9, 1.00, 6.15, 13.706
FFI39_RS04260, WP_046682183.1, , 321.0, 9, 0.27, 23.11, 24.9701
FFI39_RS04695, WP_046683507.1, , 1235.0, 9, 1.02, 6.01, 13.5203
FFI39_RS06290, WP_046685461.1, , 1075.0, 9, 0.89, 6.90, 14.6509
FFI39_RS07225, WP_046685339.1, , 1472.7, 9, 1.22, 5.04, 12.1111
FFI39_RS09785, WP_046682419.1, , 303.7, 9, 0.25, 24.43, 25.4559
FFI39_RS13940, WP_052755845.1, , 1369.3, 9, 1.13, 5.42, 12.6902
FFI39_RS15885, WP_046682748.1, mltG, 851.3, 9, 0.70, 8.72, 16.5854
FFI39_RS19450, , , 131.0, 9, 0.11, 56.64, 32.895
FFI39_RS20680, WP_138829164.1, tssM, 2967.3, 9, 2.46, 2.50, 6.89821
FFI39_RS21575, WP_046685784.1, , 1893.7, 9, 1.57, 3.92, 10.1574
FFI39_RS24980, WP_052755780.1, , 873.3, 9, 0.72, 8.50, 16.372
FFI39_RS25350, WP_046684288.1, , 2007.7, 9, 1.66, 3.70, 9.71485
FFI39_RS00585, WP_046683189.1, , 554.7, 8, 0.46, 11.89, 17.2397
FFI39_RS01980, WP_046681895.1, , 531.3, 8, 0.44, 12.41, 17.5674
FFI39_RS02585, WP_046681977.1, , 2127.3, 8, 1.76, 3.10, 7.62756
FFI39_RS03295, WP_082127486.1, , 2218.0, 8, 1.84, 2.97, 7.35875
FFI39_RS04725, WP_046683503.1, gshB, 825.0, 8, 0.68, 7.99, 14.2616
FFI39_RS09120, WP_046682323.1, tolQ, 562.7, 8, 0.47, 11.72, 17.131
FFI39_RS09890, WP_046682433.1, , 915.0, 8, 0.76, 7.21, 13.4989
FFI39_RS10040, WP_082127563.1, , 388.3, 8, 0.32, 16.98, 19.971
FFI39_RS11035, WP_138828858.1, , 2826.0, 8, 2.34, 2.33, 5.85589
FFI39_RS12025, WP_046683697.1, , 1136.7, 8, 0.94, 5.80, 11.9247
FFI39_RS13195, WP_046684950.1, , 1316.0, 8, 1.09, 5.01, 10.8833
FFI39_RS14560, WP_046685146.1, , 579.3, 8, 0.48, 11.38, 16.9106
FFI39_RS15815, WP_046682737.1, , 1107.0, 8, 0.92, 5.96, 12.1149
FFI39_RS17810, WP_046683033.1, , 677.7, 8, 0.56, 9.73, 15.7274
FFI39_RS18970, WP_082127712.1, , 1037.3, 8, 0.86, 6.36, 12.5844
FFI39_RS22055, WP_046686246.1, , 780.3, 8, 0.65, 8.45, 14.6746
FFI39_RS23355, WP_138829004.1, aceF, 1335.0, 8, 1.10, 4.94, 10.7824
FFI39_RS23520, WP_046686042.1, , 1316.3, 8, 1.09, 5.01, 10.8817
FFI39_RS25935, WP_046684383.1, , 913.0, 8, 0.76, 7.22, 13.515
FFI39_RS26600, WP_034778800.1, mmsB, 698.0, 8, 0.58, 9.45, 15.5062
FFI39_RS00680, WP_046683178.1, , 703.3, 7, 0.58, 8.21, 12.8204
FFI39_RS00755, WP_138828956.1, , 902.0, 7, 0.75, 6.40, 11.2211
FFI39_RS02130, WP_052755476.1, , 483.7, 7, 0.40, 11.93, 15.2828
FFI39_RS02915, WP_034783534.1, , 343.7, 7, 0.28, 16.79, 17.5737
FFI39_RS03220, WP_046682099.1, , 669.7, 7, 0.55, 8.62, 13.139
FFI39_RS07095, WP_046685355.1, , 827.3, 7, 0.68, 6.98, 11.7727
FFI39_RS07815, WP_046682687.1, , 587.0, 7, 0.49, 9.83, 14.0022
FFI39_RS10365, WP_046682500.1, , 902.3, 7, 0.75, 6.40, 11.219
FFI39_RS13180, WP_046684947.1, , 588.0, 7, 0.49, 9.81, 13.991
FFI39_RS13670, WP_046685543.1, , 1126.0, 7, 0.93, 5.12, 9.82863
FFI39_RS16490, WP_046682843.1, , 2132.7, 7, 1.77, 2.71, 6.07145
FFI39_RS16760, WP_046682881.1, , 592.0, 7, 0.49, 9.75, 13.9464
FFI39_RS19455, , , 147.0, 7, 0.12, 39.26, 23.3771
FFI39_RS20480, WP_034779551.1, , 547.7, 7, 0.45, 10.54, 14.459
FFI39_RS23810, WP_046686085.1, , 2270.0, 7, 1.88, 2.54, 5.73125
FFI39_RS24880, WP_046684224.1, aroE, 617.3, 7, 0.51, 9.35, 13.6716
FFI39_RS25600, WP_046684330.1, , 490.7, 7, 0.41, 11.76, 15.1872
FFI39_RS26890, WP_046684675.1, , 1535.7, 7, 1.27, 3.76, 7.94818
FFI39_RS00610, WP_046683186.1, , 1205.7, 6, 1.00, 4.10, 7.43927
FFI39_RS01115, WP_046681770.1, , 1362.7, 6, 1.13, 3.63, 6.81389
FFI39_RS02725, WP_046681991.1, , 801.3, 6, 0.66, 6.17, 9.60842
FFI39_RS03175, WP_138828935.1, , 256.7, 6, 0.21, 19.27, 16.0552
FFI39_RS03250, WP_046682104.1, , 567.0, 6, 0.47, 8.72, 11.5192
FFI39_RS03855, WP_138829054.1, , 560.0, 6, 0.46, 8.83, 11.5888
FFI39_RS04355, WP_046682198.1, , 648.0, 6, 0.54, 7.63, 10.775
FFI39_RS04880, WP_046683481.1, , 547.3, 6, 0.45, 9.04, 11.7175
FFI39_RS06785, WP_046685395.1, , 1410.0, 6, 1.17, 3.51, 6.64196
FFI39_RS07075, WP_046685359.1, , 1339.0, 6, 1.11, 3.69, 6.90272
FFI39_RS07545, WP_046685298.1, , 1780.7, 6, 1.47, 2.78, 5.49754
FFI39_RS07855, WP_046682709.1, , 678.0, 6, 0.56, 7.30, 10.5245
FFI39_RS09680, WP_046682401.1, nhaR, 772.7, 6, 0.64, 6.40, 9.80644
FFI39_RS10580, WP_046684804.1, , 882.3, 6, 0.73, 5.61, 9.08734
FFI39_RS11810, WP_046683666.1, , 1047.0, 6, 0.87, 4.72, 8.17549
FFI39_RS12945, WP_138828842.1, fliF, 1331.3, 6, 1.10, 3.72, 6.93198
FFI39_RS13190, WP_058049449.1, , 1320.3, 6, 1.09, 3.75, 6.97412
FFI39_RS16845, WP_046682894.1, , 1068.3, 6, 0.88, 4.63, 8.06951
FFI39_RS17805, WP_046683032.1, , 803.0, 6, 0.66, 6.16, 9.59689
FFI39_RS18805, WP_046684608.1, , 1112.7, 6, 0.92, 4.45, 7.85614
FFI39_RS24090, WP_046686132.1, , 1582.3, 6, 1.31, 3.13, 6.06947
FFI39_RS24250, WP_046686154.1, , 777.0, 6, 0.64, 6.37, 9.77616
FFI39_RS24390, WP_082127926.1, , 1559.7, 6, 1.29, 3.17, 6.14017
FFI39_RS25225, WP_082127736.1, , 1562.3, 6, 1.29, 3.17, 6.13197
FFI39_RS00495, WP_046683198.1, tatB, 452.3, 5, 0.37, 9.11, 10.011
FFI39_RS01265, WP_046681794.1, , 1011.0, 5, 0.84, 4.08, 6.36871
FFI39_RS01810, WP_052755451.1, , 954.0, 5, 0.79, 4.32, 6.62037
FFI39_RS02255, WP_046682065.1, , 878.0, 5, 0.73, 4.69, 6.98404
FFI39_RS02595, WP_082127512.1, , 1059.0, 5, 0.88, 3.89, 6.16916
FFI39_RS06340, WP_046685454.1, , 416.0, 5, 0.34, 9.91, 10.4045
FFI39_RS06685, WP_138828914.1, aroG, 917.7, 5, 0.76, 4.49, 6.78979
FFI39_RS07145, WP_046685348.1, , 615.3, 5, 0.51, 6.70, 8.58335
FFI39_RS07450, WP_144295911.1, , 742.3, 5, 0.61, 5.55, 7.7315
FFI39_RS07660, WP_046685277.1, , 951.7, 5, 0.79, 4.33, 6.63088
FFI39_RS08385, WP_046682604.1, , 516.3, 5, 0.43, 7.98, 9.39297
FFI39_RS08880, WP_046682293.1, , 1214.0, 5, 1.00, 3.40, 5.59049
FFI39_RS09715, WP_046682408.1, , 864.3, 5, 0.72, 4.77, 7.0534
FFI39_RS10730, WP_034758366.1, , 465.0, 5, 0.38, 8.86, 9.8812
FFI39_RS11245, , , 160.0, 5, 0.13, 25.76, 15.0065
FFI39_RS11335, WP_046683597.1, , 611.0, 5, 0.51, 6.75, 8.61549
FFI39_RS11450, WP_046683610.1, , 762.3, 5, 0.63, 5.41, 7.61214
FFI39_RS11555, WP_046683630.1, , 450.7, 5, 0.37, 9.15, 10.0276
FFI39_RS11750, WP_046683657.1, , 508.0, 5, 0.42, 8.11, 9.46834
FFI39_RS12165, WP_046683715.1, , 618.0, 5, 0.51, 6.67, 8.5633
FFI39_RS12280, WP_046683728.1, , 1202.3, 5, 1.00, 3.43, 5.63106
FFI39_RS12520, WP_082127691.1, , 787.3, 5, 0.65, 5.24, 7.46776
FFI39_RS13465, WP_052755840.1, , 810.7, 5, 0.67, 5.08, 7.33719
FFI39_RS13930, WP_082127812.1, , 964.7, 5, 0.80, 4.27, 6.57183
FFI39_RS14855, WP_046685191.1, , 880.7, 5, 0.73, 4.68, 6.97052
FFI39_RS15430, WP_046683548.1, , 632.3, 5, 0.52, 6.52, 8.45865
FFI39_RS15575, WP_035818984.1, , 348.0, 5, 0.29, 11.84, 11.2503
FFI39_RS16690, WP_046682871.1, , 439.3, 5, 0.36, 9.38, 10.1479
FFI39_RS17050, WP_046682921.1, dnaQ, 646.3, 5, 0.53, 6.38, 8.35868
FFI39_RS17565, WP_046683134.1, , 720.7, 5, 0.60, 5.72, 7.86448
FFI39_RS18405, WP_046684114.1, , 438.3, 5, 0.36, 9.40, 10.1586
FFI39_RS18800, WP_046684063.1, , 527.0, 5, 0.44, 7.82, 9.29771
FFI39_RS18910, , , 159.0, 5, 0.13, 25.92, 15.0371
FFI39_RS20085, WP_046683892.1, , 1158.7, 5, 0.96, 3.56, 5.78643
FFI39_RS20220, WP_034749940.1, ribA, 597.3, 5, 0.49, 6.90, 8.71954
FFI39_RS20865, WP_058051425.1, , 857.0, 5, 0.71, 4.81, 7.09086
FFI39_RS21080, WP_046685723.1, , 381.3, 5, 0.32, 10.81, 10.8162
FFI39_RS21265, WP_046685748.1, , 860.7, 5, 0.71, 4.79, 7.07183
FFI39_RS23120, WP_034747519.1, , 810.0, 5, 0.67, 5.09, 7.34103
FFI39_RS24315, WP_046686164.1, , 1020.7, 5, 0.84, 4.04, 6.32751
FFI39_RS24790, WP_046684215.1, , 654.3, 5, 0.54, 6.30, 8.30262
FFI39_RS24905, WP_082127730.1, mpl, 1139.3, 5, 0.94, 3.62, 5.8578
FFI39_RS25240, WP_138828983.1, , 908.7, 5, 0.75, 4.54, 6.83298
FFI39_RS26495, WP_034745752.1, , 984.7, 5, 0.81, 4.19, 6.48274
FFI39_RS00970, WP_046681749.1, , 709.0, 4, 0.59, 4.65, 5.77507
FFI39_RS01660, WP_046681852.1, atpG, 732.0, 4, 0.61, 4.50, 5.66228
FFI39_RS02335, WP_138828945.1, , 460.7, 4, 0.38, 7.16, 7.33787
FFI39_RS02510, WP_046681970.1, , 767.3, 4, 0.64, 4.30, 5.49675
FFI39_RS02790, WP_046682001.1, , 730.0, 4, 0.60, 4.52, 5.67193
FFI39_RS02840, WP_046682009.1, , 548.7, 4, 0.45, 6.01, 6.69607
FFI39_RS03205, WP_082127524.1, , 711.0, 4, 0.59, 4.64, 5.7651
FFI39_RS04325, WP_046682194.1, , 421.0, 4, 0.35, 7.83, 7.67237
FFI39_RS04545, , , 177.0, 4, 0.15, 18.63, 10.9781
FFI39_RS05790, WP_046683350.1, , 488.3, 4, 0.40, 6.75, 7.12316
FFI39_RS06000, WP_046682552.1, , 362.7, 4, 0.30, 9.09, 8.23042
FFI39_RS06355, WP_046685653.1, , 787.7, 4, 0.65, 4.19, 5.40499
FFI39_RS07635, WP_082127842.1, , 758.7, 4, 0.63, 4.35, 5.53627
FFI39_RS07895, WP_052755569.1, rfaE1, 707.7, 4, 0.59, 4.66, 5.78157
FFI39_RS08065, WP_046682649.1, , 452.3, 4, 0.37, 7.29, 7.40598
FFI39_RS09560, WP_034759072.1, , 255.0, 4, 0.21, 12.93, 9.56898
FFI39_RS10220, WP_046682484.1, , 343.0, 4, 0.28, 9.61, 8.44089
FFI39_RS11145, WP_034778131.1, phoU, 591.0, 4, 0.49, 5.58, 6.42656
FFI39_RS11580, WP_046683635.1, , 522.0, 4, 0.43, 6.32, 6.8782
FFI39_RS13705, WP_046685019.1, paoA, 599.0, 4, 0.50, 5.51, 6.37799
FFI39_RS13960, WP_046685057.1, , 562.0, 4, 0.47, 5.87, 6.60894
FFI39_RS16600, WP_052755599.1, , 772.7, 4, 0.64, 4.27, 5.47219
FFI39_RS17570, WP_046683000.1, , 553.0, 4, 0.46, 5.96, 6.66765
FFI39_RS18485, WP_034751910.1, , 427.0, 4, 0.35, 7.72, 7.61969
FFI39_RS18560, , , 140.0, 4, 0.12, 23.55, 11.8917
FFI39_RS18635, WP_034783159.1, ureG, 507.7, 4, 0.42, 6.50, 6.97998
FFI39_RS18665, WP_046684085.1, , 743.3, 4, 0.62, 4.44, 5.60832
FFI39_RS19460, , , 168.0, 4, 0.14, 19.63, 11.1809
FFI39_RS20975, WP_046685713.1, , 721.3, 4, 0.60, 4.57, 5.71424
FFI39_RS21460, WP_082127894.1, , 739.7, 4, 0.61, 4.46, 5.62541
FFI39_RS21515, WP_046685776.1, , 687.0, 4, 0.57, 4.80, 5.88688
FFI39_RS21910, WP_046685828.1, , 551.7, 4, 0.46, 5.98, 6.67622
FFI39_RS22030, WP_046685842.1, , 465.0, 4, 0.38, 7.09, 7.30351
FFI39_RS22385, WP_046685890.1, , 729.0, 4, 0.60, 4.52, 5.67676
FFI39_RS23115, WP_034747522.1, , 711.0, 4, 0.59, 4.64, 5.7651
FFI39_RS23390, WP_046686028.1, , 746.7, 4, 0.62, 4.42, 5.59227
FFI39_RS24615, WP_046684187.1, , 313.3, 4, 0.26, 10.53, 8.78369
FFI39_RS25345, WP_046684287.1, , 595.0, 4, 0.49, 5.54, 6.40219
FFI39_RS25930, WP_046684382.1, , 748.3, 4, 0.62, 4.41, 5.58474
FFI39_RS00660, WP_034753784.1, , 318.0, 3, 0.26, 7.78, 5.99249
FFI39_RS02745, WP_046681994.1, , 411.3, 3, 0.34, 6.01, 5.27769
FFI39_RS10875, , , 177.0, 3, 0.15, 13.97, 7.66358
FFI39_RS14415, , , 178.0, 3, 0.15, 13.89, 7.6473
FFI39_RS16865, WP_046682896.1, , 320.7, 3, 0.27, 7.71, 5.96878
FFI39_RS17920, WP_046683048.1, , 320.7, 3, 0.27, 7.71, 5.96878
FFI39_RS18905, , , 155.0, 3, 0.13, 15.96, 8.0482
FFI39_RS20795, , , 177.0, 3, 0.15, 13.97, 7.66358
FFI39_RS22765, WP_046685944.1, , 320.7, 3, 0.27, 7.71, 5.96878
riboswitch_0, , , 170.0, 3, 0.14, 14.55, 7.78032
